circuit,extract_mw,full_mw,difference_mw
1701-5041-1,-6.756141478812152,-17.45602857038159,10.699887091569439
5041-17010-2,30.201938268010796,19.50205117644406,10.699887091566737
1341-1701-1,-21.765066088252354,-20.714565427353854,-1.0505006608985
1341-5191-1,14.745066088252358,13.694565427353865,1.0505006608984928
3591-5191-1,-11.755066088252349,-10.704565427353856,-1.0505006608984928
2321-3581-1,24.04535790749054,24.667196100908654,-0.6218381934181139
2321-28710-1,-24.045357907490583,-24.667196100908633,0.6218381934180499
2870-17010-1,-22.84857147668464,-23.378827038594054,0.5302555619094136
1701-28712-2,22.84857147668464,23.368816575679684,-0.5202450989950442
3581-28019-1,-21.651785045878665,-22.08044751336066,0.42866246748199544
4981-5041-1,2.5946967461256762,2.594696746124832,8.44213587924969e-13
4981-5041-2,2.5199803476770315,2.51998034767621,8.215650382226158e-13
1931-4371-1,-21.190951176519945,-21.190951176519846,-9.947598300641403e-14
1631-5041-1,2.8184791686749406,2.818479168674912,2.842170943040401e-14
1571-5191-1,-2.990000000000002,-2.989999999999995,-7.105427357601002e-15
28710-51911-1,0.0,0.0,0.0
3581-5361-1,6.2700000000000315,6.2700000000000315,0.0
4991-5361-1,0.0,0.0,0.0
