name,kind,bus0,bus1,v_nom,s_nom,length
T11244-11212-2,transformer,11244,11212,38.0,9999.0,0.0
T11212-68209-1,transformer,11212,68209,20.0,9999.0,0.0
T11224-11242-1,transformer,11224,11242,38.0,9999.0,0.0
T11242-67045-1,transformer,11242,67045,20.0,9999.0,0.0
T11254-11252-1,transformer,11254,11252,38.0,9999.0,0.0
T11254-11252-2,transformer,11254,11252,38.0,9999.0,0.0
T11302-11371-1,transformer,11302,11371,20.0,9999.0,0.0
T11310-11303-2,transformer,11310,11303,110.0,9999.0,0.0
T11303-11372-1,transformer,11303,11372,33.0,9999.0,0.0
T11404-11402-1,transformer,11404,11402,38.0,9999.0,0.0
T11404-11402-2,transformer,11404,11402,38.0,9999.0,0.0
T12302-12371-1,transformer,12302,12371,20.0,9999.0,0.0
T12302-12372-1,transformer,12302,12372,20.0,9999.0,0.0
T12502-12571-1,transformer,12502,12571,20.0,9999.0,0.0
T12502-12572-1,transformer,12502,12572,20.0,9999.0,0.0
T12534-12503-1,transformer,12534,12503,38.0,9999.0,0.0
T12503-67030-1,transformer,12503,67030,20.0,9999.0,0.0
T12504-12532-1,transformer,12504,12532,38.0,9999.0,0.0
T12504-12582-1,transformer,12504,12582,38.0,9999.0,0.0
T12512-68148-1,transformer,12512,68148,20.0,9999.0,0.0
T12522-68267-1,transformer,12522,68267,20.0,9999.0,0.0
T12524-12542-1,transformer,12524,12542,38.0,9999.0,0.0
T12542-67073-1,transformer,12542,67073,20.0,9999.0,0.0
T12592-12574-1,transformer,12592,12574,20.0,9999.0,0.0
T12712-12771-1,transformer,12712,12771,20.0,9999.0,0.0
T12814-12802-1,transformer,12814,12802,38.0,9999.0,0.0
T12814-12802-2,transformer,12814,12802,38.0,40.0,0.0
T12802-12872-1,transformer,12802,12872,20.0,9999.0,0.0
T12802-12873-1,transformer,12802,12873,20.0,9999.0,0.0
T12802-68222-1,transformer,12802,68222,20.0,9999.0,0.0
T12804-12812-1,transformer,12804,12812,38.0,9999.0,0.0
T12812-12874-1,transformer,12812,12874,20.0,9999.0,0.0
T13001-13082-1,transformer,13001,13082,10.0,9999.0,0.0
T13011-68536-1,transformer,13011,68536,10.0,9999.0,0.0
T13023-68537-1,transformer,13023,68537,10.0,9999.0,0.0
T13134-13102-1,transformer,13134,13102,38.0,9999.0,0.0
T13102-13170-1,transformer,13102,13170,20.0,9999.0,0.0
T13102-13172-1,transformer,13102,13172,20.0,9999.0,0.0
T13114-13112-1,transformer,13114,13112,38.0,9999.0,0.0
T13112-13171-1,transformer,13112,13171,20.0,9999.0,0.0
T13303-13371-1,transformer,13303,13371,33.0,9999.0,0.0
T13424-13402-1,transformer,13424,13402,38.0,9999.0,0.0
T13402-13472-1,transformer,13402,13472,20.0,9999.0,0.0
T13404-13412-1,transformer,13404,13412,38.0,9999.0,0.0
T13412-13471-1,transformer,13412,13471,20.0,9999.0,0.0
T13444-13414-1,transformer,13444,13414,38.0,9999.0,0.0
T13414-13474-1,transformer,13414,13474,20.0,9999.0,0.0
T13434-13415-1,transformer,13434,13415,38.0,9999.0,0.0
T13415-13475-1,transformer,13415,13475,20.0,9999.0,0.0
T13416-13476-1,transformer,13416,13476,20.0,9999.0,0.0
T13484-13416-1,transformer,13484,13416,38.0,9999.0,0.0
T13424-13417-1,transformer,13424,13417,38.0,9999.0,0.0
T13417-13477-1,transformer,13417,13477,20.0,9999.0,0.0
T13494-13422-1,transformer,13494,13422,38.0,9999.0,0.0
T13454-13432-1,transformer,13454,13432,38.0,9999.0,0.0
T13432-13473-1,transformer,13432,13473,20.0,9999.0,0.0
T13442-13479-1,transformer,13442,13479,20.0,9999.0,0.0
T17044-13442-1,transformer,17044,13442,38.0,9999.0,0.0
T13604-13611-1,transformer,13604,13611,38.0,9999.0,0.0
T13611-68546-1,transformer,13611,68546,10.0,9999.0,0.0
T13802-13872-1,transformer,13802,13872,20.0,9999.0,0.0
T13810-13812-4,transformer,13810,13812,110.0,9999.0,0.0
T14034-14001-1,transformer,14034,14001,38.0,9999.0,0.0
T14002-14073-1,transformer,14002,14073,20.0,9999.0,0.0
T14006-68143-1,transformer,14006,68143,10.0,9999.0,0.0
T14010-14014-3,transformer,14010,14014,110.0,9999.0,0.0
T14013-14042-1,transformer,14013,14042,110.0,9999.0,0.0
T14013-14052-1,transformer,14013,14052,110.0,9999.0,0.0
T14042-67025-1,transformer,14042,67025,33.0,9999.0,0.0
T14052-67026-1,transformer,14052,67026,33.0,9999.0,0.0
T14414-14402-1,transformer,14414,14402,38.0,9999.0,0.0
T14402-14474-1,transformer,14402,14474,20.0,9999.0,0.0
T14404-14486-1,transformer,14404,14486,38.0,9999.0,0.0
T14412-14471-1,transformer,14412,14471,20.0,9999.0,0.0
T14412-14472-1,transformer,14412,14472,20.0,9999.0,0.0
T14614-14602-1,transformer,14614,14602,38.0,9999.0,0.0
T14602-68134-1,transformer,14602,68134,20.0,9999.0,0.0
T14804-14802-1,transformer,14804,14802,38.0,9999.0,0.0
T14802-14871-1,transformer,14802,14871,20.0,9999.0,0.0
T14912-14971-1,transformer,14912,14971,20.0,9999.0,0.0
T15010-15001-2,transformer,15010,15001,110.0,9999.0,0.0
T15103-15171-1,transformer,15103,15171,33.0,9999.0,0.0
T15132-15172-1,transformer,15132,15172,20.0,9999.0,0.0
T15142-15174-1,transformer,15142,15174,20.0,9999.0,0.0
T15162-15175-1,transformer,15162,15175,20.0,9999.0,0.0
T15204-15271-1,transformer,15204,15271,33.0,9999.0,0.0
T15220-15221-1,transformer,15220,15221,220.0,9999.0,0.0
T15220-15221-2,transformer,15220,15221,220.0,9999.0,0.0
T15402-15472-1,transformer,15402,15472,20.0,9999.0,0.0
T15402-15473-1,transformer,15402,15473,20.0,9999.0,0.0
T15512-15574-1,transformer,15512,15574,20.0,9999.0,0.0
T15514-15522-2,transformer,15514,15522,38.0,9999.0,0.0
T15522-15571-2,transformer,15522,15571,20.0,9999.0,0.0
T15534-15542-2,transformer,15534,15542,38.0,9999.0,0.0
T15542-15573-1,transformer,15542,15573,20.0,9999.0,0.0
T15552-15572-1,transformer,15552,15572,20.0,9999.0,0.0
T15704-15702-1,transformer,15704,15702,38.0,9999.0,0.0
T15702-15771-1,transformer,15702,15771,20.0,9999.0,0.0
T15702-15772-1,transformer,15702,15772,20.0,9999.0,0.0
T16361-16371-1,transformer,16361,16371,20.0,9999.0,0.0
T16361-16378-1,transformer,16361,16378,20.0,9999.0,0.0
T16361-16379-1,transformer,16361,16379,20.0,9999.0,0.0
T16362-16372-1,transformer,16362,16372,20.0,9999.0,0.0
T16362-16373-1,transformer,16362,16373,20.0,9999.0,0.0
T16364-16374-1,transformer,16364,16374,20.0,9999.0,0.0
T16365-16375-1,transformer,16365,16375,20.0,9999.0,0.0
T16366-16376-1,transformer,16366,16376,20.0,9999.0,0.0
T16367-16377-1,transformer,16367,16377,20.0,9999.0,0.0
T16384-16382-1,transformer,16384,16382,20.0,9999.0,0.0
T16394-16392-1,transformer,16394,16392,20.0,9999.0,0.0
T16502-16571-1,transformer,16502,16571,20.0,9999.0,0.0
T16502-67083-1,transformer,16502,67083,20.0,9999.0,0.0
T16601-16602-1,transformer,16601,16602,10.0,9999.0,0.0
T16604-16601-1,transformer,16604,16601,38.0,9999.0,0.0
T16602-16671-1,transformer,16602,16671,20.0,9999.0,0.0
T16602-16672-1,transformer,16602,16672,20.0,9999.0,0.0
T16604-16612-1,transformer,16604,16612,38.0,9999.0,0.0
T16604-16622-1,transformer,16604,16622,38.0,9999.0,0.0
T16604-16632-1,transformer,16604,16632,38.0,9999.0,0.0
T16604-16632-2,transformer,16604,16632,38.0,9999.0,0.0
T16604-16642-1,transformer,16604,16642,38.0,9999.0,0.0
T16612-16675-1,transformer,16612,16675,20.0,9999.0,0.0
T16622-16679-1,transformer,16622,16679,20.0,9999.0,0.0
T16632-16670-1,transformer,16632,16670,20.0,9999.0,0.0
T16632-16676-1,transformer,16632,16676,20.0,9999.0,0.0
T16642-16674-1,transformer,16642,16674,20.0,9999.0,0.0
T16703-16771-1,transformer,16703,16771,33.0,9999.0,0.0
T17010-17004-1,transformer,17010,17004,110.0,9999.0,0.0
T17010-17074-1,transformer,17010,17074,110.0,9999.0,0.0
T17044-17012-1,transformer,17044,17012,38.0,9999.0,0.0
T17012-17075-1,transformer,17012,17075,20.0,9999.0,0.0
T17044-17032-1,transformer,17044,17032,38.0,9999.0,0.0
T17032-17077-1,transformer,17032,17077,20.0,9999.0,0.0
T17032-68223-1,transformer,17032,68223,20.0,9999.0,0.0
T17810-17802-2,transformer,17810,17802,110.0,9999.0,0.0
T18010-18004-1,transformer,18010,18004,110.0,9999.0,0.0
T18010-18004-2,transformer,18010,18004,110.0,9999.0,0.0
T18204-18202-1,transformer,18204,18202,38.0,9999.0,0.0
T18202-18271-1,transformer,18202,18271,20.0,9999.0,0.0
T18304-18312-1,transformer,18304,18312,38.0,9999.0,0.0
T18322-18372-1,transformer,18322,18372,20.0,9999.0,0.0
T18404-18412-1,transformer,18404,18412,38.0,9999.0,0.0
T18404-18474-1,transformer,18404,18474,38.0,9999.0,0.0
T18404-18476-1,transformer,18404,18476,38.0,9999.0,0.0
T18412-18471-1,transformer,18412,18471,20.0,9999.0,0.0
T18412-18472-1,transformer,18412,18472,20.0,9999.0,0.0
T18614-18601-1,transformer,18614,18601,38.0,9999.0,0.0
T18614-18601-2,transformer,18614,18601,38.0,9999.0,0.0
T18634-18602-1,transformer,18634,18602,38.0,9999.0,0.0
T18634-18602-2,transformer,18634,18602,38.0,9999.0,0.0
T18624-18611-1,transformer,18624,18611,38.0,9999.0,0.0
T18624-18611-2,transformer,18624,18611,38.0,9999.0,0.0
T18804-18802-1,transformer,18804,18802,38.0,9999.0,0.0
T18834-18812-1,transformer,18834,18812,38.0,9999.0,0.0
T18832-68093-1,transformer,18832,68093,20.0,9999.0,0.0
T19014-19002-1,transformer,19014,19002,38.0,9999.0,0.0
T19002-19087-1,transformer,19002,19087,20.0,9999.0,0.0
T19004-19073-1,transformer,19004,19073,38.0,9999.0,0.0
T19004-19086-1,transformer,19004,19086,38.0,9999.0,0.0
T19014-19071-1,transformer,19014,19071,38.0,9999.0,0.0
T19071-19081-1,transformer,19071,19081,20.0,9999.0,0.0
T19071-19082-1,transformer,19071,19082,20.0,9999.0,0.0
T19072-19083-1,transformer,19072,19083,20.0,9999.0,0.0
T19072-19084-1,transformer,19072,19084,20.0,9999.0,0.0
T19073-19085-1,transformer,19073,19085,20.0,9999.0,0.0
T19312-19371-1,transformer,19312,19371,20.0,9999.0,0.0
T19317-19318-1,transformer,19317,19318,2.0,9999.0,0.0
T19322-19372-1,transformer,19322,19372,20.0,9999.0,0.0
T19702-19771-1,transformer,19702,19771,20.0,9999.0,0.0
T19712-19772-1,transformer,19712,19772,20.0,9999.0,0.0
T19712-19773-1,transformer,19712,19773,20.0,9999.0,0.0
T19902-19971-1,transformer,19902,19971,20.0,9999.0,0.0
T19902-19972-1,transformer,19902,19972,20.0,9999.0,0.0
T19902-19973-1,transformer,19902,19973,20.0,9999.0,0.0
T19902-19974-1,transformer,19902,19974,20.0,9999.0,0.0
T20900-20913-1,transformer,20900,20913,110.0,9999.0,0.0
T20903-67058-1,transformer,20903,67058,33.0,9999.0,0.0
T20913-67062-1,transformer,20913,67062,33.0,9999.0,0.0
T21004-21071-2,transformer,21004,21071,38.0,9999.0,0.0
T21024-21022-1,transformer,21024,21022,38.0,9999.0,0.0
T21103-68092-1,transformer,21103,68092,33.0,9999.0,0.0
T21204-21212-1,transformer,21204,21212,38.0,9999.0,0.0
T21302-21371-1,transformer,21302,21371,20.0,9999.0,0.0
T21404-21481-1,transformer,21404,21481,38.0,9999.0,0.0
T21404-21482-1,transformer,21404,21482,38.0,9999.0,0.0
T21404-21483-1,transformer,21404,21483,38.0,9999.0,0.0
T21414-21412-1,transformer,21414,21412,38.0,9999.0,0.0
T21414-21412-2,transformer,21414,21412,38.0,9999.0,0.0
T21422-68190-1,transformer,21422,68190,20.0,9999.0,0.0
T21614-21601-1,transformer,21614,21601,38.0,9999.0,0.0
T21611-21671-1,transformer,21611,21671,10.0,9999.0,0.0
T21634-21612-1,transformer,21634,21612,38.0,9999.0,0.0
T21624-21641-1,transformer,21624,21641,38.0,9999.0,0.0
T21624-21641-2,transformer,21624,21641,38.0,9999.0,0.0
T21702-21791-1,transformer,21702,21791,20.0,9999.0,0.0
T21864-21801-1,transformer,21864,21801,38.0,9999.0,0.0
T21824-21802-1,transformer,21824,21802,38.0,9999.0,0.0
T21811-21873-1,transformer,21811,21873,10.0,9999.0,0.0
T21812-21871-1,transformer,21812,21871,20.0,9999.0,0.0
T21812-21872-1,transformer,21812,21872,20.0,9999.0,0.0
T21812-68241-1,transformer,21812,68241,20.0,9999.0,0.0
T21824-21821-1,transformer,21824,21821,38.0,9999.0,0.0
T21844-21822-1,transformer,21844,21822,38.0,9999.0,0.0
T21854-68230-1,transformer,21854,68230,38.0,9999.0,0.0
T68313-21874-1,transformer,68313,21874,20.0,9999.0,0.0
T22224-22201-1,transformer,22224,22201,38.0,9999.0,0.0
T22204-22231-1,transformer,22204,22231,38.0,9999.0,0.0
T22208-22282-1,transformer,22208,22282,38.0,9999.0,0.0
T22212-22272-1,transformer,22212,22272,20.0,9999.0,0.0
T22284-22212-1,transformer,22284,22212,38.0,9999.0,0.0
T22244-22215-1,transformer,22244,22215,38.0,9999.0,0.0
T22215-22278-1,transformer,22215,22278,20.0,9999.0,0.0
T22221-22273-1,transformer,22221,22273,10.0,9999.0,0.0
T22234-22232-1,transformer,22234,22232,38.0,9999.0,0.0
T22252-22275-1,transformer,22252,22275,20.0,9999.0,0.0
T22254-22262-1,transformer,22254,22262,38.0,9999.0,0.0
T22262-22274-1,transformer,22262,22274,20.0,9999.0,0.0
T22264-22292-1,transformer,22264,22292,38.0,9999.0,0.0
T22271-22276-1,transformer,22271,22276,20.0,9999.0,0.0
T22302-22371-1,transformer,22302,22371,20.0,9999.0,0.0
T22404-22412-1,transformer,22404,22412,38.0,9999.0,0.0
T22404-22422-1,transformer,22404,22422,38.0,9999.0,0.0
T22404-22432-1,transformer,22404,22432,38.0,9999.0,0.0
T22404-22442-1,transformer,22404,22442,38.0,9999.0,0.0
T22412-22471-2,transformer,22412,22471,20.0,9999.0,0.0
T22422-22472-2,transformer,22422,22472,20.0,9999.0,0.0
T22432-22473-1,transformer,22432,22473,20.0,9999.0,0.0
T22452-22474-1,transformer,22452,22474,20.0,9999.0,0.0
T22610-22671-1,transformer,22610,22671,110.0,9999.0,0.0
T22610-22672-2,transformer,22610,22672,110.0,9999.0,0.0
T22804-22802-1,transformer,22804,22802,38.0,9999.0,0.0
T22802-22871-2,transformer,22802,22871,20.0,9999.0,0.0
T22811-22804-2,transformer,22811,22804,110.0,9999.0,0.0
T22824-22812-1,transformer,22824,22812,38.0,9999.0,0.0
T22812-22872-1,transformer,22812,22872,20.0,9999.0,0.0
T23012-23071-1,transformer,23012,23071,20.0,9999.0,0.0
T23604-23685-1,transformer,23604,23685,38.0,9999.0,0.0
T23610-23684-1,transformer,23610,23684,110.0,9999.0,0.0
T23610-23694-1,transformer,23610,23694,110.0,9999.0,0.0
T23614-23611-1,transformer,23614,23611,38.0,9999.0,0.0
T23614-23611-2,transformer,23614,23611,38.0,9999.0,0.0
T23612-23621-1,transformer,23612,23621,20.0,9999.0,0.0
T23684-23682-1,transformer,23684,23682,20.0,9999.0,0.0
T23694-23692-1,transformer,23694,23692,20.0,9999.0,0.0
T23902-67069-1,transformer,23902,67069,33.0,9999.0,0.0
T24002-67066-1,transformer,24002,67066,20.0,9999.0,0.0
T25614-25602-1,transformer,25614,25602,38.0,9999.0,0.0
T25614-25602-2,transformer,25614,25602,38.0,9999.0,0.0
T26703-26773-1,transformer,26703,26773,20.0,9999.0,0.0
T26704-26732-1,transformer,26704,26732,38.0,9999.0,0.0
T26705-26771-1,transformer,26705,26771,20.0,9999.0,0.0
T26709-26711-1,transformer,26709,26711,20.0,7.5,0.0
T26903-26971-1,transformer,26903,26971,33.0,9999.0,0.0
T27004-27002-1,transformer,27004,27002,38.0,9999.0,0.0
T27002-27071-1,transformer,27002,27071,20.0,9999.0,0.0
T27281-27204-2,transformer,27281,27204,110.0,9999.0,0.0
T27302-27371-1,transformer,27302,27371,20.0,9999.0,0.0
T27302-27372-1,transformer,27302,27372,20.0,9999.0,0.0
T27424-27432-1,transformer,27424,27432,38.0,9999.0,0.0
T27442-27475-1,transformer,27442,27475,20.0,9999.0,0.0
T27702-27774-1,transformer,27702,27774,20.0,9999.0,0.0
T27703-27771-1,transformer,27703,27771,20.0,9999.0,0.0
T27722-27772-1,transformer,27722,27772,20.0,9999.0,0.0
T27722-27773-1,transformer,27722,27773,20.0,9999.0,0.0
T27903-27971-1,transformer,27903,27971,33.0,9999.0,0.0
T28002-28071-2,transformer,28002,28071,22.0,9999.0,0.0
T28204-28202-1,transformer,28204,28202,38.0,9999.0,0.0
T28202-28271-1,transformer,28202,28271,20.0,9999.0,0.0
T28204-28282-1,transformer,28204,28282,38.0,9999.0,0.0
T28411-28402-1,transformer,28411,28402,110.0,9999.0,0.0
T28402-28471-1,transformer,28402,28471,20.0,9999.0,0.0
T28804-28812-1,transformer,28804,28812,38.0,9999.0,0.0
T28810-28824-1,transformer,28810,28824,110.0,9999.0,0.0
T28812-28874-1,transformer,28812,28874,20.0,9999.0,0.0
T28834-28872-1,transformer,28834,28872,38.0,9999.0,0.0
T28834-28873-1,transformer,28834,28873,38.0,9999.0,0.0
T30803-30871-1,transformer,30803,30871,33.0,9999.0,0.0
T31014-31001-1,transformer,31014,31001,38.0,9999.0,0.0
T31014-31001-2,transformer,31014,31001,38.0,9999.0,0.0
T31024-31022-1,transformer,31024,31022,38.0,9999.0,0.0
T31022-68136-1,transformer,31022,68136,20.0,9999.0,0.0
T31202-31272-1,transformer,31202,31272,20.0,9999.0,0.0
T32204-32202-1,transformer,32204,32202,38.0,9999.0,0.0
T32202-32271-2,transformer,32202,32271,20.0,9999.0,0.0
T32204-32272-1,transformer,32204,32272,38.0,9999.0,0.0
T32424-32472-1,transformer,32424,32472,33.0,9999.0,0.0
T32502-32508-1,transformer,32502,32508,20.0,9999.0,0.0
T32564-32502-1,transformer,32564,32502,38.0,9999.0,0.0
T32514-32532-1,transformer,32514,32532,38.0,9999.0,0.0
T32524-32542-1,transformer,32524,32542,38.0,9999.0,0.0
T32532-32576-8,transformer,32532,32576,20.0,9999.0,0.0
T32532-32577-1,transformer,32532,32577,20.0,9999.0,0.0
T33014-33002-2,transformer,33014,33002,38.0,9999.0,0.0
T33002-33071-1,transformer,33002,33071,20.0,9999.0,0.0
T33034-33012-1,transformer,33034,33012,38.0,9999.0,0.0
T33012-33072-1,transformer,33012,33072,20.0,9999.0,0.0
T33902-33971-2,transformer,33902,33971,20.0,9999.0,0.0
T34803-34872-1,transformer,34803,34872,33.0,9999.0,0.0
T34813-34871-1,transformer,34813,34871,33.0,9999.0,0.0
T34904-34971-1,transformer,34904,34971,33.0,9999.0,0.0
T35004-35002-1,transformer,35004,35002,38.0,9999.0,0.0
T35002-35071-2,transformer,35002,35071,20.0,9999.0,0.0
T35103-35171-1,transformer,35103,35171,33.0,9999.0,0.0
T35303-35371-1,transformer,35303,35371,33.0,9999.0,0.0
T35611-35602-1,transformer,35611,35602,110.0,9999.0,0.0
T35602-35671-1,transformer,35602,35671,20.0,9999.0,0.0
T35702-35771-1,transformer,35702,35771,33.0,9999.0,0.0
T35703-35772-1,transformer,35703,35772,33.0,9999.0,0.0
T35804-35802-1,transformer,35804,35802,38.0,9999.0,0.0
T35804-35802-2,transformer,35804,35802,38.0,9999.0,0.0
T35802-35871-1,transformer,35802,35871,20.0,9999.0,0.0
T35802-35872-1,transformer,35802,35872,20.0,9999.0,0.0
T35802-35873-1,transformer,35802,35873,20.0,9999.0,0.0
T35802-35878-1,transformer,35802,35878,20.0,9999.0,0.0
T35802-35879-1,transformer,35802,35879,20.0,9999.0,0.0
T35802-35880-1,transformer,35802,35880,20.0,9999.0,0.0
T35802-64813-1,transformer,35802,64813,20.0,9999.0,0.0
T35804-35813-1,transformer,35804,35813,38.0,9999.0,0.0
T35804-35815-1,transformer,35804,35815,38.0,9999.0,0.0
T35804-35815-2,transformer,35804,35815,38.0,9999.0,0.0
T35804-35832-1,transformer,35804,35832,38.0,9999.0,0.0
T35813-35875-1,transformer,35813,35875,20.0,9999.0,0.0
T35814-35822-1,transformer,35814,35822,38.0,9999.0,0.0
T35815-35877-1,transformer,35815,35877,20.0,9999.0,0.0
T35832-35876-1,transformer,35832,35876,20.0,9999.0,0.0
T35903-35971-1,transformer,35903,35971,33.0,9999.0,0.0
T36210-36202-1,transformer,36210,36202,110.0,9999.0,0.0
T36202-36271-1,transformer,36202,36271,20.0,9999.0,0.0
T36202-36272-1,transformer,36202,36272,20.0,9999.0,0.0
T36203-36273-1,transformer,36203,36273,33.0,9999.0,0.0
T36214-36222-1,transformer,36214,36222,38.0,9999.0,0.0
T36222-67084-1,transformer,36222,67084,20.0,9999.0,0.0
T36411-36402-1,transformer,36411,36402,110.0,9999.0,0.0
T36412-36471-1,transformer,36412,36471,20.0,9999.0,0.0
T36412-68306-1,transformer,36412,68306,20.0,9999.0,0.0
T36422-36476-1,transformer,36422,36476,20.0,9999.0,0.0
T36452-36472-1,transformer,36452,36472,20.0,9999.0,0.0
T36462-36473-1,transformer,36462,36473,20.0,9999.0,0.0
T36462-68307-1,transformer,36462,68307,20.0,9999.0,0.0
T36482-36474-1,transformer,36482,36474,20.0,9999.0,0.0
T36492-36475-1,transformer,36492,36475,20.0,9999.0,0.0
T36492-68323-1,transformer,36492,68323,20.0,9999.0,0.0
T38004-38002-1,transformer,38004,38002,38.0,9999.0,0.0
T38004-38002-2,transformer,38004,38002,38.0,9999.0,0.0
T38002-38071-1,transformer,38002,38071,20.0,9999.0,0.0
T38004-38072-1,transformer,38004,38072,38.0,9999.0,0.0
T38004-38074-1,transformer,38004,38074,38.0,9999.0,0.0
T38214-38201-1,transformer,38214,38201,38.0,9999.0,0.0
T38214-38201-2,transformer,38214,38201,38.0,9999.0,0.0
T38203-38202-1,transformer,38203,38202,38.0,9999.0,0.0
T38202-68175-1,transformer,38202,68175,20.0,9999.0,0.0
T38244-38211-1,transformer,38244,38211,38.0,9999.0,0.0
T38254-38212-1,transformer,38254,38212,38.0,9999.0,0.0
T38212-38271-1,transformer,38212,38271,20.0,9999.0,0.0
T38254-38213-1,transformer,38254,38213,38.0,9999.0,0.0
T38213-38272-1,transformer,38213,38272,20.0,9999.0,0.0
T38215-38273-2,transformer,38215,38273,20.0,9999.0,0.0
T38284-38215-2,transformer,38284,38215,38.0,9999.0,0.0
T38233-38232-1,transformer,38233,38232,38.0,9999.0,0.0
T38232-68294-1,transformer,38232,68294,20.0,9999.0,0.0
T38264-38241-1,transformer,38264,38241,38.0,9999.0,0.0
T38241-68240-1,transformer,38241,68240,10.0,9999.0,0.0
T38242-68265-1,transformer,38242,68265,20.0,9999.0,0.0
T38244-38274-1,transformer,38244,38274,38.0,9999.0,0.0
T38804-38802-1,transformer,38804,38802,38.0,9999.0,0.0
T38804-38802-2,transformer,38804,38802,38.0,9999.0,0.0
T38802-38870-1,transformer,38802,38870,20.0,9999.0,0.0
T38802-38872-1,transformer,38802,38872,20.0,9999.0,0.0
T38903-67044-1,transformer,38903,67044,33.0,9999.0,0.0
T39401-39474-1,transformer,39401,39474,20.0,9999.0,0.0
T40404-40412-1,transformer,40404,40412,38.0,9999.0,0.0
T40412-40471-1,transformer,40412,40471,20.0,9999.0,0.0
T40761-40771-1,transformer,40761,40771,20.0,9999.0,0.0
T40761-40772-2,transformer,40761,40772,20.0,9999.0,0.0
T40761-40773-3,transformer,40761,40773,20.0,9999.0,0.0
T40902-40971-1,transformer,40902,40971,20.0,9999.0,0.0
T40922-40972-1,transformer,40922,40972,20.0,9999.0,0.0
T40932-40973-1,transformer,40932,40973,20.0,9999.0,0.0
T40932-68308-1,transformer,40932,68308,20.0,9999.0,0.0
T42004-42001-1,transformer,42004,42001,38.0,9999.0,0.0
T42014-42011-1,transformer,42014,42011,38.0,9999.0,0.0
T42214-42201-1,transformer,42214,42201,38.0,9999.0,0.0
T42604-42602-2,transformer,42604,42602,38.0,9999.0,0.0
T42602-42672-2,transformer,42602,42672,20.0,9999.0,0.0
T42602-42673-2,transformer,42602,42673,20.0,9999.0,0.0
T42602-42674-1,transformer,42602,42674,20.0,9999.0,0.0
T42602-42675-2,transformer,42602,42675,20.0,9999.0,0.0
T42602-42676-2,transformer,42602,42676,20.0,9999.0,0.0
T42802-42871-1,transformer,42802,42871,20.0,9999.0,0.0
T42802-42872-1,transformer,42802,42872,20.0,9999.0,0.0
T43604-43602-1,transformer,43604,43602,38.0,9999.0,0.0
T43602-43671-1,transformer,43602,43671,20.0,9999.0,0.0
T43724-43712-1,transformer,43724,43712,38.0,9999.0,0.0
T43712-43774-1,transformer,43712,43774,20.0,9999.0,0.0
T43712-68254-1,transformer,43712,68254,20.0,9999.0,0.0
T43714-43722-1,transformer,43714,43722,38.0,9999.0,0.0
T43714-43722-2,transformer,43714,43722,38.0,9999.0,0.0
T43722-43771-1,transformer,43722,43771,20.0,9999.0,0.0
T43722-43771-2,transformer,43722,43771,20.0,9999.0,0.0
T43752-68312-1,transformer,43752,68312,20.0,9999.0,0.0
T43903-43971-1,transformer,43903,43971,33.0,9999.0,0.0
T44011-44071-1,transformer,44011,44071,10.0,9999.0,0.0
T44011-44072-1,transformer,44011,44072,10.0,9999.0,0.0
T44702-44772-1,transformer,44702,44772,20.0,9999.0,0.0
T44834-44811-1,transformer,44834,44811,38.0,9999.0,0.0
T44834-44811-2,transformer,44834,44811,38.0,9999.0,0.0
T44814-44812-1,transformer,44814,44812,38.0,9999.0,0.0
T46511-46503-1,transformer,46511,46503,11.0,9999.0,0.0
T46854-46801-1,transformer,46854,46801,38.0,9999.0,0.0
T46854-46801-2,transformer,46854,46801,38.0,9999.0,0.0
T46844-46802-1,transformer,46844,46802,38.0,9999.0,0.0
T46802-46870-1,transformer,46802,46870,20.0,9999.0,0.0
T46834-46812-1,transformer,46834,46812,38.0,9999.0,0.0
T46812-46874-1,transformer,46812,46874,20.0,9999.0,0.0
T46824-46822-1,transformer,46824,46822,38.0,9999.0,0.0
T46822-46873-1,transformer,46822,46873,20.0,9999.0,0.0
T47014-47002-1,transformer,47014,47002,38.0,9999.0,0.0
T47014-47002-2,transformer,47014,47002,38.0,9999.0,0.0
T47802-47871-1,transformer,47802,47871,20.0,9999.0,0.0
T47802-47873-1,transformer,47802,47873,20.0,9999.0,0.0
T47812-47872-2,transformer,47812,47872,20.0,9999.0,0.0
T49403-49471-1,transformer,49403,49471,33.0,9999.0,0.0
T49514-49502-1,transformer,49514,49502,38.0,9999.0,0.0
T49502-49571-1,transformer,49502,49571,20.0,9999.0,0.0
T49502-68094-1,transformer,49502,68094,20.0,9999.0,0.0
T49502-68108-1,transformer,49502,68108,20.0,9999.0,0.0
T49504-49513-1,transformer,49504,49513,38.0,9999.0,0.0
T49513-49572-2,transformer,49513,49572,20.0,9999.0,0.0
T49602-49608-1,transformer,49602,49608,20.0,9999.0,0.0
T49614-49602-1,transformer,49614,49602,38.0,9999.0,0.0
T49604-49613-1,transformer,49604,49613,38.0,9999.0,0.0
T49604-49683-1,transformer,49604,49683,38.0,9999.0,0.0
T49613-49672-1,transformer,49613,49672,20.0,9999.0,0.0
T49814-49802-1,transformer,49814,49802,38.0,9999.0,0.0
T49812-68101-1,transformer,49812,68101,20.0,9999.0,0.0
T49842-68087-1,transformer,49842,68087,20.0,9999.0,0.0
