bus,bus_name,v_nom,parent,parent_name,x_to_parent,runner_up,runner_up_name,x_to_runner_up,attachments,margin
16602,CUILLALEA,20.0,1661,CASTLEBAR,2.884,,,,1,
16604,CASTLEBAR,38.0,1661,CASTLEBAR,0.4,,,,1,
16612,RAHEEN BAR1,20.0,1661,CASTLEBAR,1.399,,,,1,
16622,LENANAVEA 1,20.0,1661,CASTLEBAR,1.3728,,,,1,
16632,WINDSOR - LE,20.0,1661,CASTLEBAR,1.884,,,,1,
16642,RAHEEN BAR2,20.0,1661,CASTLEBAR,1.0,,,,1,
16670,W_LENENEVEA_,0.4,1661,CASTLEBAR,3.084,,,,1,
16671,W_CUILLALEA1,0.69,1661,CASTLEBAR,4.281000000000001,,,,1,
16672,W_CUILLALEA2,0.69,1661,CASTLEBAR,5.678000000000001,,,,1,
16674,W_RAHEEN_BAR,0.69,1661,CASTLEBAR,1.254,,,,1,
16675,W_RAHEEN_BAR,0.4,1661,CASTLEBAR,2.06,,,,1,
16676,W_LENANAVEA_,0.4,1661,CASTLEBAR,3.884,,,,1,
16679,W_LENENEVA_3,0.69,1661,CASTLEBAR,3.0478,,,,1,
14502,CLOGHRAN,20.0,1451,CLOGHRAN,0.29,,,,1,
16424,CASH,10.5,star:1642-16411-16424-4,star point,0.007499999999999993,,,,1,
81062,HANA6Q,22.0,star:81010-81020-81062-1,star point,0.1523,,,,1,
36421,LODGEWOOD,10.5,star:3642-3641-36421-1,star point,0.0075,,,,1,
32604,HY_KILKENNY,38.0,3261,KILKENNY,0.33,,,,1,
32605,KILKENNY,38.0,3261,KILKENNY,0.3301,,,,1,
16703,KILCUMBER,33.0,1671,KILCUMBER,0.1324,,,,1,
16771,W_BS_CLONCRE,0.69,1671,KILCUMBER,0.1924,,,,1,
18102,CLUTTERLAND,20.0,1811,CLUTTERLAND,0.195,,,,1,
42802,NANGOR,20.0,4281,NANGOR,0.35,,,,1,
42871,NANGOR,0.4,4281,NANGOR,0.943,,,,1,
42872,NANGOR,6.3,4281,NANGOR,1.467,,,,1,
24202,CORKAGH,20.0,2421,CORKAGH,0.136,,,,1,
28804,GLENLARA,38.0,2881,GLENLARA,0.4,,,,1,
28812,TAURBEG,20.0,2881,GLENLARA,0.7330000000000001,,,,1,
28874,W_TAURBEG,0.69,2881,GLENLARA,0.925,,,,1,
16302,CORDERRY,20.0,1631,CORDERRY,0.635,,,,1,
16351,CORDERRY,20.0,1631,CORDERRY,1.5819,,,,1,
16361,CARANNE HILL,20.0,1631,CORDERRY,1.8007,,,,1,
16362,BLACK BANKS,20.0,1631,CORDERRY,1.2476,,,,1,
16366,GEEVAGH,20.0,1631,CORDERRY,1.5162,,,,1,
16371,W_CARANNE_HI,0.69,1631,CORDERRY,3.1977,,,,1,
16372,W_BLACK_BANK,0.69,1631,CORDERRY,2.6445999999999996,,,,1,
16373,W_BLACK_BANK,0.69,1631,CORDERRY,1.9465999999999999,,,,1,
16376,W_GEEVAGH,0.69,1631,CORDERRY,2.6332,,,,1,
16378,W_CARANNE_HI,0.69,1631,CORDERRY,5.1507,,,,1,
16379,W_MONEENATIE,0.69,1631,CORDERRY,3.6757,,,,1,
31001,ROSCREA,10.0,3101,IKERRIN,1.94367,,,,1,
31004,IKERRIN,38.0,3101,IKERRIN,0.336,,,,1,
31014,ROSCREA,38.0,3101,IKERRIN,0.45022,,,,1,
31022,MONAINCHA BO,20.0,3101,IKERRIN,0.7354,,,,1,
31024,MONAINCH,38.0,3101,IKERRIN,0.4354,,,,1,
68136,W_MONAINCH_P,0.69,3101,IKERRIN,0.9144000000000001,,,,1,
14912,DEENES,20.0,1491,DEENES,0.12,,,,1,
14971,PV_DEENES,0.69,1491,DEENES,0.18,,,,1,
39401,MONEYPOINT,20.0,3941,MONEYPOINT,0.317,,,,1,
39474,W_MONEYPOINT,6.6,3941,MONEYPOINT,0.546,,,,1,
28571,WHITEGATE,19.0,2852,GLANAGOW,0.02962,,,,1,
10204,ARDNACRUSHA,38.0,1021,ARDNACRUSHA,0.367,,,,1,
10212,KNOCKASTANA,20.0,1021,ARDNACRUSHA,1.567,,,,1,
10213,MIENVEE,20.0,1021,ARDNACRUSHA,2.767,,,,1,
10275,W_KNOCKAST,0.69,1021,ARDNACRUSHA,2.311,,,,1,
10276,W_MIENVEE,0.69,1021,ARDNACRUSHA,8.356000000000002,,,,1,
44471,HY_POLLG1_4,10.5,4441,POLLAPHUCA,0.4,,,,1,
21004,DUNDALK,38.0,2101,DUNDALK,0.355,,,,1,
21014,BUSH,38.0,2101,DUNDALK,0.8946999999999999,,,,1,
21022,JENKINSTOWN,20.0,2101,DUNDALK,1.38593,,,,1,
21024,JENKINSTOWN,38.0,2101,DUNDALK,0.7201,,,,1,
21034,CASTLEBLANEY,38.0,2101,DUNDALK,0.5449999999999999,,,,1,
21071,W_DUNDALK,0.69,2101,DUNDALK,5.944000000000001,,,,1,
68404,W_GROVE HILL,38.0,2101,DUNDALK,0.7247,,,,1,
15103,CLOGHBOOLA,33.0,1511,CLOGHBOOLA,0.104999,,,,1,
15171,W_CLOGHBOOLA,0.69,1511,CLOGHBOOLA,0.261999,,,,1,
12502,BOOLTIAGH,20.0,1251,BOOLTIAGH,0.39,,,,1,
12571,W_BOOLTIAGH,0.69,1251,BOOLTIAGH,0.663,,,,1,
12572,W_BOOLTIAGH_,0.4,1251,BOOLTIAGH,0.862,,,,1,
73031,BELN3A,33.0,73011,BELN1A,0.2461,73012,BELN1B,0.2462,2,1.0004063388866313
73032,BELN3B,33.0,73012,BELN1B,0.2461,73011,BELN1A,0.2462,2,1.0004063388866313
78030,DUNM3-,33.0,73012,BELN1B,0.25842000000000004,73011,BELN1A,0.25852,2,1.000386966953022
89030,SKEG3-,33.0,73011,BELN1A,0.25672,73012,BELN1B,0.25674,2,1.0000779058896854
49802,MANORHAMILTO,20.0,4981,SLIGO,1.71923,,,,1,
49804,HY_SLIGO,38.0,4981,SLIGO,0.342,,,,1,
49812,FAUGHARY,20.0,4981,SLIGO,2.49803,,,,1,
49814,SLIGO38B,38.0,4981,SLIGO,1.0534000000000001,,,,1,
49832,MANORHAMILTO,20.0,4981,SLIGO,1.93803,,,,1,
49842,CARRIC PH1,20.0,4981,SLIGO,2.29683,,,,1,
68087,W_CARRICKEEN,0.4,4981,SLIGO,2.9438299999999997,,,,1,
68101,W_FAUGHA_PH1,0.4,4981,SLIGO,3.0650299999999997,,,,1,
36001,LIBERTY STRE,10.0,3601,LIBERTY ST,0.496,3611,LIBERTY ST,1.0,2,2.0161290322580645
35702,DERRYCARNEY,33.0,3571,DERRYCARNEY,0.2231,,,,1,
35771,BS_DERRYCARN,0.4,3571,DERRYCARNEY,0.2764,,,,1,
74030,CARN3-,33.0,74011,CARN1A,0.248,74012,CARN1B,0.248,3,1.0
74090,RENEW_CA,33.0,74011,CARN1A,0.2481,74012,CARN1B,0.2481,3,1.0
74091,WIND_CNH,33.0,74011,CARN1A,0.3641,74012,CARN1B,0.3641,3,1.0
80531,GLEN3-,33.0,74011,CARN1A,0.2688,74012,CARN1B,0.2688,3,1.0
80532,GLEN3B,33.0,74011,CARN1A,0.2687,74012,CARN1B,0.2687,3,1.0
80540,PV_SEAL,33.0,74011,CARN1A,0.2688,74012,CARN1B,0.2688,3,1.0
38802,MACROOM,20.0,3881,MACROOM,0.7330000000000001,,,,1,
38804,MACROOM,38.0,3881,MACROOM,0.4,,,,1,
38870,W_BAWNMORE,0.4,3881,MACROOM,0.9490000000000001,,,,1,
38872,PV_KNOCKGLAS,0.4,3881,MACROOM,1.3279999999999998,,,,1,
11202,ARKLOW BAY,20.0,1121,ARKLOW,0.738,,,,1,
11204,BIO_ARKLOW,38.0,1121,ARKLOW,0.338,,,,1,
11212,BALLYCUM 20,20.0,1121,ARKLOW,1.67948,,,,1,
11224,RAHEENLE,38.0,1121,ARKLOW,0.5562,,,,1,
11234,KILMAGIG,38.0,1121,ARKLOW,0.50088,,,,1,
11242,RAHEEN 20,20.0,1121,ARKLOW,0.7781,,,,1,
11244,BALLYCUMMER,38.0,1121,ARKLOW,0.6794800000000001,,,,1,
11252,RATHDRUM,20.0,1121,ARKLOW,2.32833,,,,1,
11254,RATHDRUM,38.0,1121,ARKLOW,0.8348800000000001,,,,1,
11271,W_ARKLOWB,3.3,1121,ARKLOW,0.988,,,,1,
67045,W_RAHEENLE_P,0.66,1121,ARKLOW,0.9151,,,,1,
68209,W_BALLYCUM_P,0.4,1121,ARKLOW,1.97448,,,,1,
52404,TAWNAGHMORE,38.0,5241,TAWNAGHMORE,0.4,,,,1,
52414,TAWNAGHMORE,38.0,5241,TAWNAGHMORE,0.4031,,,,1,
67059,W_BS_KILLALA,20.0,5241,TAWNAGHMORE,0.7361,,,,1,
18202,CLOON2,20.0,1821,CLOON,1.81999,,,,1,
18204,CLOON,38.0,1821,CLOON,0.336,,,,1,
18271,W_CLOONLUSK,0.69,1821,CLOON,2.9379899999999997,,,,1,
37601,MACE ESB,10.0,3761,MACETOWN,0.577,,,,1,
52201,KILKEE 10,10.0,5221,TULLABRACK,2.6316699999999997,,,,1,
52202,TULLAWF 20,20.0,5221,TULLABRACK,1.3719999999999999,,,,1,
52204,TULABRACK,38.0,5221,TULLABRACK,0.7,,,,1,
52211,CARROWNA 10,10.0,5221,TULLABRACK,5.256670000000001,,,,1,
52212,MOANMORE,20.0,5221,TULLABRACK,1.5,,,,1,
52214,TULLAWF 38,38.0,5221,TULLABRACK,0.7061999999999999,,,,1,
52224,KILRUSH 38,38.0,5221,TULLABRACK,0.78687,,,,1,
52232,WESTWAVE KIL,20.0,5221,TULLABRACK,1.634,,,,1,
52234,KILKEE 38,38.0,5221,TULLABRACK,1.13167,,,,1,
52271,W_MOANMORE,0.4,5221,TULLABRACK,1.8699999999999999,,,,1,
68128,W_CARROWNA_P,20.0,5221,TULLABRACK,6.208970000000001,,,,1,
68311,W_TULLABRA_P,20.0,5221,TULLABRACK,1.7800999999999998,,,,1,
49502,LEITIR G,20.0,4951,SALTHILL,0.7384,,,,1,
49504,SALTHILL,38.0,4951,SALTHILL,0.3677,,,,1,
49513,INVERIN,20.0,4951,SALTHILL,2.7677,,,,1,
49514,LEITIR G,38.0,4951,SALTHILL,0.4384,,,,1,
49571,W_LEITIR_G,0.4,4951,SALTHILL,0.9813999999999999,,,,1,
49572,W_INVERIN,0.69,4951,SALTHILL,4.2827,,,,1,
68094,W_LEITIR_PH1,0.4,4951,SALTHILL,1.1354000000000002,,,,1,
68108,W_LEALET_PH1,0.4,4951,SALTHILL,1.4464000000000001,,,,1,
17302,CROMCASTLE,20.0,1711,CROMCASTLE,1.1,1731,CROMCASTLE,1.1,2,1.0
31271,DUBLIN_BAY_P,21.0,3122,IRISHTOWN,0.0375,,,,1,
14402,ENNISKEANE,20.0,1441,BANDON,1.76,,,,1,
14404,HY_BANDON,38.0,1441,BANDON,0.336,,,,1,
14405,BANDON,38.0,1441,BANDON,0.3361,,,,1,
14412,KILVINAN PH1,20.0,1441,BANDON,2.5524,,,,1,
14414,ENNISKEANE,38.0,1441,BANDON,0.76,,,,1,
14471,W_KILVINAN,0.69,1441,BANDON,4.5734,,,,1,
14472,W_KILVINAN_G,0.69,1441,BANDON,9.2524,,,,1,
14474,W_GARRANEREA,0.69,1441,BANDON,2.4819999999999998,,,,1,
14486,FINNIS,20.0,1441,BANDON,0.8360000000000001,,,,1,
22802,MACE UPPER,20.0,22811,DALTON_A2,1.334,,,,1,
22804,HY_DALTON,38.0,22811,DALTON_A2,0.4,,,,1,
22871,W_MACEUPP,0.4,22811,DALTON_A2,3.5380000000000003,,,,1,
54503,ROSSPILE,33.0,5451,ROSSPILE,0.183,,,,1,
54571,PV_ROSSPILE,0.4,5451,ROSSPILE,0.366,,,,1,
55201,WOLFE TONE,10.0,5521,WOLFE TONE,0.4,,,,1,
32202,PLUCKANE,20.0,3221,KILBARRY,1.839,,,,1,
32204,KILBARRY,38.0,3221,KILBARRY,0.355,,,,1,
32271,W_PLUCKANE,0.4,3221,KILBARRY,8.45,,,,1,
32272,PV_COOLYDUFF,0.4,3221,KILBARRY,2.255,,,,1,
13001,BALLYBEG,10.0,1301,BALLYBEG,0.496,,,,1,
13011,PV_BALLYNAGR,10.0,1301,BALLYBEG,0.4961,,,,1,
13023,BALLYNAGRAN2,10.0,1301,BALLYBEG,0.4962,,,,1,
13082,BALLINACLOUG,20.0,1301,BALLYBEG,1.296,,,,1,
68536,BALLYNAGRAN_,0.69,1301,BALLYBEG,3.3531000000000004,,,,1,
68537,BALLYNAGRAN_,0.69,1301,BALLYBEG,1.9252,,,,1,
15502,BOGGERAGH,20.0,1551,BOGGERAGH,0.2,,,,1,
15512,BOGGERAG PH2,20.0,1551,BOGGERAGH,0.2001,,,,1,
15574,W_BOGGERAG,1.0,1551,BOGGERAGH,0.3631,,,,1,
36203,LISHEEN,33.0,3621,LISHEEN,0.1,,,,1,
36273,W_LISHEEN,20.0,3621,LISHEEN,0.2,,,,1,
84030,LISB3-,33.0,84011,LISB1A,0.254,84012,LISB1B,0.2569,2,1.0114173228346457
84090,RENEW_LI,33.0,84011,LISB1A,0.2544,84012,LISB1B,0.25730000000000003,2,1.0113993710691824
84095,PV_BALIN ROA,33.0,84011,LISB1A,0.2869,84012,LISB1B,0.2898,2,1.0101080515859184
84096,PV_LOUGH ROA,33.0,84011,LISB1A,0.3593,84012,LISB1B,0.3622,2,1.0080712496521014
84097,PV_MAG ROAD,33.0,84011,LISB1A,0.4194,84012,LISB1B,0.4223,2,1.0069146399618503
21204,DRUMLINE,38.0,2121,DRUMLINE,0.3979,,,,1,
21212,DRUMLINE,20.0,2121,DRUMLINE,1.1979,,,,1,
21222,DRUMLINE,20.0,2121,DRUMLINE,1.2767,,,,1,
50301,STEPHENSTOWN,10.0,5031,STEPHENSTOWN,1.1,,,,1,
50371,BS_GARDNERSH,0.4,5031,STEPHENSTOWN,1.1600000000000001,,,,1,
40404,MOY,38.0,4041,MOY,0.33,,,,1,
40412,LACKAN 20,20.0,4041,MOY,1.53,,,,1,
40471,W_LACKAN,0.4,4041,MOY,2.323,,,,1,
87930,RASHARK1,33.0,87900,RASHARK1,0.2461,,,,1,
87991,PV_BANN ROAD,33.0,87900,RASHARK1,0.26780000000000004,,,,1,
87992,WIND_ALVN,33.0,87900,RASHARK1,0.5351,,,,1,
87993,WIND_GLEN,33.0,87900,RASHARK1,0.31880000000000003,,,,1,
87994,WIND_LM,33.0,87900,RASHARK1,0.3018,,,,1,
87995,PV_FIN ROAD,33.0,87900,RASHARK1,0.3331,,,,1,
38601,MILLTOWN,10.0,3861,MILLTOWN,1.0,,,,1,
15552,BOGGERAGH2,20.0,1551,BOGGERAGH,0.2,,,,1,
15572,W_BOGGERAGH_,0.4,1551,BOGGERAGH,0.29900000000000004,,,,1,
13,M_R,38.0,4651,RINGSEND,0.3058,3861,MILLTOWN,0.32091,2,1.0494113799869194
39601,MARINA,10.0,3961,MARINA,0.496,,,,1,
32822,KLON,10.5,star:3282-3281-32822-2,star point,0.007499999999999993,,,,1,
76031,CREG3A,33.0,76011,CREG1A,0.1953,76012,CREG1B,0.1967,2,1.007168458781362
86030,MOUN3A,33.0,76011,CREG1A,0.2072,76012,CREG1B,0.2086,2,1.0067567567567568
18101,DARNDALE,20.0,1810,DARNDALE,0.189,,,,1,
15702,ARDNAGAPPARY,20.0,1571,ARDNAGAPPARY,1.333997,,,,1,
15704,ARDNAGAPPARY,38.0,1571,ARDNAGAPPARY,0.4,,,,1,
15771,W_CRONALAGHT,0.69,1571,ARDNAGAPPARY,3.8339969999999997,,,,1,
15772,W_CRONALAGHT,0.69,1571,ARDNAGAPPARY,3.000997,,,,1,
68260,W_CRONALAG_P,20.0,1571,ARDNAGAPPARY,1.640297,,,,1,
16502,CLAHANE,20.0,1651,CLAHANE,0.3057,,,,1,
16571,W_CLAHANE,0.4,1651,CLAHANE,0.43470000000000003,,,,1,
67083,W_CLAHANE_PH,0.4,1651,CLAHANE,0.7027000000000001,,,,1,
51922,CROAGHONAGH,33.0,51911,CROAGHONAGH,0.19,,,,1,
51972,W_CROAGHONAG,0.69,51911,CROAGHONAGH,0.36,,,,1,
13302,BLUNDELSTOWN,20.0,1331,BLUNDELSTOWN,0.4,,,,1,
23604,ENNIS,38.0,2361,ENNIS,0.4,,,,1,
23611,ENNIS NRTH,10.0,2361,ENNIS,1.9162,,,,1,
23612,COROFIN,20.0,2361,ENNIS,9.5163,,,,1,
23614,ENNIS NRTH,38.0,2361,ENNIS,0.4228,,,,1,
23621,COROFIN,10.0,2361,ENNIS,1.9163000000000001,,,,1,
23685,LISSANE WEST,20.0,2361,ENNIS,1.6,,,,1,
22812,LISDUFF,20.0,2281,DALTON_A1,0.6393,,,,1,
22814,DALTON,38.0,2281,DALTON_A1,0.338,,,,1,
22824,DALTON,38.0,2281,DALTON_A1,0.4171,,,,1,
22872,W_MAGHERAMOR,0.69,2281,DALTON_A1,0.7593000000000001,,,,1,
28814,W_HEMSBROOK,38.0,28810,GLENLARA,0.578,,,,1,
28824,GLENLARA W,38.0,28810,GLENLARA,0.35,,,,1,
28834,GLENLARA,38.0,28810,GLENLARA,0.47159999999999996,,,,1,
28872,W_DROMDEEVEE,0.69,28810,GLENLARA,0.8335999999999999,,,,1,
28873,W_DROMDEVEEN,0.69,28810,GLENLARA,0.7436,,,,1,
27404,GREAT ISLAND,38.0,2741,GREAT ISLAND,0.4,,,,1,
27414,BALLYGOWNEY,38.0,2741,GREAT ISLAND,0.5988,,,,1,
27424,BEALISTOWN,38.0,2741,GREAT ISLAND,0.6444000000000001,,,,1,
27432,BEALISTOWN,20.0,2741,GREAT ISLAND,1.4444,,,,1,
27442,BEALISTOWN,20.0,2741,GREAT ISLAND,1.5581999999999998,,,,1,
27475,PV_BALLYCULL,0.4,2741,GREAT ISLAND,2.4632,,,,1,
10271,HY_ARDNG1,10.5,1021,ARDNACRUSHA,0.3327,,,,1,
17004,HY_CATH FALL,38.0,17010,CATH FALL,0.386,,,,1,
69197,W_ACRES,38.0,17010,CATH FALL,0.43470000000000003,,,,1,
18802,CHARLEVILLE,20.0,1881,CHARLEVILLE,1.334,,,,1,
18804,CHARLEVILLE,38.0,1881,CHARLEVILLE,0.4,,,,1,
18812,MILFORD,20.0,1881,CHARLEVILLE,1.6273,,,,1,
18832,KILMEEDY,20.0,1881,CHARLEVILLE,2.4849,,,,1,
18834,MILFORD,38.0,1881,CHARLEVILLE,0.6933,,,,1,
68093,W_KILMEEDY_P,0.4,1881,CHARLEVILLE,3.3469,,,,1,
68115,W_RATHNACALL,20.0,1881,CHARLEVILLE,1.3466,,,,1,
68123,W_BOOLARD,20.0,1881,CHARLEVILLE,1.5178000000000003,,,,1,
68303,W_KILBEREH_P,20.0,1881,CHARLEVILLE,2.3449,,,,1,
49912,SORNE HILL 3,20.0,4991,SORNE HILL,0.73,,,,1,
49932,FLUGHLAND,20.0,4991,SORNE HILL,0.7301,,,,1,
49942,MEENKEERAGH,20.0,4991,SORNE HILL,0.7301,,,,1,
49952,GLACKMORE HI,20.0,4991,SORNE HILL,0.7301,,,,1,
49962,THREE TREES,20.0,4991,SORNE HILL,0.8177,,,,1,
49972,W_SINGLE_TUR,0.4,4991,SORNE HILL,3.1486,,,,1,
49974,W_THREETR,0.4,4991,SORNE HILL,2.0077,,,,1,
49975,W_MEENKEER,0.4,4991,SORNE HILL,1.9201,,,,1,
49976,W_FLUGHLAND,0.4,4991,SORNE HILL,1.3251,,,,1,
49977,W_GLACKMORE_,0.69,4991,SORNE HILL,3.1101,,,,1,
49978,W_GLACKMORE_,0.69,4991,SORNE HILL,3.1102000000000003,,,,1,
49979,W_GLACKMORE_,0.69,4991,SORNE HILL,3.1102000000000003,,,,1,
49982,SINGLE TURBI,20.0,4991,SORNE HILL,0.7686,,,,1,
49992,W_CORVIN,0.4,4991,SORNE HILL,4.2490000000000006,,,,1,
49994,CORVIN,20.0,4991,SORNE HILL,1.885,,,,1,
13601,BALLYDINE,10.0,1361,BALLYDINE,1.041,,,,1,
50421,SRANANAGH,10.5,star:5042-5041-50421-1,star point,0.0075,,,,1,
36402,LODGEWOOD 1,20.0,36411,CRORY,0.31,,,,1,
36412,BALLYCADDEN,20.0,36411,CRORY,0.4413,,,,1,
36422,GILBEET 20,20.0,36411,CRORY,0.48260000000000003,,,,1,
36432,BALLYNA MIDD,20.0,36411,CRORY,0.61,,,,1,
36442,KENNYSTOWN,20.0,36411,CRORY,0.4597,,,,1,
36452,BALLYNA 20,20.0,36411,CRORY,0.75875,,,,1,
36462,KNOCHNA 20,20.0,36411,CRORY,0.63,,,,1,
36471,W_BALLYCA_20,0.4,36411,CRORY,0.7813000000000001,,,,1,
36472,W_BALLYNANCO,0.4,36411,CRORY,1.94875,,,,1,
36473,W_KNOCKNALOU,0.4,36411,CRORY,1.82,,,,1,
36474,W_BALLAMAN,1.0,36411,CRORY,2.1235,,,,1,
36475,W_BALLYDUFF,0.4,36411,CRORY,1.7718,,,,1,
36476,W_GILBBET_HI,0.66,36411,CRORY,0.8366,,,,1,
36482,BALLAMAN 20,20.0,36411,CRORY,0.47550000000000003,,,,1,
36492,BALLYDUFF 20,20.0,36411,CRORY,0.5818,,,,1,
68306,W_BALLYCADDA,0.4,36411,CRORY,1.0363,,,,1,
68307,W_KNOCKNALOU,0.4,36411,CRORY,1.82,,,,1,
68323,W_BALLYDUF_P,0.69,36411,CRORY,9.536800000000001,,,,1,
42201,ATHBOY,10.0,4221,NAVAN,1.832,,,,1,
42204,HY_NAVAN,38.0,4221,NAVAN,0.355,,,,1,
42214,ATHBOY,38.0,4221,NAVAN,0.898,,,,1,
42224,J28,38.0,4221,NAVAN,0.49139999999999995,,,,1,
42234,KELLS,38.0,4221,NAVAN,0.6841999999999999,,,,1,
42244,KELLS,38.0,4221,NAVAN,0.8471,,,,1,
68554,BIO_FARRELLY,38.0,4221,NAVAN,0.8743,,,,1,
16873,HY_CDRDG3,10.5,1681,CARRIGADROHI,0.78788,,,,1,
34723,CASTLEBAGOT,10.5,star:3472-3471-34723-3,star point,0.0075,,,,1,
27801,GALWAY,10.0,2781,GALWAY,0.496,,,,1,
14001,BELLACORICK,10.0,1401,BELLACORICK,2.64235,,,,1,
14004,BELLACORICK,38.0,1401,BELLACORICK,0.4,,,,1,
14006,BUNNAHOW10,10.0,1401,BELLACORICK,4.462350000000001,,,,1,
14024,BELLACORICK,38.0,1401,BELLACORICK,0.6982,,,,1,
14034,BELMULLET,38.0,1401,BELLACORICK,1.1489,,,,1,
68143,W_BUNNAHOW_P,0.69,1401,BELLACORICK,6.5203500000000005,,,,1,
13604,BALLYDINE,38.0,1361,BALLYDINE,0.3059,,,,1,
13611,DOWLEY,10.0,1361,BALLYDINE,1.79935,,,,1,
68546,BIO_R_&_L_DO,2.0,1361,BALLYDINE,4.656350000000001,,,,1,
46503,DUBLIN_WASTE,3.3,6371,WHITEBANK,0.6204000000000001,,,,1,
46511,DUBLIN_WASTE,11.0,6371,WHITEBANK,0.0894,,,,1,
22404,DALLOW,38.0,2241,DALLOW,0.389,,,,1,
22412,SKEHANAG,20.0,2241,DALLOW,2.7889999999999997,,,,1,
22422,CARRIG,20.0,2241,DALLOW,2.7889999999999997,,,,1,
22432,LEABEG,20.0,2241,DALLOW,1.873,,,,1,
22442,MEENWAUN,20.0,2241,DALLOW,1.189,,,,1,
22452,MEENWAUN,20.0,2241,DALLOW,1.3728,,,,1,
22471,W_CARRIG,0.69,2241,DALLOW,4.652,,,,1,
22472,W_SKEHANAG,0.69,2241,DALLOW,3.907,,,,1,
22473,W_LEABEG,0.69,2241,DALLOW,2.9910000000000005,,,,1,
22474,W_MEENWAUN,0.69,2241,DALLOW,1.8528,,,,1,
52722,CAPPAGH WHIT,20.0,5274,CAUTEEN,0.5604,,,,1,
52724,CAUTEEN,38.0,5274,CAUTEEN,0.338,,,,1,
52764,CAPPAG WHIT,38.0,5274,CAUTEEN,0.40640000000000004,,,,1,
52771,W_CAPPAGH_WH,0.69,5274,CAUTEEN,0.6527000000000001,,,,1,
17073,HY_CATHG3,10.5,1701,CATH_FALL,0.322,,,,1,
33801,KINNEGAD,6.0,3381,KINNEGAD,0.84,,,,1,
10401,BS_AGHADA,10.0,1041,AGHADA,0.64,,,,1,
36202,LISHEEN,20.0,36210,LISHEEN,0.21,,,,1,
36271,W_LISH-1,0.69,36210,LISHEEN,0.41100000000000003,,,,1,
36272,W_LISH-1A,0.65,36210,LISHEEN,0.511,,,,1,
32502,REAMORE,20.0,3251,REAMORE,0.5946,,,,1,
32508,W_KNOCKNAGOU,0.69,3251,REAMORE,0.7116,,,,1,
32554,REAMORE,38.0,3251,REAMORE,0.355,,,,1,
32564,KNOCKNAGOUM,38.0,3251,REAMORE,0.3626,,,,1,
21702,KNOCKALOUGH,20.0,2171,KNOCKALOUGH,0.33,,,,1,
21791,W_KNOCKALOUG,0.69,2171,KNOCKALOUGH,0.53,,,,1,
14401,BANDON,10.0,1441,BANDON,0.496,,,,1,
76532,DONE3N,33.0,76511,DONE1C,0.2403,76512,DONE1B,0.3658,2,1.5222638368705783
76533,DONE3BS,33.0,76511,DONE1C,0.24130000000000001,76512,DONE1B,0.3668,2,1.5200994612515542
23692,W_KNOCKALASS,0.69,23610,SLIEVECALLAN,0.49,,,,1,
23694,SLIEVECALLAN,20.0,23610,SLIEVECALLAN,0.3,,,,1,
50004,SOMERSET,38.0,5001,SOMERSET,0.4,,,,1,
50012,SOMERSET 20,20.0,5001,SOMERSET,2.3004,,,,1,
50014,SONNAGHOLD,38.0,5001,SOMERSET,1.1004,,,,1,
50022,SOMERSET,20.0,5001,SOMERSET,1.7604000000000002,,,,1,
50032,LISBEG,20.0,5001,SOMERSET,2.0886,,,,1,
50071,W_SONNAGH,0.69,5001,SOMERSET,2.9213999999999998,,,,1,
27712,GARROW,20.0,2771,GARROW,1.1,,,,1,
27722,GARROW,20.0,2771,GARROW,1.3276000000000001,,,,1,
27772,W_CAHERDOWNE,0.4,2771,GARROW,1.9226,,,,1,
27773,W_CLYDAGHROE,0.4,2771,GARROW,2.5176,,,,1,
84430,LSMR3-,33.0,84412,LSMR1B,0.2533,84411,LSMR1A,0.254,2,1.002763521515989
84490,RENEW_LS,33.0,84412,LSMR1B,0.2534,84411,LSMR1A,0.2541,2,1.0027624309392265
84491,WIND_CUR,33.0,84412,LSMR1B,0.5034000000000001,84411,LSMR1A,0.5041,2,1.0013905442987683
75516,GEN_COOL,15.8,75520,COOLKEER,0.05187,,,,1,
39423,MNYPT,10.5,star:3940-3941-39423-1,star point,0.0075,,,,1,
27421,GISL,10.5,star:2742-2741-27421-1,star point,0.007499999999999993,,,,1,
37602,MACE IBM,20.0,3761,MACETOWN,0.5,,,,1,
18701,COLLEGE PARK,10.0,1871,COLLEGE PARK,0.945,,,,1,
27002,COUNTRY CRES,20.0,2701,GLASMORE,1.2890000000000001,,,,1,
27004,GLASMORE,38.0,2701,GLASMORE,0.355,,,,1,
27071,W_COUNTRY_CR,0.4,2701,GLASMORE,7.9,,,,1,
68566,KEELINGS_CHP,38.0,2701,GLASMORE,0.35509999999999997,,,,1,
25621,FING1,10.5,star:2562-2561-25621-1,star point,0.0075,,,,1,
51422,TARB,10.5,star:5142-51410-51422-2,star point,0.007500000000000003,,,,1,
35002,SKRINE,20.0,3501,LANESBORO_A1,1.334,,,,1,
35004,LANESBORO,38.0,3501,LANESBORO_A1,0.4,,,,1,
35071,W_SKRINE,0.4,3501,LANESBORO_A1,2.524,,,,1,
32504,REAMORE,38.0,3251,REAMORE,0.355,,,,1,
32514,REAMORE38B,38.0,3251,REAMORE,0.36669999999999997,,,,1,
32524,MUINGATLAUNL,38.0,3251,REAMORE,0.4835,,,,1,
