,32508-XX,54571-1,55074-1,70390-DP,71093-BR,84095-BA,84096-LR,84097-MR,90540-LH,87991-BR,87995-FR
122,0.8999906752104173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.8992357265843673,0.005722241047718435,0.009623048775127487,0.010653869569055613,0.008875302108105668,0.02006344868081209,0.02006344868081209,0.02006344868081209,0.02232564201025629,0.008875302108105668,0.008875302108105668
124,0.8960476237895709,0.027925218904554124,0.0317819737392149,0.04183075604518259,0.03542691348851643,0.08747221066328223,0.08747221066328223,0.08747221066328223,0.08979606723403458,0.03542691348851643,0.03542691348851643
125,0.8691971231441443,0.047005599222030424,0.07010766809615569,0.07061591052994132,0.07572922760166619,0.20893373378977464,0.20893373378977464,0.20893373378977464,0.22534465699693815,0.07572922760166619,0.07572922760166619
126,0.8208198835531594,0.07281657278646697,0.12884579783930633,0.07348550348110676,0.07555586577510379,0.23160224890144104,0.23160224890144104,0.23160224890144104,0.1976217054700877,0.07555586577510379,0.07555586577510379
127,0.8409169734039695,0.05459007094256551,0.11265473881790487,0.04303312865400709,0.0469211706784783,0.10618869346210126,0.10618869346210126,0.10618869346210126,0.11037988278598507,0.0469211706784783,0.0469211706784783
128,0.6801961705404087,0.03583544299015618,0.07846882741957559,0.045955454916117036,0.04319702357842235,0.10786928529290193,0.10786928529290193,0.10786928529290193,0.12022921660987375,0.04319702357842235,0.04319702357842235
129,0.8022349670232237,0.022807022003568704,0.06543965948058672,0.03429720527373239,0.02582014997421982,0.0702490206639853,0.0702490206639853,0.0702490206639853,0.1267355934356728,0.02582014997421982,0.02582014997421982
130,0.7590162744151141,0.01870004080230884,0.04533100900487699,0.00790978977960672,0.006003708068242232,0.027471591917669878,0.027471591917669878,0.027471591917669878,0.032611891984076435,0.006003708068242232,0.006003708068242232
131,0.8953180877715269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.8990756050998189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.89904861580485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.8881763110301438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
