name,bus,control,p_nom,p_min_pu,q_set,sign,carrier,marginal_cost,psse_bus,psse_bus_name,aggregated,p_set_tytfs
shed 83510,83510,PQ,33.105000000000004,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 84011,84011,PQ,96.53999999999999,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 84412,84412,PQ,57.19500000000001,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 84511,84511,PQ,56.985,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 86312,86312,PQ,61.59,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 86512,86512,PQ,110.83500000000001,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 87510,87510,PQ,84.99,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 88012,88012,PQ,78.345,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 88512,88512,PQ,50.80499999999999,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 89311,89311,PQ,49.425000000000004,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 89510,89510,PQ,60.705,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 90511,90511,PQ,97.47,0.0,0.0,1.0,load shedding,10000.0,,,,
