group_id,region,group_name,context,station,pdf_page
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Macroom,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Cauteen,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Midleton,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Coomagearlaghy,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Thurles,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Coomataggart,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Woodhouse,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Dunmanway,60
ROI-SE/3,ROI-SE,South East Constraint Group 3 (Outage Driven): Thornsberry to Derryiron Flows,intact,Mount Lucas,61
ROI-SE/3,ROI-SE,South East Constraint Group 3 (Outage Driven): Thornsberry to Derryiron Flows,intact,Kilcumber,61
ROI-SE/4,ROI-SE,South East Constraint Group 4 (Outage Driven): Crane to Wexford Flows,intact,Ballywater,62
ROI-SE/4,ROI-SE,South East Constraint Group 4 (Outage Driven): Crane to Wexford Flows,intact,Crory,62
ROI-SE/4,ROI-SE,South East Constraint Group 4 (Outage Driven): Crane to Wexford Flows,intact,Banoge,62
ROI-SE/4,ROI-SE,South East Constraint Group 4 (Outage Driven): Crane to Wexford Flows,intact,Crane,62
ROI-SE/4,ROI-SE,South East Constraint Group 4 (Outage Driven): Crane to Wexford Flows,intact,Castledockrell,62
ROI-SE/4,ROI-SE,South East Constraint Group 4 (Outage Driven): Crane to Wexford Flows,intact,Gallanstown,62
ROI-SE/4,ROI-SE,South East Constraint Group 4 (Outage Driven): Crane to Wexford Flows,intact,Garballagh,62
ROI-NE/1,ROI-NE,North East Constraint Group 1: Ratrussan to Louth Flows,intact,Ratrussan,63
ROI-NE/1,ROI-NE,North East Constraint Group 1: Ratrussan to Louth Flows,intact,Shankill,63
ROI-NE/2,ROI-NE,North East Constraint Group 2: Platin to Drybridge Flows,intact,Garballagh,64
ROI-NE/2,ROI-NE,North East Constraint Group 2: Platin to Drybridge Flows,intact,Gallanstown,64
NI/4,NI,Constraint group number 4 – All NI,all-generation,,10
ROI-ALL/1,ROI-ALL,Constraint group number 1 – All IE,all-generation,,65
