group_id,region,group_name,context,station,pdf_page
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,intact,Glenlara,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,intact,Uggool,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Ardnacrusha,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Glenree,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Ardnagappary,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Ikerrin,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Athea,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Kill Hill,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Ballylickey,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Kilpaddoge,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Bandon,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Knockacummer,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Barrymore,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Knockalough,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Binbane,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Knockearagh,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Boggeragh,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Lenalea,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Booltiagh,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Lisheen,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Buffy,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Macroom,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Carrigdangan,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Meentycat,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Castlebar,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Midleton,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Cathaleen's Fall,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Moneypoint,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Cauteen,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Moy,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Charleville,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Mulreavy,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Clahane,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Oughtragh,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Cloghboola,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Rathkeale,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Coolnanoonagh,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Reamore,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Coomagearlaghy,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Salthill,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Coomataggart,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Sliabh Bawn,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Cordal,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Slieve Callan,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Corderry,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Sligo,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Cunghill,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Sorne Hill,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Dallow,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Srahnakilly,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Dalton,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Tawnaghmore,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Derrybrien,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Thurles,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Dromada,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Tobertoreen,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Dunmanway,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Tralee,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Garrow,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Trien,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Garvagh,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Trillick,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Glanlee,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Tullabrack,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Glenlara,33
ROI-W/2,ROI-W,West Constraint Group 2: Shannonbridge to Maynooth Flows,outage,Uggool,33
ROI-W/3,ROI-W,West Constraint Group 3: Salthill To Galway Salthill To Cashla and Knockranny,intact,Buffy,36
ROI-W/3,ROI-W,West Constraint Group 3: Salthill To Galway Salthill To Cashla and Knockranny,intact,Knockalough,36
ROI-W/3,ROI-W,West Constraint Group 3: Salthill To Galway Salthill To Cashla and Knockranny,intact,Salthill,36
ROI-W/3,ROI-W,West Constraint Group 3: Salthill To Galway Salthill To Cashla and Knockranny,intact,Uggool,36
ROI-W/4,ROI-W,West Constraint Group 4: Cauteen 110 kV Station Voltage Stability,intact,Cauteen,36
ROI-W/5,ROI-W,West Constraint Group 5: Lisheen to Thurles Flows,intact,Lisheen,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,intact,Castlebar,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,intact,Moy,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,intact,Cunghill,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,intact,Srahnakilly,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,intact,Dalton,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,intact,Tawnaghmore,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,intact,Glenree,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,outage,Castlebar,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,outage,Moy,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,outage,Cunghill,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,outage,Srahnakilly,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,outage,Dalton,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,outage,Tawnaghmore,37
ROI-W/6,ROI-W,West Constraint Group 6: Castlebar To Cloon or Dalton To Cashla Flows,outage,Glenree,37
ROI-W/7,ROI-W,West Constraint Group 7: Moy To Glenree Flows,intact,Moy,40
ROI-W/7,ROI-W,West Constraint Group 7: Moy To Glenree Flows,intact,Tawnaghmore,40
ROI-W/7,ROI-W,West Constraint Group 7: Moy To Glenree Flows,intact,Srahnakilly,40
ROI-W/8,ROI-W,West Constraint Group 8: Cunghill To Sligo Flows,intact,Cunghill,41
ROI-W/8,ROI-W,West Constraint Group 8: Cunghill To Sligo Flows,intact,Srahnakilly,41
ROI-W/8,ROI-W,West Constraint Group 8: Cunghill To Sligo Flows,intact,Glenree,41
ROI-W/8,ROI-W,West Constraint Group 8: Cunghill To Sligo Flows,intact,Tawnaghmore,41
ROI-W/8,ROI-W,West Constraint Group 8: Cunghill To Sligo Flows,intact,Moy,41
ROI-W/9,ROI-W,West Constraint Group 9 (Outage Driven): Thurles Instability,intact,Ikerrin,42
ROI-W/9,ROI-W,West Constraint Group 9 (Outage Driven): Thurles Instability,intact,Lisheen,42
ROI-W/9,ROI-W,West Constraint Group 9 (Outage Driven): Thurles Instability,intact,Kill Hill,42
ROI-W/9,ROI-W,West Constraint Group 9 (Outage Driven): Thurles Instability,intact,Thurles,42
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Ardnacrusha,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Dunmanway,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Athea,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Garrow,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Ballylickey,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Glanlee,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Bandon,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Kilpaddoge,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Boggeragh,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Knockearagh,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Booltiagh,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Macroom,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Carrigdangan,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Moneypoint,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Clahane,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Oughtragh,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Cloghboola,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Rathkeale,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Coolnanoonagh,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Reamore,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Coomagearlaghy,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Slieve Callan,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Coomataggart,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Tobertoreen,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Cordal,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Tralee,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Derrybrien,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Trien,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Dromada,44
ROI-SW/1,ROI-SW,South West Constraint Group 1: Moneypoint 400/220 kV Transformer 2,intact,Tullabrack,44
ROI-SW/2,ROI-SW,South West Constraint Group 2: Rathkeale to Limerick Flows,intact,Rathkeale,45
ROI-SW/3a,ROI-SW,South West Constraint Group 3a: Glenlara to Ballynahulla Flows,intact,Knockacummer,45
ROI-SW/3a,ROI-SW,South West Constraint Group 3a: Glenlara to Ballynahulla Flows,outage,Glenlara,45
ROI-SW/3a,ROI-SW,South West Constraint Group 3a: Glenlara to Ballynahulla Flows,outage,Knockacummer,45
ROI-SW/3b,ROI-SW,South West Constraint Group 3b: Glenlara to Charleville Flows,intact,Glenlara,46
ROI-SW/3b,ROI-SW,South West Constraint Group 3b: Glenlara to Charleville Flows,intact,Knockacummer,46
ROI-SW/3c,ROI-SW,South West Constraint Group 3c: Charleville to Mallow Flows,intact,Charleville,47
ROI-SW/3c,ROI-SW,South West Constraint Group 3c: Charleville to Mallow Flows,intact,Glenlara,47
ROI-SW/3c,ROI-SW,South West Constraint Group 3c: Charleville to Mallow Flows,intact,Knockacummer,47
ROI-SW/4,ROI-SW,South West Constraint Group 4: Ballylickey Voltage Stability,intact,Ballylickey,47
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,intact,Ballylickey,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,intact,Dunmanway,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,intact,Boggeragh,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,intact,Garrow,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,intact,Carrigdangan,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,intact,Glanlee,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,intact,Coomagearlaghy,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,intact,Knockearagh,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,intact,Coomataggart,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,intact,Macroom,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,intact,Cordal,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,outage,Ballylickey,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,outage,Dunmanway,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,outage,Boggeragh,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,outage,Garrow,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,outage,Carrigdangan,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,outage,Glanlee,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,outage,Coomagearlaghy,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,outage,Knockearagh,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,outage,Coomataggart,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,outage,Macroom,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,outage,Cordal,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,outage,Glenlara,48
ROI-SW/5,ROI-SW,South West Constraint Group 5 (Outage Driven): Dunmanway to Bandon Flows,outage,Knockacummer,48
ROI-SW/6,ROI-SW,South West Constraint Group 6 (Outage Driven): Garrow to Clonkeen Flows,intact,Coomataggart,50
ROI-SW/6,ROI-SW,South West Constraint Group 6 (Outage Driven): Garrow to Clonkeen Flows,intact,Cordal,50
ROI-SW/6,ROI-SW,South West Constraint Group 6 (Outage Driven): Garrow to Clonkeen Flows,intact,Garrow,50
ROI-SW/6,ROI-SW,South West Constraint Group 6 (Outage Driven): Garrow to Clonkeen Flows,outage,Coomataggart,50
ROI-SW/6,ROI-SW,South West Constraint Group 6 (Outage Driven): Garrow to Clonkeen Flows,outage,Cordal,50
ROI-SW/6,ROI-SW,South West Constraint Group 6 (Outage Driven): Garrow to Clonkeen Flows,outage,Garrow,50
ROI-SW/6,ROI-SW,South West Constraint Group 6 (Outage Driven): Garrow to Clonkeen Flows,outage,Glenlara,50
ROI-SW/6,ROI-SW,South West Constraint Group 6 (Outage Driven): Garrow to Clonkeen Flows,outage,Knockacummer,50
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,intact,Athea,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,intact,Dromada,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,intact,Clahane,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,intact,Tobertoreen,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,intact,Cloghboola,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,intact,Trien,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,intact,Cordal,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,outage,Athea,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,outage,Dromada,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,outage,Clahane,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,outage,Tobertoreen,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,outage,Cloghboola,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,outage,Trien,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,outage,Cordal,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,outage,Glenlara,52
ROI-SW/7,ROI-SW,South West Constraint Group 7 (Outage Driven): Knockanure to Kilpaddoge,outage,Knockacummer,52
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,intact,Ballylickey,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,intact,Cordal,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,intact,Boggeragh,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,intact,Dunmanway,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,intact,Carrigdangan,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,intact,Garrow,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,intact,Coomagearlaghy,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,intact,Glanlee,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,intact,Coomataggart,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,intact,Knockearagh,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,outage,Ballylickey,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,outage,Cordal,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,outage,Boggeragh,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,outage,Dunmanway,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,outage,Carrigdangan,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,outage,Garrow,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,outage,Coomagearlaghy,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,outage,Glanlee,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,outage,Coomataggart,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,outage,Knockearagh,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,outage,Glenlara,55
ROI-SW/8,ROI-SW,South West Constraint Group 8 (Outage Driven): Clashavoon to Macroom Flows,outage,Knockacummer,55
ROI-SW/9,ROI-SW,South West Constraint Group 9 (Outage Driven): Trien to Knockanure Flows,intact,Clahane,57
ROI-SW/9,ROI-SW,South West Constraint Group 9 (Outage Driven): Trien to Knockanure Flows,intact,Cloghboola,57
ROI-SW/9,ROI-SW,South West Constraint Group 9 (Outage Driven): Trien to Knockanure Flows,intact,Trien,57
ROI-SW/9,ROI-SW,South West Constraint Group 9 (Outage Driven): Trien to Knockanure Flows,outage,Clahane,57
ROI-SW/9,ROI-SW,South West Constraint Group 9 (Outage Driven): Trien to Knockanure Flows,outage,Cloghboola,57
ROI-SW/9,ROI-SW,South West Constraint Group 9 (Outage Driven): Trien to Knockanure Flows,outage,Trien,57
ROI-SW/10,ROI-SW,South West Constraint Group 10 (Outage Driven): Clahane to Tralee Flows,intact,Clahane,58
ROI-SW/10,ROI-SW,South West Constraint Group 10 (Outage Driven): Clahane to Tralee Flows,intact,Cloghboola,58
ROI-SW/10,ROI-SW,South West Constraint Group 10 (Outage Driven): Clahane to Tralee Flows,intact,Trien,58
ROI-SW/11,ROI-SW,South West Constraint Group 11 (Outage Driven): Cauteen to Killonan Flows,intact,Barrymore,59
ROI-SW/11,ROI-SW,South West Constraint Group 11 (Outage Driven): Cauteen to Killonan Flows,intact,Lisheen,59
ROI-SW/11,ROI-SW,South West Constraint Group 11 (Outage Driven): Cauteen to Killonan Flows,intact,Cauteen,59
ROI-SW/11,ROI-SW,South West Constraint Group 11 (Outage Driven): Cauteen to Killonan Flows,intact,Thurles,59
ROI-SW/11,ROI-SW,South West Constraint Group 11 (Outage Driven): Cauteen to Killonan Flows,intact,Kill Hill,59
ROI-SE/1,ROI-SE,South East Constraint Group 1 (Outage Driven): Arklow to Ballybeg Flows,intact,Arklow,60
ROI-SE/1,ROI-SE,South East Constraint Group 1 (Outage Driven): Arklow to Ballybeg Flows,intact,Crory,60
ROI-SE/1,ROI-SE,South East Constraint Group 1 (Outage Driven): Arklow to Ballybeg Flows,intact,Ballywater,60
ROI-SE/1,ROI-SE,South East Constraint Group 1 (Outage Driven): Arklow to Ballybeg Flows,intact,Great Island,60
ROI-SE/1,ROI-SE,South East Constraint Group 1 (Outage Driven): Arklow to Ballybeg Flows,intact,Banoge,60
ROI-SE/1,ROI-SE,South East Constraint Group 1 (Outage Driven): Arklow to Ballybeg Flows,intact,Rosspile,60
ROI-SE/1,ROI-SE,South East Constraint Group 1 (Outage Driven): Arklow to Ballybeg Flows,intact,Castledockrell,60
ROI-SE/1,ROI-SE,South East Constraint Group 1 (Outage Driven): Arklow to Ballybeg Flows,intact,Waterford,60
ROI-SE/1,ROI-SE,South East Constraint Group 1 (Outage Driven): Arklow to Ballybeg Flows,intact,Crane,60
ROI-SE/1,ROI-SE,South East Constraint Group 1 (Outage Driven): Arklow to Ballybeg Flows,intact,Wexford,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Ballylickey,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Garrow,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Bandon,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Glanlee,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Barrymore,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Ikerrin,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Boggeragh,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Kill Hill,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Carlow,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Lisheen,60
ROI-SE/2,ROI-SE,South East Constraint Group 2 (Outage Driven): Arklow to Ballybeg Secondary,intact,Carrigdangan,60
