station,bus,outside_bus,outside_name,outside_kv,ckt,km,rate1_mva,element,into_region_mw
Cathaleen's Fall,1701,1981,CORRACLASSY,110.0,1,61.3,210.0,1701-1981-1,8.164050747267524
Corderry,1631,10619,ARIGNA_T,110.0,1,13.68,210.0,1631-10619-1,17.87055584694349
Letterkenny,3581,89516,STRA_PST,110.0,1,22.25,93.0,3581-89516-1,-20.473922115614528
Moy,4041,1401,BELLACORICK,110.0,1,27.0,210.0,1401-4041-1,20.49210041592673
Sligo,4981,2521,FLAGFORD,110.0,1,50.5,121.0,2521-4981-1,24.35925334952931
Srananagh 220,5042,2522,FLAGFORD,220.0,1,56.01,513.0,2522-5042-1,92.92796175599005
