year,period,is_month,region,metric,mwh
2021,Aug,yes,Northern Ireland Wind,TSO Testing,0.0
2021,Aug,yes,Northern Ireland Wind,Curtailments,1972.306
2021,Aug,yes,Northern Ireland Wind,High Freq / Min Gen,1972.306
2021,Aug,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2021,Aug,yes,Northern Ireland Wind,SNSP Issue,0.0
2021,Aug,yes,Northern Ireland Wind,Other Reductions,212.001
2021,Sep,yes,All Island Wind,Availability,673517.183
2021,Sep,yes,All Island Wind,Generation,631498.508
2021,Sep,yes,All Island Wind,Dispatch Down,39489.648
2021,Sep,yes,All Island Wind,Constraints,24362.54
2021,Sep,yes,All Island Wind,Transmission Constraints,24362.54
2021,Sep,yes,All Island Wind,TSO Testing,0.0
2021,Sep,yes,All Island Wind,Curtailments,15127.148
2021,Sep,yes,All Island Wind,High Freq / Min Gen,15127.148
2021,Sep,yes,All Island Wind,ROCOF / Inertia,0.0
2021,Sep,yes,All Island Wind,SNSP Issue,0.0
2021,Sep,yes,All Island Wind,Other Reductions,147.038
2021,Sep,yes,Ireland Wind,Availability,542176.828
2021,Sep,yes,Ireland Wind,Generation,510614.927
2021,Sep,yes,Ireland Wind,Dispatch Down,29622.407
2021,Sep,yes,Ireland Wind,Constraints,17870.741
2021,Sep,yes,Ireland Wind,Transmission Constraints,17870.741
2021,Sep,yes,Ireland Wind,TSO Testing,0.0
2021,Sep,yes,Ireland Wind,Curtailments,11751.696
2021,Sep,yes,Ireland Wind,High Freq / Min Gen,11751.696
2021,Sep,yes,Ireland Wind,ROCOF / Inertia,0.0
2021,Sep,yes,Ireland Wind,SNSP Issue,0.0
2021,Sep,yes,Ireland Wind,Other Reductions,0.0
2021,Sep,yes,Northern Ireland Wind,Availability,131340.355
2021,Sep,yes,Northern Ireland Wind,Generation,120883.581
2021,Sep,yes,Northern Ireland Wind,Dispatch Down,9867.241
2021,Sep,yes,Northern Ireland Wind,Constraints,6491.799
2021,Sep,yes,Northern Ireland Wind,Transmission Constraints,6491.799
2021,Sep,yes,Northern Ireland Wind,TSO Testing,0.0
2021,Sep,yes,Northern Ireland Wind,Curtailments,3375.452
2021,Sep,yes,Northern Ireland Wind,High Freq / Min Gen,3375.452
2021,Sep,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2021,Sep,yes,Northern Ireland Wind,SNSP Issue,0.0
2021,Sep,yes,Northern Ireland Wind,Other Reductions,147.038
2021,Qtr3,no,All Island Wind,Availability,1702375.564
2021,Qtr3,no,All Island Wind,Generation,1603802.872
2021,Qtr3,no,All Island Wind,Dispatch Down,92164.475
2021,Qtr3,no,All Island Wind,Constraints,55111.135
2021,Qtr3,no,All Island Wind,Transmission Constraints,55111.1
2021,Qtr3,no,All Island Wind,TSO Testing,0.035
2021,Qtr3,no,All Island Wind,Curtailments,37053.399
2021,Qtr3,no,All Island Wind,High Freq / Min Gen,36512.493
2021,Qtr3,no,All Island Wind,ROCOF / Inertia,541.028
2021,Qtr3,no,All Island Wind,SNSP Issue,0.0
2021,Qtr3,no,All Island Wind,Other Reductions,391.426
2021,Qtr3,no,Ireland Wind,Availability,1421788.376
2021,Qtr3,no,Ireland Wind,Generation,1344330.24
2021,Qtr3,no,Ireland Wind,Dispatch Down,72319.338
2021,Qtr3,no,Ireland Wind,Constraints,40613.745
2021,Qtr3,no,Ireland Wind,Transmission Constraints,40613.71
2021,Qtr3,no,Ireland Wind,TSO Testing,0.035
2021,Qtr3,no,Ireland Wind,Curtailments,31705.641
2021,Qtr3,no,Ireland Wind,High Freq / Min Gen,31164.735
2021,Qtr3,no,Ireland Wind,ROCOF / Inertia,541.028
2021,Qtr3,no,Ireland Wind,SNSP Issue,0.0
2021,Qtr3,no,Ireland Wind,Other Reductions,0.0
2021,Qtr3,no,Northern Ireland Wind,Availability,280587.188
2021,Qtr3,no,Northern Ireland Wind,Generation,259472.632
2021,Qtr3,no,Northern Ireland Wind,Dispatch Down,19845.137
2021,Qtr3,no,Northern Ireland Wind,Constraints,14497.39
2021,Qtr3,no,Northern Ireland Wind,Transmission Constraints,14497.39
2021,Qtr3,no,Northern Ireland Wind,TSO Testing,0.0
2021,Qtr3,no,Northern Ireland Wind,Curtailments,5347.758
2021,Qtr3,no,Northern Ireland Wind,High Freq / Min Gen,5347.758
2021,Qtr3,no,Northern Ireland Wind,ROCOF / Inertia,0.0
2021,Qtr3,no,Northern Ireland Wind,SNSP Issue,0.0
2021,Qtr3,no,Northern Ireland Wind,Other Reductions,391.426
2021,Oct,yes,All Island Wind,Availability,1262734.977
2021,Oct,yes,All Island Wind,Generation,1149333.901
2021,Oct,yes,All Island Wind,Dispatch Down,105489.95
2021,Oct,yes,All Island Wind,Constraints,66708.138
2021,Oct,yes,All Island Wind,Transmission Constraints,66708.138
2021,Oct,yes,All Island Wind,TSO Testing,0.0
2021,Oct,yes,All Island Wind,Curtailments,38781.945
2021,Oct,yes,All Island Wind,High Freq / Min Gen,38771.953
2021,Oct,yes,All Island Wind,ROCOF / Inertia,9.992
2021,Oct,yes,All Island Wind,SNSP Issue,0.0
2021,Oct,yes,All Island Wind,Other Reductions,364.088
2021,Oct,yes,Ireland Wind,Availability,1015221.141
2021,Oct,yes,Ireland Wind,Generation,927642.845
2021,Oct,yes,Ireland Wind,Dispatch Down,81399.126
2021,Oct,yes,Ireland Wind,Constraints,49940.03
2021,Oct,yes,Ireland Wind,Transmission Constraints,49940.03
2021,Oct,yes,Ireland Wind,TSO Testing,0.0
2021,Oct,yes,Ireland Wind,Curtailments,31459.182
2021,Oct,yes,Ireland Wind,High Freq / Min Gen,31449.19
2021,Oct,yes,Ireland Wind,ROCOF / Inertia,9.992
2021,Oct,yes,Ireland Wind,SNSP Issue,0.0
2021,Oct,yes,Ireland Wind,Other Reductions,22.81
2021,Oct,yes,Northern Ireland Wind,Availability,247513.836
2021,Oct,yes,Northern Ireland Wind,Generation,221691.056
2021,Oct,yes,Northern Ireland Wind,Dispatch Down,24090.824
2021,Oct,yes,Northern Ireland Wind,Constraints,16768.108
2021,Oct,yes,Northern Ireland Wind,Transmission Constraints,16768.108
2021,Oct,yes,Northern Ireland Wind,TSO Testing,0.0
2021,Oct,yes,Northern Ireland Wind,Curtailments,7322.763
2021,Oct,yes,Northern Ireland Wind,High Freq / Min Gen,7322.763
2021,Oct,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2021,Oct,yes,Northern Ireland Wind,SNSP Issue,0.0
2021,Oct,yes,Northern Ireland Wind,Other Reductions,341.278
2021,Nov,yes,All Island Wind,Availability,1225112.49
2021,Nov,yes,All Island Wind,Generation,1144541.315
2021,Nov,yes,All Island Wind,Dispatch Down,75406.779
2021,Nov,yes,All Island Wind,Constraints,39311.348
2021,Nov,yes,All Island Wind,Transmission Constraints,39311.348
2021,Nov,yes,All Island Wind,TSO Testing,0.0
2021,Nov,yes,All Island Wind,Curtailments,36095.619
2021,Nov,yes,All Island Wind,High Freq / Min Gen,36095.619
2021,Nov,yes,All Island Wind,ROCOF / Inertia,0.0
2021,Nov,yes,All Island Wind,SNSP Issue,0.0
2021,Nov,yes,All Island Wind,Other Reductions,240.755
2021,Nov,yes,Ireland Wind,Availability,976141.634
2021,Nov,yes,Ireland Wind,Generation,912712.224
2021,Nov,yes,Ireland Wind,Dispatch Down,59366.957
2021,Nov,yes,Ireland Wind,Constraints,33209.476
2021,Nov,yes,Ireland Wind,Transmission Constraints,33209.476
2021,Nov,yes,Ireland Wind,TSO Testing,0.0
2021,Nov,yes,Ireland Wind,Curtailments,26157.634
2021,Nov,yes,Ireland Wind,High Freq / Min Gen,26157.634
2021,Nov,yes,Ireland Wind,ROCOF / Inertia,0.0
2021,Nov,yes,Ireland Wind,SNSP Issue,0.0
2021,Nov,yes,Ireland Wind,Other Reductions,25.743
2021,Nov,yes,Northern Ireland Wind,Availability,248970.856
2021,Nov,yes,Northern Ireland Wind,Generation,231829.091
2021,Nov,yes,Northern Ireland Wind,Dispatch Down,16039.822
2021,Nov,yes,Northern Ireland Wind,Constraints,6101.872
2021,Nov,yes,Northern Ireland Wind,Transmission Constraints,6101.872
2021,Nov,yes,Northern Ireland Wind,TSO Testing,0.0
2021,Nov,yes,Northern Ireland Wind,Curtailments,9937.985
2021,Nov,yes,Northern Ireland Wind,High Freq / Min Gen,9937.985
2021,Nov,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2021,Nov,yes,Northern Ireland Wind,SNSP Issue,0.0
2021,Nov,yes,Northern Ireland Wind,Other Reductions,215.012
2021,Dec,yes,All Island Wind,Availability,1562022.489
2021,Dec,yes,All Island Wind,Generation,1467364.247
2021,Dec,yes,All Island Wind,Dispatch Down,87641.65
2021,Dec,yes,All Island Wind,Constraints,28424.968
2021,Dec,yes,All Island Wind,Transmission Constraints,28424.968
2021,Dec,yes,All Island Wind,TSO Testing,0.0
2021,Dec,yes,All Island Wind,Curtailments,59216.833
2021,Dec,yes,All Island Wind,High Freq / Min Gen,59216.833
2021,Dec,yes,All Island Wind,ROCOF / Inertia,0.0
2021,Dec,yes,All Island Wind,SNSP Issue,0.0
2021,Dec,yes,All Island Wind,Other Reductions,476.208
2021,Dec,yes,Ireland Wind,Availability,1281101.746
2021,Dec,yes,Ireland Wind,Generation,1205683.784
2021,Dec,yes,Ireland Wind,Dispatch Down,69731.005
2021,Dec,yes,Ireland Wind,Constraints,21689.63
2021,Dec,yes,Ireland Wind,Transmission Constraints,21689.63
2021,Dec,yes,Ireland Wind,TSO Testing,0.0
2021,Dec,yes,Ireland Wind,Curtailments,48041.492
2021,Dec,yes,Ireland Wind,High Freq / Min Gen,48041.492
2021,Dec,yes,Ireland Wind,ROCOF / Inertia,0.0
2021,Dec,yes,Ireland Wind,SNSP Issue,0.0
2021,Dec,yes,Ireland Wind,Other Reductions,19.898
2021,Dec,yes,Northern Ireland Wind,Availability,280920.743
2021,Dec,yes,Northern Ireland Wind,Generation,261680.463
2021,Dec,yes,Northern Ireland Wind,Dispatch Down,17910.645
2021,Dec,yes,Northern Ireland Wind,Constraints,6735.338
2021,Dec,yes,Northern Ireland Wind,Transmission Constraints,6735.338
2021,Dec,yes,Northern Ireland Wind,TSO Testing,0.0
2021,Dec,yes,Northern Ireland Wind,Curtailments,11175.341
2021,Dec,yes,Northern Ireland Wind,High Freq / Min Gen,11175.341
2021,Dec,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2021,Dec,yes,Northern Ireland Wind,SNSP Issue,0.0
2021,Dec,yes,Northern Ireland Wind,Other Reductions,456.31
2021,Qtr4,no,All Island Wind,Availability,4049869.956
2021,Qtr4,no,All Island Wind,Generation,3761239.463
2021,Qtr4,no,All Island Wind,Dispatch Down,268538.379
2021,Qtr4,no,All Island Wind,Constraints,134444.454
2021,Qtr4,no,All Island Wind,Transmission Constraints,134444.454
2021,Qtr4,no,All Island Wind,TSO Testing,0.0
2021,Qtr4,no,All Island Wind,Curtailments,134094.397
2021,Qtr4,no,All Island Wind,High Freq / Min Gen,134084.405
2021,Qtr4,no,All Island Wind,ROCOF / Inertia,9.992
2021,Qtr4,no,All Island Wind,SNSP Issue,0.0
2021,Qtr4,no,All Island Wind,Other Reductions,1081.051
2021,Qtr4,no,Ireland Wind,Availability,3272464.521
2021,Qtr4,no,Ireland Wind,Generation,3046038.853
2021,Qtr4,no,Ireland Wind,Dispatch Down,210497.088
2021,Qtr4,no,Ireland Wind,Constraints,104839.136
2021,Qtr4,no,Ireland Wind,Transmission Constraints,104839.136
2021,Qtr4,no,Ireland Wind,TSO Testing,0.0
2021,Qtr4,no,Ireland Wind,Curtailments,105658.308
2021,Qtr4,no,Ireland Wind,High Freq / Min Gen,105648.316
2021,Qtr4,no,Ireland Wind,ROCOF / Inertia,9.992
2021,Qtr4,no,Ireland Wind,SNSP Issue,0.0
2021,Qtr4,no,Ireland Wind,Other Reductions,68.451
2021,Qtr4,no,Northern Ireland Wind,Availability,777405.435
2021,Qtr4,no,Northern Ireland Wind,Generation,715200.61
2021,Qtr4,no,Northern Ireland Wind,Dispatch Down,58041.291
2021,Qtr4,no,Northern Ireland Wind,Constraints,29605.318
2021,Qtr4,no,Northern Ireland Wind,Transmission Constraints,29605.318
2021,Qtr4,no,Northern Ireland Wind,TSO Testing,0.0
2021,Qtr4,no,Northern Ireland Wind,Curtailments,28436.089
2021,Qtr4,no,Northern Ireland Wind,High Freq / Min Gen,28436.089
2021,Qtr4,no,Northern Ireland Wind,ROCOF / Inertia,0.0
2021,Qtr4,no,Northern Ireland Wind,SNSP Issue,0.0
2021,Qtr4,no,Northern Ireland Wind,Other Reductions,1012.6
2022,Jan,yes,All Island Wind,Availability,1382207.609
2022,Jan,yes,All Island Wind,Generation,1253471.974
2022,Jan,yes,All Island Wind,Dispatch Down,123662.348
2022,Jan,yes,All Island Wind,Constraints,22349.414
2022,Jan,yes,All Island Wind,Transmission Constraints,22349.414
2022,Jan,yes,All Island Wind,TSO Testing,0.0
2022,Jan,yes,All Island Wind,Curtailments,101313.074
2022,Jan,yes,All Island Wind,High Freq / Min Gen,101290.83
2022,Jan,yes,All Island Wind,ROCOF / Inertia,20.894
2022,Jan,yes,All Island Wind,SNSP Issue,1.347
2022,Jan,yes,All Island Wind,Other Reductions,696.903
2022,Jan,yes,Ireland Wind,Availability,1070975.379
2022,Jan,yes,Ireland Wind,Generation,970442.868
2022,Jan,yes,Ireland Wind,Dispatch Down,96926.943
2022,Jan,yes,Ireland Wind,Constraints,18533.613
2022,Jan,yes,Ireland Wind,Transmission Constraints,18533.613
2022,Jan,yes,Ireland Wind,TSO Testing,0.0
2022,Jan,yes,Ireland Wind,Curtailments,78393.457
2022,Jan,yes,Ireland Wind,High Freq / Min Gen,78374.432
2022,Jan,yes,Ireland Wind,ROCOF / Inertia,17.676
2022,Jan,yes,Ireland Wind,SNSP Issue,1.347
2022,Jan,yes,Ireland Wind,Other Reductions,24.575
2022,Jan,yes,Northern Ireland Wind,Availability,311232.23
2022,Jan,yes,Northern Ireland Wind,Generation,283029.106
2022,Jan,yes,Northern Ireland Wind,Dispatch Down,26735.405
2022,Jan,yes,Northern Ireland Wind,Constraints,3815.801
2022,Jan,yes,Northern Ireland Wind,Transmission Constraints,3815.801
2022,Jan,yes,Northern Ireland Wind,TSO Testing,0.0
2022,Jan,yes,Northern Ireland Wind,Curtailments,22919.617
2022,Jan,yes,Northern Ireland Wind,High Freq / Min Gen,22916.398
2022,Jan,yes,Northern Ireland Wind,ROCOF / Inertia,3.218
2022,Jan,yes,Northern Ireland Wind,SNSP Issue,0.0
2022,Jan,yes,Northern Ireland Wind,Other Reductions,672.328
2022,Feb,yes,All Island Wind,Availability,2041463.963
2022,Feb,yes,All Island Wind,Generation,1866118.679
2022,Feb,yes,All Island Wind,Dispatch Down,165338.506
2022,Feb,yes,All Island Wind,Constraints,82824.756
2022,Feb,yes,All Island Wind,Transmission Constraints,82824.756
2022,Feb,yes,All Island Wind,TSO Testing,0.0
2022,Feb,yes,All Island Wind,Curtailments,82514.198
2022,Feb,yes,All Island Wind,High Freq / Min Gen,72407.991
2022,Feb,yes,All Island Wind,ROCOF / Inertia,0.0
2022,Feb,yes,All Island Wind,SNSP Issue,10106.674
2022,Feb,yes,All Island Wind,Other Reductions,1104.15
2022,Feb,yes,Ireland Wind,Availability,1611380.838
2022,Feb,yes,Ireland Wind,Generation,1473057.179
2022,Feb,yes,Ireland Wind,Dispatch Down,130851.454
2022,Feb,yes,Ireland Wind,Constraints,70159.468
2022,Feb,yes,Ireland Wind,Transmission Constraints,70159.468
2022,Feb,yes,Ireland Wind,TSO Testing,0.0
2022,Feb,yes,Ireland Wind,Curtailments,60692.28
2022,Feb,yes,Ireland Wind,High Freq / Min Gen,54178.242
2022,Feb,yes,Ireland Wind,ROCOF / Inertia,0.0
2022,Feb,yes,Ireland Wind,SNSP Issue,6514.42
2022,Feb,yes,Ireland Wind,Other Reductions,48.282
2022,Feb,yes,Northern Ireland Wind,Availability,430083.125
2022,Feb,yes,Northern Ireland Wind,Generation,393061.5
2022,Feb,yes,Northern Ireland Wind,Dispatch Down,34487.052
2022,Feb,yes,Northern Ireland Wind,Constraints,12665.288
2022,Feb,yes,Northern Ireland Wind,Transmission Constraints,12665.288
2022,Feb,yes,Northern Ireland Wind,TSO Testing,0.0
2022,Feb,yes,Northern Ireland Wind,Curtailments,21821.918
2022,Feb,yes,Northern Ireland Wind,High Freq / Min Gen,18229.749
2022,Feb,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2022,Feb,yes,Northern Ireland Wind,SNSP Issue,3592.254
2022,Feb,yes,Northern Ireland Wind,Other Reductions,1055.868
2022,Mar,yes,All Island Wind,Availability,1262010.063
2022,Mar,yes,All Island Wind,Generation,1165361.602
2022,Mar,yes,All Island Wind,Dispatch Down,90140.637
2022,Mar,yes,All Island Wind,Constraints,55561.743
2022,Mar,yes,All Island Wind,Transmission Constraints,55561.743
2022,Mar,yes,All Island Wind,TSO Testing,0.0
2022,Mar,yes,All Island Wind,Curtailments,34579.255
2022,Mar,yes,All Island Wind,High Freq / Min Gen,34579.037
2022,Mar,yes,All Island Wind,ROCOF / Inertia,0.218
2022,Mar,yes,All Island Wind,SNSP Issue,0.0
2022,Mar,yes,All Island Wind,Other Reductions,300.496
2022,Mar,yes,Ireland Wind,Availability,993214.007
2022,Mar,yes,Ireland Wind,Generation,914804.939
2022,Mar,yes,Ireland Wind,Dispatch Down,73889.631
2022,Mar,yes,Ireland Wind,Constraints,47797.434
2022,Mar,yes,Ireland Wind,Transmission Constraints,47797.434
2022,Mar,yes,Ireland Wind,TSO Testing,0.0
2022,Mar,yes,Ireland Wind,Curtailments,26092.485
2022,Mar,yes,Ireland Wind,High Freq / Min Gen,26092.485
2022,Mar,yes,Ireland Wind,ROCOF / Inertia,0.0
2022,Mar,yes,Ireland Wind,SNSP Issue,0.0
2022,Mar,yes,Ireland Wind,Other Reductions,15.748
2022,Mar,yes,Northern Ireland Wind,Availability,268796.056
2022,Mar,yes,Northern Ireland Wind,Generation,250556.663
2022,Mar,yes,Northern Ireland Wind,Dispatch Down,16251.006
2022,Mar,yes,Northern Ireland Wind,Constraints,7764.309
2022,Mar,yes,Northern Ireland Wind,Transmission Constraints,7764.309
2022,Mar,yes,Northern Ireland Wind,TSO Testing,0.0
2022,Mar,yes,Northern Ireland Wind,Curtailments,8486.77
2022,Mar,yes,Northern Ireland Wind,High Freq / Min Gen,8486.552
2022,Mar,yes,Northern Ireland Wind,ROCOF / Inertia,0.218
2022,Mar,yes,Northern Ireland Wind,SNSP Issue,0.0
2022,Mar,yes,Northern Ireland Wind,Other Reductions,284.748
2022,Qtr1,no,All Island Wind,Availability,4685681.635
2022,Qtr1,no,All Island Wind,Generation,4284952.255
2022,Qtr1,no,All Island Wind,Dispatch Down,379141.491
2022,Qtr1,no,All Island Wind,Constraints,160735.913
2022,Qtr1,no,All Island Wind,Transmission Constraints,160735.913
2022,Qtr1,no,All Island Wind,TSO Testing,0.0
2022,Qtr1,no,All Island Wind,Curtailments,218406.527
2022,Qtr1,no,All Island Wind,High Freq / Min Gen,208277.858
2022,Qtr1,no,All Island Wind,ROCOF / Inertia,21.112
2022,Qtr1,no,All Island Wind,SNSP Issue,10108.021
2022,Qtr1,no,All Island Wind,Other Reductions,2101.549
2022,Qtr1,no,Ireland Wind,Availability,3675570.224
2022,Qtr1,no,Ireland Wind,Generation,3358304.986
2022,Qtr1,no,Ireland Wind,Dispatch Down,301668.028
2022,Qtr1,no,Ireland Wind,Constraints,136490.515
2022,Qtr1,no,Ireland Wind,Transmission Constraints,136490.515
2022,Qtr1,no,Ireland Wind,TSO Testing,0.0
2022,Qtr1,no,Ireland Wind,Curtailments,165178.222
2022,Qtr1,no,Ireland Wind,High Freq / Min Gen,158645.159
2022,Qtr1,no,Ireland Wind,ROCOF / Inertia,17.676
2022,Qtr1,no,Ireland Wind,SNSP Issue,6515.767
2022,Qtr1,no,Ireland Wind,Other Reductions,88.605
2022,Qtr1,no,Northern Ireland Wind,Availability,1010111.411
2022,Qtr1,no,Northern Ireland Wind,Generation,926647.269
2022,Qtr1,no,Northern Ireland Wind,Dispatch Down,77473.463
2022,Qtr1,no,Northern Ireland Wind,Constraints,24245.398
2022,Qtr1,no,Northern Ireland Wind,Transmission Constraints,24245.398
2022,Qtr1,no,Northern Ireland Wind,TSO Testing,0.0
2022,Qtr1,no,Northern Ireland Wind,Curtailments,53228.305
2022,Qtr1,no,Northern Ireland Wind,High Freq / Min Gen,49632.699
2022,Qtr1,no,Northern Ireland Wind,ROCOF / Inertia,3.436
2022,Qtr1,no,Northern Ireland Wind,SNSP Issue,3592.254
2022,Qtr1,no,Northern Ireland Wind,Other Reductions,2012.944
2022,Apr,yes,All Island Wind,Availability,1096949.811
2022,Apr,yes,All Island Wind,Generation,1028958.987
2022,Apr,yes,All Island Wind,Dispatch Down,62498.649
2022,Apr,yes,All Island Wind,Constraints,36875.864
2022,Apr,yes,All Island Wind,Transmission Constraints,36875.864
2022,Apr,yes,All Island Wind,TSO Testing,0.0
2022,Apr,yes,All Island Wind,Curtailments,25623.011
2022,Apr,yes,All Island Wind,High Freq / Min Gen,21277.303
2022,Apr,yes,All Island Wind,ROCOF / Inertia,0.0
2022,Apr,yes,All Island Wind,SNSP Issue,4345.865
2022,Apr,yes,All Island Wind,Other Reductions,948.006
2022,Apr,yes,Ireland Wind,Availability,872815.985
2022,Apr,yes,Ireland Wind,Generation,821097.066
2022,Apr,yes,Ireland Wind,Dispatch Down,48018.8
2022,Apr,yes,Ireland Wind,Constraints,26992.822
2022,Apr,yes,Ireland Wind,Transmission Constraints,26992.822
2022,Apr,yes,Ireland Wind,TSO Testing,0.0
2022,Apr,yes,Ireland Wind,Curtailments,21026.194
2022,Apr,yes,Ireland Wind,High Freq / Min Gen,17484.152
2022,Apr,yes,Ireland Wind,ROCOF / Inertia,0.0
2022,Apr,yes,Ireland Wind,SNSP Issue,3542.19
2022,Apr,yes,Ireland Wind,Other Reductions,181.696
2022,Apr,yes,Northern Ireland Wind,Availability,224133.826
2022,Apr,yes,Northern Ireland Wind,Generation,207861.921
2022,Apr,yes,Northern Ireland Wind,Dispatch Down,14479.849
2022,Apr,yes,Northern Ireland Wind,Constraints,9883.042
2022,Apr,yes,Northern Ireland Wind,Transmission Constraints,9883.042
2022,Apr,yes,Northern Ireland Wind,TSO Testing,0.0
2022,Apr,yes,Northern Ireland Wind,Curtailments,4596.817
2022,Apr,yes,Northern Ireland Wind,High Freq / Min Gen,3793.151
2022,Apr,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2022,Apr,yes,Northern Ireland Wind,SNSP Issue,803.675
2022,Apr,yes,Northern Ireland Wind,Other Reductions,766.31
2022,May,yes,All Island Wind,Availability,1180365.115
2022,May,yes,All Island Wind,Generation,1063992.3
2022,May,yes,All Island Wind,Dispatch Down,111270.387
2022,May,yes,All Island Wind,Constraints,91393.773
2022,May,yes,All Island Wind,Transmission Constraints,91393.773
2022,May,yes,All Island Wind,TSO Testing,0.0
2022,May,yes,All Island Wind,Curtailments,19876.805
2022,May,yes,All Island Wind,High Freq / Min Gen,19876.805
2022,May,yes,All Island Wind,ROCOF / Inertia,0.0
2022,May,yes,All Island Wind,SNSP Issue,0.0
2022,May,yes,All Island Wind,Other Reductions,465.006
2022,May,yes,Ireland Wind,Availability,932884.978
2022,May,yes,Ireland Wind,Generation,834316.119
2022,May,yes,Ireland Wind,Dispatch Down,94752.88
2022,May,yes,Ireland Wind,Constraints,80020.417
2022,May,yes,Ireland Wind,Transmission Constraints,80020.417
2022,May,yes,Ireland Wind,TSO Testing,0.0
2022,May,yes,Ireland Wind,Curtailments,14732.613
2022,May,yes,Ireland Wind,High Freq / Min Gen,14732.613
2022,May,yes,Ireland Wind,ROCOF / Inertia,0.0
2022,May,yes,Ireland Wind,SNSP Issue,0.0
2022,May,yes,Ireland Wind,Other Reductions,18.188
2022,May,yes,Northern Ireland Wind,Availability,247480.137
2022,May,yes,Northern Ireland Wind,Generation,229676.181
2022,May,yes,Northern Ireland Wind,Dispatch Down,16517.507
2022,May,yes,Northern Ireland Wind,Constraints,11373.356
2022,May,yes,Northern Ireland Wind,Transmission Constraints,11373.356
2022,May,yes,Northern Ireland Wind,TSO Testing,0.0
2022,May,yes,Northern Ireland Wind,Curtailments,5144.192
2022,May,yes,Northern Ireland Wind,High Freq / Min Gen,5144.192
2022,May,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2022,May,yes,Northern Ireland Wind,SNSP Issue,0.0
2022,May,yes,Northern Ireland Wind,Other Reductions,446.818
2022,Jun,yes,All Island Wind,Availability,1011698.908
2022,Jun,yes,All Island Wind,Generation,898025.929
2022,Jun,yes,All Island Wind,Dispatch Down,108749.883
2022,Jun,yes,All Island Wind,Constraints,102806.103
2022,Jun,yes,All Island Wind,Transmission Constraints,102806.103
2022,Jun,yes,All Island Wind,TSO Testing,0.0
2022,Jun,yes,All Island Wind,Curtailments,5943.93
2022,Jun,yes,All Island Wind,High Freq / Min Gen,5943.93
2022,Jun,yes,All Island Wind,ROCOF / Inertia,0.0
2022,Jun,yes,All Island Wind,SNSP Issue,0.0
2022,Jun,yes,All Island Wind,Other Reductions,59.881
2022,Jun,yes,Ireland Wind,Availability,796002.442
2022,Jun,yes,Ireland Wind,Generation,711697.523
2022,Jun,yes,Ireland Wind,Dispatch Down,80521.888
2022,Jun,yes,Ireland Wind,Constraints,76443.164
2022,Jun,yes,Ireland Wind,Transmission Constraints,76443.164
2022,Jun,yes,Ireland Wind,TSO Testing,0.0
2022,Jun,yes,Ireland Wind,Curtailments,4078.797
2022,Jun,yes,Ireland Wind,High Freq / Min Gen,4078.797
2022,Jun,yes,Ireland Wind,ROCOF / Inertia,0.0
2022,Jun,yes,Ireland Wind,SNSP Issue,0.0
2022,Jun,yes,Ireland Wind,Other Reductions,1.328
2022,Jun,yes,Northern Ireland Wind,Availability,215696.466
2022,Jun,yes,Northern Ireland Wind,Generation,186328.406
2022,Jun,yes,Northern Ireland Wind,Dispatch Down,28227.995
2022,Jun,yes,Northern Ireland Wind,Constraints,26362.939
2022,Jun,yes,Northern Ireland Wind,Transmission Constraints,26362.939
2022,Jun,yes,Northern Ireland Wind,TSO Testing,0.0
2022,Jun,yes,Northern Ireland Wind,Curtailments,1865.133
2022,Jun,yes,Northern Ireland Wind,High Freq / Min Gen,1865.133
2022,Jun,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2022,Jun,yes,Northern Ireland Wind,SNSP Issue,0.0
2022,Jun,yes,Northern Ireland Wind,Other Reductions,58.553
2022,Qtr2,no,All Island Wind,Availability,3289013.834
2022,Qtr2,no,All Island Wind,Generation,2990977.216
2022,Qtr2,no,All Island Wind,Dispatch Down,282518.919
2022,Qtr2,no,All Island Wind,Constraints,231075.74
2022,Qtr2,no,All Island Wind,Transmission Constraints,231075.74
2022,Qtr2,no,All Island Wind,TSO Testing,0.0
2022,Qtr2,no,All Island Wind,Curtailments,51443.746
2022,Qtr2,no,All Island Wind,High Freq / Min Gen,47098.038
2022,Qtr2,no,All Island Wind,ROCOF / Inertia,0.0
2022,Qtr2,no,All Island Wind,SNSP Issue,4345.865
2022,Qtr2,no,All Island Wind,Other Reductions,1472.893
2022,Qtr2,no,Ireland Wind,Availability,2601703.405
2022,Qtr2,no,Ireland Wind,Generation,2367110.708
2022,Qtr2,no,Ireland Wind,Dispatch Down,223293.568
2022,Qtr2,no,Ireland Wind,Constraints,183456.403
2022,Qtr2,no,Ireland Wind,Transmission Constraints,183456.403
2022,Qtr2,no,Ireland Wind,TSO Testing,0.0
2022,Qtr2,no,Ireland Wind,Curtailments,39837.604
2022,Qtr2,no,Ireland Wind,High Freq / Min Gen,36295.562
