year,period,is_month,region,metric,mwh
2016,Jan,yes,All Island Wind,Availability,1016003.921
2016,Jan,yes,All Island Wind,Generation,973867.846
2016,Jan,yes,All Island Wind,Dispatch Down,35753.89
2016,Jan,yes,All Island Wind,Constraints,15178.277
2016,Jan,yes,All Island Wind,Transmission Constraints,15155.179
2016,Jan,yes,All Island Wind,TSO Testing,23.098
2016,Jan,yes,All Island Wind,Curtailments,20575.61
2016,Jan,yes,All Island Wind,High Freq / Min Gen,14780.761
2016,Jan,yes,All Island Wind,ROCOF / Inertia,0.0
2016,Jan,yes,All Island Wind,SNSP Issue,5794.835
2016,Jan,yes,All Island Wind,Other Reductions,4090.197
2016,Jan,yes,Ireland Wind,Availability,816191.725
2016,Jan,yes,Ireland Wind,Generation,781763.447
2016,Jan,yes,Ireland Wind,Dispatch Down,28864.872
2016,Jan,yes,Ireland Wind,Constraints,15156.787
2016,Jan,yes,Ireland Wind,Transmission Constraints,15155.179
2016,Jan,yes,Ireland Wind,TSO Testing,1.608
2016,Jan,yes,Ireland Wind,Curtailments,13708.083
2016,Jan,yes,Ireland Wind,High Freq / Min Gen,10129.504
2016,Jan,yes,Ireland Wind,ROCOF / Inertia,0.0
2016,Jan,yes,Ireland Wind,SNSP Issue,3578.56
2016,Jan,yes,Ireland Wind,Other Reductions,3630.986
2016,Jan,yes,Northern Ireland Wind,Availability,199812.196
2016,Jan,yes,Northern Ireland Wind,Generation,192104.399
2016,Jan,yes,Northern Ireland Wind,Dispatch Down,6889.018
2016,Jan,yes,Northern Ireland Wind,Constraints,21.49
2016,Jan,yes,Northern Ireland Wind,Transmission Constraints,0.0
2016,Jan,yes,Northern Ireland Wind,TSO Testing,21.49
2016,Jan,yes,Northern Ireland Wind,Curtailments,6867.527
2016,Jan,yes,Northern Ireland Wind,High Freq / Min Gen,4651.257
2016,Jan,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2016,Jan,yes,Northern Ireland Wind,SNSP Issue,2216.275
2016,Jan,yes,Northern Ireland Wind,Other Reductions,459.211
2016,Feb,yes,All Island Wind,Availability,833622.629
2016,Feb,yes,All Island Wind,Generation,802289.482
2016,Feb,yes,All Island Wind,Dispatch Down,26021.907
2016,Feb,yes,All Island Wind,Constraints,12997.851
2016,Feb,yes,All Island Wind,Transmission Constraints,12753.533
2016,Feb,yes,All Island Wind,TSO Testing,244.318
2016,Feb,yes,All Island Wind,Curtailments,13024.064
2016,Feb,yes,All Island Wind,High Freq / Min Gen,6695.5
2016,Feb,yes,All Island Wind,ROCOF / Inertia,0.0
2016,Feb,yes,All Island Wind,SNSP Issue,6328.571
2016,Feb,yes,All Island Wind,Other Reductions,3531.665
2016,Feb,yes,Ireland Wind,Availability,666725.439
2016,Feb,yes,Ireland Wind,Generation,640037.299
2016,Feb,yes,Ireland Wind,Dispatch Down,22135.328
2016,Feb,yes,Ireland Wind,Constraints,12758.733
2016,Feb,yes,Ireland Wind,Transmission Constraints,12753.533
2016,Feb,yes,Ireland Wind,TSO Testing,5.2
2016,Feb,yes,Ireland Wind,Curtailments,9376.603
2016,Feb,yes,Ireland Wind,High Freq / Min Gen,5445.8
2016,Feb,yes,Ireland Wind,ROCOF / Inertia,0.0
2016,Feb,yes,Ireland Wind,SNSP Issue,3930.81
2016,Feb,yes,Ireland Wind,Other Reductions,2946.598
2016,Feb,yes,Northern Ireland Wind,Availability,166897.19
2016,Feb,yes,Northern Ireland Wind,Generation,162252.183
2016,Feb,yes,Northern Ireland Wind,Dispatch Down,3886.579
2016,Feb,yes,Northern Ireland Wind,Constraints,239.118
2016,Feb,yes,Northern Ireland Wind,Transmission Constraints,0.0
2016,Feb,yes,Northern Ireland Wind,TSO Testing,239.118
2016,Feb,yes,Northern Ireland Wind,Curtailments,3647.461
2016,Feb,yes,Northern Ireland Wind,High Freq / Min Gen,1249.7
2016,Feb,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2016,Feb,yes,Northern Ireland Wind,SNSP Issue,2397.761
2016,Feb,yes,Northern Ireland Wind,Other Reductions,585.067
2016,Mar,yes,All Island Wind,Availability,643939.946
2016,Mar,yes,All Island Wind,Generation,626595.138
2016,Mar,yes,All Island Wind,Dispatch Down,13699.567
2016,Mar,yes,All Island Wind,Constraints,8697.052
2016,Mar,yes,All Island Wind,Transmission Constraints,8668.403
2016,Mar,yes,All Island Wind,TSO Testing,28.649
2016,Mar,yes,All Island Wind,Curtailments,5002.518
2016,Mar,yes,All Island Wind,High Freq / Min Gen,3052.276
2016,Mar,yes,All Island Wind,ROCOF / Inertia,0.0
2016,Mar,yes,All Island Wind,SNSP Issue,1950.245
2016,Mar,yes,All Island Wind,Other Reductions,2373.679
2016,Mar,yes,Ireland Wind,Availability,523870.055
2016,Mar,yes,Ireland Wind,Generation,508164.691
2016,Mar,yes,Ireland Wind,Dispatch Down,12605.776
2016,Mar,yes,Ireland Wind,Constraints,8668.403
2016,Mar,yes,Ireland Wind,Transmission Constraints,8668.403
2016,Mar,yes,Ireland Wind,TSO Testing,0.0
2016,Mar,yes,Ireland Wind,Curtailments,3937.376
2016,Mar,yes,Ireland Wind,High Freq / Min Gen,2405.279
2016,Mar,yes,Ireland Wind,ROCOF / Inertia,0.0
2016,Mar,yes,Ireland Wind,SNSP Issue,1532.099
2016,Mar,yes,Ireland Wind,Other Reductions,1924.122
2016,Mar,yes,Northern Ireland Wind,Availability,120069.891
2016,Mar,yes,Northern Ireland Wind,Generation,118430.447
2016,Mar,yes,Northern Ireland Wind,Dispatch Down,1093.791
2016,Mar,yes,Northern Ireland Wind,Constraints,28.649
2016,Mar,yes,Northern Ireland Wind,Transmission Constraints,0.0
2016,Mar,yes,Northern Ireland Wind,TSO Testing,28.649
2016,Mar,yes,Northern Ireland Wind,Curtailments,1065.142
2016,Mar,yes,Northern Ireland Wind,High Freq / Min Gen,646.997
2016,Mar,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2016,Mar,yes,Northern Ireland Wind,SNSP Issue,418.146
2016,Mar,yes,Northern Ireland Wind,Other Reductions,449.557
2016,Qtr1,no,All Island Wind,Availability,2493566.496
2016,Qtr1,no,All Island Wind,Generation,2402752.466
2016,Qtr1,no,All Island Wind,Dispatch Down,75475.364
2016,Qtr1,no,All Island Wind,Constraints,36873.18
2016,Qtr1,no,All Island Wind,Transmission Constraints,36577.115
2016,Qtr1,no,All Island Wind,TSO Testing,296.065
2016,Qtr1,no,All Island Wind,Curtailments,38602.192
2016,Qtr1,no,All Island Wind,High Freq / Min Gen,24528.537
2016,Qtr1,no,All Island Wind,ROCOF / Inertia,0.0
2016,Qtr1,no,All Island Wind,SNSP Issue,14073.651
2016,Qtr1,no,All Island Wind,Other Reductions,9995.541
2016,Qtr1,no,Ireland Wind,Availability,2006787.219
2016,Qtr1,no,Ireland Wind,Generation,1929965.437
2016,Qtr1,no,Ireland Wind,Dispatch Down,63605.976
2016,Qtr1,no,Ireland Wind,Constraints,36583.923
2016,Qtr1,no,Ireland Wind,Transmission Constraints,36577.115
2016,Qtr1,no,Ireland Wind,TSO Testing,6.808
2016,Qtr1,no,Ireland Wind,Curtailments,27022.062
2016,Qtr1,no,Ireland Wind,High Freq / Min Gen,17980.583
2016,Qtr1,no,Ireland Wind,ROCOF / Inertia,0.0
2016,Qtr1,no,Ireland Wind,SNSP Issue,9041.469
2016,Qtr1,no,Ireland Wind,Other Reductions,8501.706
2016,Qtr1,no,Northern Ireland Wind,Availability,486779.277
2016,Qtr1,no,Northern Ireland Wind,Generation,472787.029
2016,Qtr1,no,Northern Ireland Wind,Dispatch Down,11869.388
2016,Qtr1,no,Northern Ireland Wind,Constraints,289.257
2016,Qtr1,no,Northern Ireland Wind,Transmission Constraints,0.0
2016,Qtr1,no,Northern Ireland Wind,TSO Testing,289.257
2016,Qtr1,no,Northern Ireland Wind,Curtailments,11580.13
2016,Qtr1,no,Northern Ireland Wind,High Freq / Min Gen,6547.954
2016,Qtr1,no,Northern Ireland Wind,ROCOF / Inertia,0.0
2016,Qtr1,no,Northern Ireland Wind,SNSP Issue,5032.182
2016,Qtr1,no,Northern Ireland Wind,Other Reductions,1493.835
2016,Apr,yes,All Island Wind,Availability,592487.253
2016,Apr,yes,All Island Wind,Generation,582301.581
2016,Apr,yes,All Island Wind,Dispatch Down,7448.097
2016,Apr,yes,All Island Wind,Constraints,6577.249
2016,Apr,yes,All Island Wind,Transmission Constraints,6577.167
2016,Apr,yes,All Island Wind,TSO Testing,0.082
2016,Apr,yes,All Island Wind,Curtailments,870.849
2016,Apr,yes,All Island Wind,High Freq / Min Gen,870.849
2016,Apr,yes,All Island Wind,ROCOF / Inertia,0.0
2016,Apr,yes,All Island Wind,SNSP Issue,0.0
2016,Apr,yes,All Island Wind,Other Reductions,1356.568
2016,Apr,yes,Ireland Wind,Availability,476820.586
2016,Apr,yes,Ireland Wind,Generation,467612.652
2016,Apr,yes,Ireland Wind,Dispatch Down,6567.852
2016,Apr,yes,Ireland Wind,Constraints,5897.416
2016,Apr,yes,Ireland Wind,Transmission Constraints,5897.334
2016,Apr,yes,Ireland Wind,TSO Testing,0.082
2016,Apr,yes,Ireland Wind,Curtailments,670.437
2016,Apr,yes,Ireland Wind,High Freq / Min Gen,670.437
2016,Apr,yes,Ireland Wind,ROCOF / Inertia,0.0
2016,Apr,yes,Ireland Wind,SNSP Issue,0.0
2016,Apr,yes,Ireland Wind,Other Reductions,1310.338
2016,Apr,yes,Northern Ireland Wind,Availability,115666.667
2016,Apr,yes,Northern Ireland Wind,Generation,114688.929
2016,Apr,yes,Northern Ireland Wind,Dispatch Down,880.245
2016,Apr,yes,Northern Ireland Wind,Constraints,679.833
2016,Apr,yes,Northern Ireland Wind,Transmission Constraints,679.833
2016,Apr,yes,Northern Ireland Wind,TSO Testing,0.0
2016,Apr,yes,Northern Ireland Wind,Curtailments,200.412
2016,Apr,yes,Northern Ireland Wind,High Freq / Min Gen,200.412
2016,Apr,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2016,Apr,yes,Northern Ireland Wind,SNSP Issue,0.0
2016,Apr,yes,Northern Ireland Wind,Other Reductions,46.23
2016,May,yes,All Island Wind,Availability,458284.131
2016,May,yes,All Island Wind,Generation,451508.158
2016,May,yes,All Island Wind,Dispatch Down,5568.7
2016,May,yes,All Island Wind,Constraints,1098.771
2016,May,yes,All Island Wind,Transmission Constraints,1097.763
2016,May,yes,All Island Wind,TSO Testing,1.008
2016,May,yes,All Island Wind,Curtailments,4469.929
2016,May,yes,All Island Wind,High Freq / Min Gen,1034.84
2016,May,yes,All Island Wind,ROCOF / Inertia,0.0
2016,May,yes,All Island Wind,SNSP Issue,3435.088
2016,May,yes,All Island Wind,Other Reductions,257.228
2016,May,yes,Ireland Wind,Availability,359271.313
2016,May,yes,Ireland Wind,Generation,353835.601
2016,May,yes,Ireland Wind,Dispatch Down,4443.758
2016,May,yes,Ireland Wind,Constraints,1098.767
2016,May,yes,Ireland Wind,Transmission Constraints,1097.759
2016,May,yes,Ireland Wind,TSO Testing,1.008
2016,May,yes,Ireland Wind,Curtailments,3344.991
2016,May,yes,Ireland Wind,High Freq / Min Gen,557.929
2016,May,yes,Ireland Wind,ROCOF / Inertia,0.0
2016,May,yes,Ireland Wind,SNSP Issue,2787.058
2016,May,yes,Ireland Wind,Other Reductions,246.906
2016,May,yes,Northern Ireland Wind,Availability,99012.818
2016,May,yes,Northern Ireland Wind,Generation,97672.557
2016,May,yes,Northern Ireland Wind,Dispatch Down,1124.942
2016,May,yes,Northern Ireland Wind,Constraints,0.004
2016,May,yes,Northern Ireland Wind,Transmission Constraints,0.004
2016,May,yes,Northern Ireland Wind,TSO Testing,0.0
2016,May,yes,Northern Ireland Wind,Curtailments,1124.938
2016,May,yes,Northern Ireland Wind,High Freq / Min Gen,476.911
2016,May,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2016,May,yes,Northern Ireland Wind,SNSP Issue,648.03
2016,May,yes,Northern Ireland Wind,Other Reductions,10.322
2016,Jun,yes,All Island Wind,Availability,381699.955
2016,Jun,yes,All Island Wind,Generation,378529.128
2016,Jun,yes,All Island Wind,Dispatch Down,2579.567
2016,Jun,yes,All Island Wind,Constraints,1772.912
2016,Jun,yes,All Island Wind,Transmission Constraints,1769.016
2016,Jun,yes,All Island Wind,TSO Testing,3.896
2016,Jun,yes,All Island Wind,Curtailments,806.657
2016,Jun,yes,All Island Wind,High Freq / Min Gen,806.657
2016,Jun,yes,All Island Wind,ROCOF / Inertia,0.0
2016,Jun,yes,All Island Wind,SNSP Issue,0.0
2016,Jun,yes,All Island Wind,Other Reductions,173.222
2016,Jun,yes,Ireland Wind,Availability,318767.801
2016,Jun,yes,Ireland Wind,Generation,315909.898
2016,Jun,yes,Ireland Wind,Dispatch Down,2378.437
2016,Jun,yes,Ireland Wind,Constraints,1772.912
2016,Jun,yes,Ireland Wind,Transmission Constraints,1769.016
2016,Jun,yes,Ireland Wind,TSO Testing,3.896
2016,Jun,yes,Ireland Wind,Curtailments,605.527
2016,Jun,yes,Ireland Wind,High Freq / Min Gen,605.527
2016,Jun,yes,Ireland Wind,ROCOF / Inertia,0.0
2016,Jun,yes,Ireland Wind,SNSP Issue,0.0
2016,Jun,yes,Ireland Wind,Other Reductions,119.553
2016,Jun,yes,Northern Ireland Wind,Availability,62932.154
2016,Jun,yes,Northern Ireland Wind,Generation,62619.23
2016,Jun,yes,Northern Ireland Wind,Dispatch Down,201.13
2016,Jun,yes,Northern Ireland Wind,Constraints,0.0
2016,Jun,yes,Northern Ireland Wind,Transmission Constraints,0.0
2016,Jun,yes,Northern Ireland Wind,TSO Testing,0.0
2016,Jun,yes,Northern Ireland Wind,Curtailments,201.13
2016,Jun,yes,Northern Ireland Wind,High Freq / Min Gen,201.13
2016,Jun,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2016,Jun,yes,Northern Ireland Wind,SNSP Issue,0.0
2016,Jun,yes,Northern Ireland Wind,Other Reductions,53.669
2016,Qtr2,no,All Island Wind,Availability,1432471.339
2016,Qtr2,no,All Island Wind,Generation,1412338.867
2016,Qtr2,no,All Island Wind,Dispatch Down,15596.364
2016,Qtr2,no,All Island Wind,Constraints,9448.932
2016,Qtr2,no,All Island Wind,Transmission Constraints,9443.946
2016,Qtr2,no,All Island Wind,TSO Testing,4.986
2016,Qtr2,no,All Island Wind,Curtailments,6147.435
2016,Qtr2,no,All Island Wind,High Freq / Min Gen,2712.346
2016,Qtr2,no,All Island Wind,ROCOF / Inertia,0.0
2016,Qtr2,no,All Island Wind,SNSP Issue,3435.088
2016,Qtr2,no,All Island Wind,Other Reductions,1787.018
2016,Qtr2,no,Ireland Wind,Availability,1154859.7
2016,Qtr2,no,Ireland Wind,Generation,1137358.151
2016,Qtr2,no,Ireland Wind,Dispatch Down,13390.047
2016,Qtr2,no,Ireland Wind,Constraints,8769.095
2016,Qtr2,no,Ireland Wind,Transmission Constraints,8764.109
2016,Qtr2,no,Ireland Wind,TSO Testing,4.986
2016,Qtr2,no,Ireland Wind,Curtailments,4620.955
2016,Qtr2,no,Ireland Wind,High Freq / Min Gen,1833.893
2016,Qtr2,no,Ireland Wind,ROCOF / Inertia,0.0
2016,Qtr2,no,Ireland Wind,SNSP Issue,2787.058
2016,Qtr2,no,Ireland Wind,Other Reductions,1676.797
2016,Qtr2,no,Northern Ireland Wind,Availability,277611.639
2016,Qtr2,no,Northern Ireland Wind,Generation,274980.716
2016,Qtr2,no,Northern Ireland Wind,Dispatch Down,2206.317
2016,Qtr2,no,Northern Ireland Wind,Constraints,679.837
2016,Qtr2,no,Northern Ireland Wind,Transmission Constraints,679.837
2016,Qtr2,no,Northern Ireland Wind,TSO Testing,0.0
2016,Qtr2,no,Northern Ireland Wind,Curtailments,1526.48
2016,Qtr2,no,Northern Ireland Wind,High Freq / Min Gen,878.453
2016,Qtr2,no,Northern Ireland Wind,ROCOF / Inertia,0.0
2016,Qtr2,no,Northern Ireland Wind,SNSP Issue,648.03
2016,Qtr2,no,Northern Ireland Wind,Other Reductions,110.221
2016,Jul,yes,All Island Wind,Availability,444519.981
2016,Jul,yes,All Island Wind,Generation,429816.015
2016,Jul,yes,All Island Wind,Dispatch Down,13659.123
2016,Jul,yes,All Island Wind,Constraints,11495.01
2016,Jul,yes,All Island Wind,Transmission Constraints,11494.966
2016,Jul,yes,All Island Wind,TSO Testing,0.044
2016,Jul,yes,All Island Wind,Curtailments,2164.114
2016,Jul,yes,All Island Wind,High Freq / Min Gen,2164.114
2016,Jul,yes,All Island Wind,ROCOF / Inertia,0.0
2016,Jul,yes,All Island Wind,SNSP Issue,0.0
2016,Jul,yes,All Island Wind,Other Reductions,323.822
2016,Jul,yes,Ireland Wind,Availability,359269.997
2016,Jul,yes,Ireland Wind,Generation,350296.525
2016,Jul,yes,Ireland Wind,Dispatch Down,8348.389
2016,Jul,yes,Ireland Wind,Constraints,7289.873
2016,Jul,yes,Ireland Wind,Transmission Constraints,7289.829
2016,Jul,yes,Ireland Wind,TSO Testing,0.044
2016,Jul,yes,Ireland Wind,Curtailments,1058.517
2016,Jul,yes,Ireland Wind,High Freq / Min Gen,1058.517
2016,Jul,yes,Ireland Wind,ROCOF / Inertia,0.0
2016,Jul,yes,Ireland Wind,SNSP Issue,0.0
2016,Jul,yes,Ireland Wind,Other Reductions,125.884
2016,Jul,yes,Northern Ireland Wind,Availability,85249.984
2016,Jul,yes,Northern Ireland Wind,Generation,79519.49
2016,Jul,yes,Northern Ireland Wind,Dispatch Down,5310.734
2016,Jul,yes,Northern Ireland Wind,Constraints,4205.137
2016,Jul,yes,Northern Ireland Wind,Transmission Constraints,4205.137
2016,Jul,yes,Northern Ireland Wind,TSO Testing,0.0
2016,Jul,yes,Northern Ireland Wind,Curtailments,1105.597
2016,Jul,yes,Northern Ireland Wind,High Freq / Min Gen,1105.597
2016,Jul,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2016,Jul,yes,Northern Ireland Wind,SNSP Issue,0.0
2016,Jul,yes,Northern Ireland Wind,Other Reductions,197.938
2016,Aug,yes,All Island Wind,Availability,655400.511
2016,Aug,yes,All Island Wind,Generation,619517.005
2016,Aug,yes,All Island Wind,Dispatch Down,33035.052
2016,Aug,yes,All Island Wind,Constraints,23936.784
2016,Aug,yes,All Island Wind,Transmission Constraints,23936.753
2016,Aug,yes,All Island Wind,TSO Testing,0.031
2016,Aug,yes,All Island Wind,Curtailments,9098.272
2016,Aug,yes,All Island Wind,High Freq / Min Gen,6673.489
2016,Aug,yes,All Island Wind,ROCOF / Inertia,14.412
2016,Aug,yes,All Island Wind,SNSP Issue,2410.372
2016,Aug,yes,All Island Wind,Other Reductions,1419.275
2016,Aug,yes,Ireland Wind,Availability,525117.479
2016,Aug,yes,Ireland Wind,Generation,499183.425
2016,Aug,yes,Ireland Wind,Dispatch Down,23974.459
2016,Aug,yes,Ireland Wind,Constraints,17133.579
2016,Aug,yes,Ireland Wind,Transmission Constraints,17133.548
2016,Aug,yes,Ireland Wind,TSO Testing,0.031
2016,Aug,yes,Ireland Wind,Curtailments,6840.879
2016,Aug,yes,Ireland Wind,High Freq / Min Gen,5554.395
2016,Aug,yes,Ireland Wind,ROCOF / Inertia,14.412
2016,Aug,yes,Ireland Wind,SNSP Issue,1272.07
2016,Aug,yes,Ireland Wind,Other Reductions,887.368
2016,Aug,yes,Northern Ireland Wind,Availability,130283.032
2016,Aug,yes,Northern Ireland Wind,Generation,120333.58
2016,Aug,yes,Northern Ireland Wind,Dispatch Down,9060.593
2016,Aug,yes,Northern Ireland Wind,Constraints,6803.205
2016,Aug,yes,Northern Ireland Wind,Transmission Constraints,6803.205
2016,Aug,yes,Northern Ireland Wind,TSO Testing,0.0
2016,Aug,yes,Northern Ireland Wind,Curtailments,2257.393
2016,Aug,yes,Northern Ireland Wind,High Freq / Min Gen,1119.094
2016,Aug,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2016,Aug,yes,Northern Ireland Wind,SNSP Issue,1138.302
2016,Aug,yes,Northern Ireland Wind,Other Reductions,531.907
2016,Sep,yes,All Island Wind,Availability,719274.736
2016,Sep,yes,All Island Wind,Generation,675491.361
2016,Sep,yes,All Island Wind,Dispatch Down,40259.517
2016,Sep,yes,All Island Wind,Constraints,9590.546
2016,Sep,yes,All Island Wind,Transmission Constraints,9579.773
2016,Sep,yes,All Island Wind,TSO Testing,10.773
2016,Sep,yes,All Island Wind,Curtailments,30668.976
2016,Sep,yes,All Island Wind,High Freq / Min Gen,21009.217
2016,Sep,yes,All Island Wind,ROCOF / Inertia,306.456
2016,Sep,yes,All Island Wind,SNSP Issue,9353.31
2016,Sep,yes,All Island Wind,Other Reductions,1611.848
2016,Sep,yes,Ireland Wind,Availability,569774.313
2016,Sep,yes,Ireland Wind,Generation,535863.032
2016,Sep,yes,Ireland Wind,Dispatch Down,31638.15
2016,Sep,yes,Ireland Wind,Constraints,8233.889
2016,Sep,yes,Ireland Wind,Transmission Constraints,8223.116
2016,Sep,yes,Ireland Wind,TSO Testing,10.773
2016,Sep,yes,Ireland Wind,Curtailments,23404.264
2016,Sep,yes,Ireland Wind,High Freq / Min Gen,15789.349
2016,Sep,yes,Ireland Wind,ROCOF / Inertia,306.456
2016,Sep,yes,Ireland Wind,SNSP Issue,7308.466
2016,Sep,yes,Ireland Wind,Other Reductions,795.838
2016,Sep,yes,Northern Ireland Wind,Availability,149500.423
2016,Sep,yes,Northern Ireland Wind,Generation,139628.329
2016,Sep,yes,Northern Ireland Wind,Dispatch Down,8621.367
2016,Sep,yes,Northern Ireland Wind,Constraints,1356.657
2016,Sep,yes,Northern Ireland Wind,Transmission Constraints,1356.657
2016,Sep,yes,Northern Ireland Wind,TSO Testing,0.0
2016,Sep,yes,Northern Ireland Wind,Curtailments,7264.712
2016,Sep,yes,Northern Ireland Wind,High Freq / Min Gen,5219.868
2016,Sep,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2016,Sep,yes,Northern Ireland Wind,SNSP Issue,2044.844
2016,Sep,yes,Northern Ireland Wind,Other Reductions,816.01
2016,Qtr3,no,All Island Wind,Availability,1819195.228
2016,Qtr3,no,All Island Wind,Generation,1724824.381
2016,Qtr3,no,All Island Wind,Dispatch Down,86953.692
2016,Qtr3,no,All Island Wind,Constraints,45022.34
2016,Qtr3,no,All Island Wind,Transmission Constraints,45011.492
2016,Qtr3,no,All Island Wind,TSO Testing,10.848
2016,Qtr3,no,All Island Wind,Curtailments,41931.362
2016,Qtr3,no,All Island Wind,High Freq / Min Gen,29846.82
2016,Qtr3,no,All Island Wind,ROCOF / Inertia,320.868
2016,Qtr3,no,All Island Wind,SNSP Issue,11763.682
2016,Qtr3,no,All Island Wind,Other Reductions,3354.945
2016,Qtr3,no,Ireland Wind,Availability,1454161.789
2016,Qtr3,no,Ireland Wind,Generation,1385342.982
2016,Qtr3,no,Ireland Wind,Dispatch Down,63960.998
2016,Qtr3,no,Ireland Wind,Constraints,32657.341
2016,Qtr3,no,Ireland Wind,Transmission Constraints,32646.493
2016,Qtr3,no,Ireland Wind,TSO Testing,10.848
2016,Qtr3,no,Ireland Wind,Curtailments,31303.66
2016,Qtr3,no,Ireland Wind,High Freq / Min Gen,22402.261
2016,Qtr3,no,Ireland Wind,ROCOF / Inertia,320.868
2016,Qtr3,no,Ireland Wind,SNSP Issue,8580.536
2016,Qtr3,no,Ireland Wind,Other Reductions,1809.09
2016,Qtr3,no,Northern Ireland Wind,Availability,365033.439
2016,Qtr3,no,Northern Ireland Wind,Generation,339481.399
2016,Qtr3,no,Northern Ireland Wind,Dispatch Down,22992.694
2016,Qtr3,no,Northern Ireland Wind,Constraints,12364.999
2016,Qtr3,no,Northern Ireland Wind,Transmission Constraints,12364.999
2016,Qtr3,no,Northern Ireland Wind,TSO Testing,0.0
2016,Qtr3,no,Northern Ireland Wind,Curtailments,10627.702
2016,Qtr3,no,Northern Ireland Wind,High Freq / Min Gen,7444.559
2016,Qtr3,no,Northern Ireland Wind,ROCOF / Inertia,0.0
2016,Qtr3,no,Northern Ireland Wind,SNSP Issue,3183.146
2016,Qtr3,no,Northern Ireland Wind,Other Reductions,1545.855
2016,Oct,yes,All Island Wind,Availability,578636.425
2016,Oct,yes,All Island Wind,Generation,566419.908
2016,Oct,yes,All Island Wind,Dispatch Down,10479.24
2016,Oct,yes,All Island Wind,Constraints,7215.153
2016,Oct,yes,All Island Wind,Transmission Constraints,7205.962
2016,Oct,yes,All Island Wind,TSO Testing,9.191
2016,Oct,yes,All Island Wind,Curtailments,3264.088
2016,Oct,yes,All Island Wind,High Freq / Min Gen,2203.862
2016,Oct,yes,All Island Wind,ROCOF / Inertia,11.973
2016,Oct,yes,All Island Wind,SNSP Issue,1048.258
2016,Oct,yes,All Island Wind,Other Reductions,734.631
2016,Oct,yes,Ireland Wind,Availability,460158.86
2016,Oct,yes,Ireland Wind,Generation,451054.212
2016,Oct,yes,Ireland Wind,Dispatch Down,8229.664
2016,Oct,yes,Ireland Wind,Constraints,5509.083
2016,Oct,yes,Ireland Wind,Transmission Constraints,5500.034
2016,Oct,yes,Ireland Wind,TSO Testing,9.049
2016,Oct,yes,Ireland Wind,Curtailments,2720.582
2016,Oct,yes,Ireland Wind,High Freq / Min Gen,1660.356
2016,Oct,yes,Ireland Wind,ROCOF / Inertia,11.973
2016,Oct,yes,Ireland Wind,SNSP Issue,1048.258
2016,Oct,yes,Ireland Wind,Other Reductions,351.335
2016,Oct,yes,Northern Ireland Wind,Availability,118477.565
2016,Oct,yes,Northern Ireland Wind,Generation,115365.696
2016,Oct,yes,Northern Ireland Wind,Dispatch Down,2249.576
2016,Oct,yes,Northern Ireland Wind,Constraints,1706.07
2016,Oct,yes,Northern Ireland Wind,Transmission Constraints,1705.928
2016,Oct,yes,Northern Ireland Wind,TSO Testing,0.142
2016,Oct,yes,Northern Ireland Wind,Curtailments,543.506
2016,Oct,yes,Northern Ireland Wind,High Freq / Min Gen,543.506
2016,Oct,yes,Northern Ireland Wind,ROCOF / Inertia,0.0
2016,Oct,yes,Northern Ireland Wind,SNSP Issue,0.0
2016,Oct,yes,Northern Ireland Wind,Other Reductions,383.296
2016,Nov,yes,All Island Wind,Availability,623107.0
2016,Nov,yes,All Island Wind,Generation,612578.559
2016,Nov,yes,All Island Wind,Dispatch Down,8357.55
2016,Nov,yes,All Island Wind,Constraints,3664.079
2016,Nov,yes,All Island Wind,Transmission Constraints,3661.288
2016,Nov,yes,All Island Wind,TSO Testing,2.791
2016,Nov,yes,All Island Wind,Curtailments,4693.47
2016,Nov,yes,All Island Wind,High Freq / Min Gen,4693.47
2016,Nov,yes,All Island Wind,ROCOF / Inertia,0.0
2016,Nov,yes,All Island Wind,SNSP Issue,0.0
2016,Nov,yes,All Island Wind,Other Reductions,1084.205
2016,Nov,yes,Ireland Wind,Availability,507165.533
2016,Nov,yes,Ireland Wind,Generation,501318.016
2016,Nov,yes,Ireland Wind,Dispatch Down,5215.967
2016,Nov,yes,Ireland Wind,Constraints,1365.697
2016,Nov,yes,Ireland Wind,Transmission Constraints,1362.906
2016,Nov,yes,Ireland Wind,TSO Testing,2.791
2016,Nov,yes,Ireland Wind,Curtailments,3850.271
2016,Nov,yes,Ireland Wind,High Freq / Min Gen,3850.271
2016,Nov,yes,Ireland Wind,ROCOF / Inertia,0.0
2016,Nov,yes,Ireland Wind,SNSP Issue,0.0
2016,Nov,yes,Ireland Wind,Other Reductions,186.748
2016,Nov,yes,Northern Ireland Wind,Availability,115941.467
2016,Nov,yes,Northern Ireland Wind,Generation,111260.543
2016,Nov,yes,Northern Ireland Wind,Dispatch Down,3141.583
2016,Nov,yes,Northern Ireland Wind,Constraints,2298.382
2016,Nov,yes,Northern Ireland Wind,Transmission Constraints,2298.382
