name,bus,control,p_nom,p_min_pu,q_set,sign,carrier,marginal_cost,psse_bus,psse_bus_name,aggregated,p_set_tytfs
12371-1,1231,PV,31.5,0.0,7.0,1.0,wind,0.0,12371.0,W_BALLYWATER,True,3.15
12372-2,1231,PV,10.5,0.0,3.0,1.0,wind,0.0,12372.0,W_BALLYWATER,True,1.05
12571-1,1251,PV,19.45,0.0,0.0,1.0,wind,0.0,12571.0,W_BOOLTIAGH,True,1.945
12572-1,1251,PV,12.0,0.0,-0.244,1.0,wind,0.0,12572.0,W_BOOLTIAGH_,True,1.2
12574-1,1251,PV,13.399,0.0,-0.272,1.0,wind,0.0,12574.0,W_LISSYCASEY,True,1.34
12575-1,1251,PV,15.0,0.0,-0.305,1.0,wind,0.0,12575.0,W_CROSSMORE,True,1.5
12576-1,1251,PV,10.2,0.0,-0.207,1.0,wind,0.0,12576.0,W_CROSSMORE,True,1.02
12577-1,1251,PV,4.2,0.0,-0.085,1.0,wind,0.0,12577.0,W_GORTAHEERA,True,0.42
12771-1,1271,PV,10.0,0.0,-0.203,1.0,solar,0.0,12771.0,PV_BALTRASNA,True,1.0
12772-1,1271,PV,7.14,0.0,-0.145,1.0,solar,0.0,12772.0,PV_PAINESTOW,True,0.714
12872-DW,1281,PV,8.4,0.0,-0.171,1.0,wind,0.0,12872.0,W_BALLYBANE,True,0.84
12873-1,1281,PV,19.55,0.0,-0.397,1.0,wind,0.0,12873.0,W_BALLYBANE,True,1.955
12874-1,1281,PV,8.5,0.0,-0.173,1.0,wind,0.0,12874.0,W_KEALKIL,True,0.85
13011-1,1301,PV,8.0,0.0,-0.162,1.0,solar,0.0,13011.0,PV_BALLYNAGR,True,0.8
13072-1,1301,PV,9.9,0.0,-0.201,1.0,solar,0.0,13072.0,PV_BALLINACL,True,0.99
13170-1,1311,PV,35.45,0.0,-1.034,1.0,wind,0.0,13170.0,W_SCARTAGLEN,True,3.545
13171-1,1311,PV,18.5,0.0,-0.376,1.0,wind,0.0,13171.0,W_COOLEGREAN,True,1.85
13172-1,1311,PV,3.8,0.0,-0.077,1.0,wind,0.0,13172.0,W_SCARTAGLEN,True,0.38
13371-1,1331,PV,60.0,0.0,20.0,1.0,solar,0.0,13371.0,PV_BLUNDELST,True,6.0
13471-1,1341,PV,0.66,0.0,-0.013,1.0,wind,0.0,13471.0,W_BURTONPORT,True,0.066
13472-DW,1341,PV,2.55,0.0,-0.052,1.0,wind,0.0,13472.0,W_SHANAGH_KI,True,0.255
13473-4,1341,PV,9.99,0.0,-0.203,1.0,wind,0.0,13473.0,W_CORKERMO,True,1.0
13474-1,1341,PV,6.0,0.0,-0.122,1.0,wind,0.0,13474.0,W_KILLIN_HIL,True,0.6
13475-6,1341,PV,7.65,0.0,-0.155,1.0,wind,0.0,13475.0,W_LOUGHDER,True,0.765
13476-3,1341,PV,11.9,0.0,-0.242,1.0,wind,0.0,13476.0,W_MEENACHU,True,1.19
13477-2,1341,PV,2.55,0.0,-0.052,1.0,wind,0.0,13477.0,W_KILLYBEG,True,0.255
13478-1,1341,PV,3.0,0.0,-0.061,1.0,wind,0.0,13478.0,W_KILCAR,True,0.3
13479-9,1341,PV,3.4,0.0,-0.069,1.0,wind,0.0,13479.0,W_MEENADREEN,True,0.34
13671-1,1361,PV,5.8,0.0,-0.118,1.0,solar,0.0,13671.0,PV_CARRICK,True,0.58
13871-1,1381,PV,4.95,0.0,-0.101,1.0,solar,0.0,13871.0,PV_LEACHT CR,True,0.495
13872-1,1381,PV,2.0,0.0,-0.041,1.0,wind,0.0,13872.0,W_BARNAHELY,True,0.2
13873-1,1381,PV,2.5,0.0,-0.051,1.0,solar,0.0,13873.0,PV_LEACHT CR,True,0.25
13904-1,1392,PV,55.0,0.0,-10.0,1.0,unknown,60.0,13904.0,CASTLELOST,True,55.0
13904-2,1392,PV,55.0,0.0,-10.0,1.0,unknown,60.0,13904.0,CASTLELOST,True,55.0
13914-1,1392,PV,55.0,0.0,-10.0,1.0,unknown,60.0,13914.0,CASTLELOST,True,55.0
13914-2,1392,PV,55.0,0.0,-10.0,1.0,unknown,60.0,13914.0,CASTLELOST,True,55.0
13914-3,1392,PV,55.0,0.0,-10.0,1.0,unknown,60.0,13914.0,CASTLELOST,True,55.0
14073-3,1401,PV,6.45,0.0,-0.131,1.0,wind,0.0,14073.0,W_BELLACORIC,True,0.645
14078-1,1401,PV,2.5,0.0,-0.051,1.0,wind,0.0,14078.0,W_DOOLEEG MO,True,0.25
14078-2,1401,PV,1.3,0.0,-0.026,1.0,wind,0.0,14078.0,W_DOOLEEG MO,True,0.13
14078-3,1401,PV,1.19,0.0,-0.024,1.0,wind,0.0,14078.0,W_DOOLEEG MO,True,0.119
14371-1,1431,PV,4.99,0.0,0.0,1.0,solar,0.0,14371.0,PV_LOAN PV,True,0.499
14372-1,1431,PV,35.0,0.0,-0.711,1.0,solar,0.0,14372.0,PV_PARKGROVE,True,3.5
14373-1,1431,PV,45.0,0.0,-0.914,1.0,wind,0.0,14373.0,W_FARRANORY,True,4.5
14424-1,1441,PV,4.95,0.0,-0.101,1.0,solar,0.0,14424.0,PV_KNOCKBROG,True,0.495
14424-2,1441,PV,4.95,0.0,-0.101,1.0,solar,0.0,14424.0,PV_KNOCKBROG,True,0.495
14471-1,1441,PV,4.0,0.0,-0.081,1.0,wind,0.0,14471.0,W_KILVINAN,True,0.4
14472-1,1441,PV,0.85,0.0,-0.01,1.0,wind,0.0,14472.0,W_KILVINAN_G,True,0.05
14473-1,1441,PV,5.95,0.0,-0.121,1.0,solar,0.0,14473.0,PV_CALLATRIM,True,0.595
14474-1,1441,PV,8.75,0.0,-0.178,1.0,wind,0.0,14474.0,W_GARRANEREA,True,0.875
14475-1,1441,PV,4.95,0.0,-0.101,1.0,solar,0.0,14475.0,PV_FARRANGAL,True,0.495
14476-1,1441,PV,12.0,0.0,-0.244,1.0,solar,0.0,14476.0,PV_FINNIS,True,1.2
14606-1,1461,PV,15.0,0.0,-0.305,1.0,solar,0.0,14606.0,PV_FARRAN SO,True,1.5
14771-1,14720,PV,500.0,0.0,-10.867,1.0,wind,0.0,14771.0,W_NISA BELCA,True,50.0
14871-1,1481,PV,1.7,0.0,-0.035,1.0,wind,0.0,14871.0,W_BEALLOUG,True,0.17
14872-1,1481,PV,3.95,0.0,-0.08,1.0,solar,0.0,14872.0,PV_KEILOGE S,True,0.395
14873-1,1481,PV,32.7,0.0,-0.664,1.0,solar,0.0,14873.0,PV_CARRIGLON,True,3.27
14971-1,1491,PV,85.0,0.0,-18.204,1.0,solar,0.0,14971.0,PV_DEENES,True,8.5
15112-1,1511,PV,12.0,0.0,-0.244,1.0,wind,0.0,15112.0,W_GLANRUDDER,True,1.2
15171-TW,1511,PV,46.0,0.0,-15.119,1.0,wind,0.0,15171.0,W_CLOGHBOOLA,True,4.6
15172-DW,1511,PV,12.55,0.0,-0.255,1.0,wind,0.0,15172.0,W_CLOGHANALE,True,1.255
15174-DW,1511,PV,20.0,0.0,-0.406,1.0,wind,0.0,15174.0,W_GLANRUDDER,True,2.0
15175-1,1511,PV,9.999,0.0,0.0,1.0,wind,0.0,15175.0,W_GLANTAUNYA,True,1.0
15271-1,1521,PV,56.4,0.0,2.374,1.0,wind,0.0,15271.0,W_MOANVANE,True,5.64
15471-1,1541,PV,4.0,0.0,-0.081,1.0,solar,0.0,15471.0,PV_COURTOWN,True,0.4
15473-1,1541,PV,4.0,0.0,-0.081,1.0,solar,0.0,15473.0,PV_GOREY PV,True,0.4
15571-1,1551,PV,5.4,0.0,-0.11,1.0,wind,0.0,15571.0,W_ESK,True,0.54
15571-2,1551,PV,12.0,0.0,-0.244,1.0,wind,0.0,15571.0,W_ESK,True,1.2
15571-DW,1551,PV,5.95,0.0,-0.121,1.0,wind,0.0,15571.0,W_ESK,True,0.595
15572-1,1551,PV,65.7,0.0,-3.248,1.0,wind,0.0,15572.0,W_BOGGERAGH_,True,6.57
15573-1,1551,PV,20.0,0.0,-2.02,1.0,wind,0.0,15573.0,W_CARRIGCA,True,2.0
15573-2,1551,PV,3.0,0.0,-0.061,1.0,wind,0.0,15573.0,W_CARRIGCA,True,0.3
15574-1,1551,PV,57.0,0.0,-3.897,1.0,wind,0.0,15574.0,W_BOGGERAG,True,5.7
15771-1,1571,PV,1.98,0.0,-0.04,1.0,wind,0.0,15771.0,W_CRONALAGHT,True,0.198
15772-1,1571,PV,3.0,0.0,-0.061,1.0,wind,0.0,15772.0,W_CRONALAGHT,True,0.3
15971-1,1591,PV,100.0,0.0,-20.689,1.0,solar,0.0,15971.0,PV_CLONFAD,True,10.0
16271-1,1621,PV,10.0,0.0,-0.203,1.0,solar,0.0,16271.0,PV_GARRAVAGH,True,1.0
16371-1,1631,PV,3.4,0.0,-0.069,1.0,wind,0.0,16371.0,W_CARANNE_HI,True,0.34
16372-2,1631,PV,3.4,0.0,-0.069,1.0,wind,0.0,16372.0,W_BLACK_BANK,True,0.34
16373-3,1631,PV,6.8,0.0,-0.138,1.0,wind,0.0,16373.0,W_BLACK_BANK,True,0.68
16374-4,1631,PV,7.65,0.0,0.0,1.0,wind,0.0,16374.0,W_ALTAGOWLAN,True,0.765
16375-1,1631,PV,3.96,0.0,-0.08,1.0,wind,0.0,16375.0,W_MONEENATIE,True,0.396
16376-6,1631,PV,4.95,0.0,-0.101,1.0,wind,0.0,16376.0,W_GEEVAGH,True,0.495
16377-1,1631,PV,9.0,0.0,-0.183,1.0,wind,0.0,16377.0,W_TULLYNAMOY,True,0.9
16378-1,1631,PV,1.598,0.0,-0.032,1.0,wind,0.0,16378.0,W_CARANNE_HI,True,0.16
16379-2,1631,PV,0.29,0.0,-0.006,1.0,wind,0.0,16379.0,W_MONEENATIE,True,0.029
16382-1,1631,PV,10.225,0.0,-0.208,1.0,wind,0.0,16382.0,W_TULLYNAMOY,True,1.023
16385-1,1631,PV,16.35,0.0,-0.332,1.0,wind,0.0,16385.0,W_TULLYNAMOY,True,1.635
16392-1,1631,PV,11.98,0.0,-0.243,1.0,wind,0.0,16392.0,W_TULLYNAMOY,True,1.198
16471-1,16410,PV,100.0,0.0,-33.0,1.0,solar,0.0,16471.0,PV_BALLYMONE,True,10.0
16571-1,1651,PV,37.8,0.0,-13.0,1.0,wind,0.0,16571.0,W_CLAHANE,True,3.78
16572-1,1651,PV,34.0,0.0,-0.992,1.0,solar,0.0,16572.0,PV_BANEMORE,True,3.4
16670-1,1661,PV,4.65,0.0,-0.094,1.0,wind,0.0,16670.0,W_LENENEVEA_,True,0.465
16671-1,1661,PV,3.4,0.0,-0.069,1.0,wind,0.0,16671.0,W_CUILLALEA1,True,0.34
16672-2,1661,PV,1.59,0.0,-0.032,1.0,wind,0.0,16672.0,W_CUILLALEA2,True,0.159
16674-1,1661,PV,18.7,0.0,-0.38,1.0,wind,0.0,16674.0,W_RAHEEN_BAR,True,1.87
16675-2,1661,PV,8.5,0.0,-0.173,1.0,wind,0.0,16675.0,W_RAHEEN_BAR,True,0.85
16676-1,1661,PV,6.8,0.0,-0.138,1.0,wind,0.0,16676.0,W_LENANAVEA_,True,0.68
16679-3,1661,PV,6.8,0.0,-0.138,1.0,wind,0.0,16679.0,W_LENENEVA_3,True,0.68
16771-1,1671,PV,75.0,0.0,-17.099,1.0,wind,0.0,16771.0,W_BS_CLONCRE,True,7.5
17073-3,1701,PV,22.5,0.2222222222222222,-0.616,1.0,hydro,1.0,17073.0,HY_CATHG3,True,22.0
17074-4,17010,PV,23.0,0.21739130434782608,-0.616,1.0,hydro,1.0,17074.0,HY_CATHG4,True,23.0
17075-7,1341,PV,1.98,0.0,-0.04,1.0,wind,0.0,17075.0,W_ANARGET,True,0.198
17077-8,1341,PV,0.02,0.0,-0.0,1.0,wind,0.0,17077.0,W_ANARGET,True,0.002
17078-1,17010,PV,37.5,0.0,-13.0,1.0,wind,0.0,17078.0,W_DERRYKILLE,True,3.75
17205-1,1721,PV,8.0,0.0,-0.162,1.0,solar,0.0,17205.0,PV_MONROE EA,True,0.8
17272-1,1721,PV,4.0,0.0,-0.081,1.0,solar,0.0,17272.0,PV_FARRANLAH,True,0.4
17273-1,1721,PV,19.0,0.0,-0.386,1.0,solar,0.0,17273.0,PV_BALLYMACA,True,1.9
17274-1,1721,PV,3.3,0.0,-0.067,1.0,solar,0.0,17274.0,PV_MAGHERARE,True,0.33
17471-1,17420,PV,824.0,0.0,-100.0,1.0,wind,0.0,17471.0,W_DUBLIN ARR,True,82.4
17571-1,1751,PV,42.0,0.0,-11.0,1.0,wind,0.0,17571.0,W_PV_KNOCKNA,True,4.2
17571-2,1751,PV,12.0,0.0,-4.0,1.0,wind,0.0,17571.0,W_PV_KNOCKNA,True,1.2
17671-1,1761,PV,10.0,0.3,-0.187,1.0,hydro,1.0,17671.0,HY_CLIFG1,True,10.0
17672-2,1761,PV,10.0,0.3,-0.187,1.0,hydro,1.0,17672.0,HY_CLIFG2,True,10.0
18212-1,1821,PV,20.0,0.0,-0.406,1.0,solar,0.0,18212.0,PV_CLOONASCR,True,2.0
18271-DW,1821,PV,4.25,0.0,-0.086,1.0,wind,0.0,18271.0,W_CLOONLUSK,True,0.425
18272-1,1821,PV,4.0,0.0,-0.081,1.0,solar,0.0,18272.0,PV_BARNDERG,True,0.4
18274-1,1821,PV,50.0,0.0,-17.0,1.0,solar,0.0,18274.0,PV_BARNACURR,True,5.0
18275-1,1821,PV,4.99,0.0,-0.101,1.0,solar,0.0,18275.0,PV_MILLTOWN,True,0.499
18276-1,1821,PV,4.99,0.0,-0.101,1.0,wind,0.0,18276.0,W_BALLYNAKIL,True,0.499
18277-1,1821,PV,4.99,0.0,-0.101,1.0,unknown,60.0,18277.0,CLOONBAR,True,0.499
18372-1,1831,PV,3.0,0.0,-0.061,1.0,wind,0.0,18372.0,W_ROSSAVEEL,True,0.3
18373-1,1831,PV,4.99,0.0,-0.101,1.0,wind,0.0,18373.0,W_INVERINCT,True,0.499
18471-1,1841,PV,4.99,0.0,-0.101,1.0,wind,0.0,18471.0,W_GREENOGE,True,0.499
18472-DW,1841,PV,2.5,0.0,-0.051,1.0,wind,0.0,18472.0,W_KILBRANISH,True,0.25
18476-1,1841,PV,5.0,0.0,-0.102,1.0,solar,0.0,18476.0,PV_MACALLIAN,True,0.5
18611-1,1861,PV,1.6,0.0,-0.032,1.0,unknown,60.0,18611.0,CASTLEREA,True,0.16
18611-2,1861,PV,5.0,0.0,-0.102,1.0,unknown,60.0,18611.0,CASTLEREA,True,0.5
18672-1,1861,PV,4.0,0.0,-0.081,1.0,solar,0.0,18672.0,PV_RATHLEG,True,0.4
18871-1,18810,PV,120.0,0.0,17.539,1.0,solar,0.0,18871.0,PV_BALLYROE,True,12.0
19074-1,1901,PV,4.0,0.0,-0.081,1.0,solar,0.0,19074.0,PV_KILCARRIG,True,0.4
19076-1,1901,PV,15.0,0.0,-0.305,1.0,wind,0.0,19076.0,W_BILBAO,True,1.5
19076-2,1901,PV,6.0,0.0,-0.122,1.0,wind,0.0,19076.0,W_BILBAO,True,0.6
19077-1,1901,PV,4.6,0.0,-0.093,1.0,solar,0.0,19077.0,PV_COPPENAGH,True,0.46
19077-2,1901,PV,4.7,0.0,-0.095,1.0,solar,0.0,19077.0,PV_COPPENAGH,True,0.47
19081-1,1901,PV,2.55,0.0,-0.052,1.0,wind,0.0,19081.0,W_CRONELEA,True,0.255
19082-2,1901,PV,1.7,0.0,-0.035,1.0,wind,0.0,19082.0,W_CRONELEA,True,0.17
19083-1,1901,PV,4.99,0.0,-0.101,1.0,wind,0.0,19083.0,W_CRONELEA,True,0.499
19084-2,1901,PV,4.5,0.0,-0.091,1.0,wind,0.0,19084.0,W_CRONELEA,True,0.45
19085-1,1901,PV,21.0,0.0,-0.426,1.0,wind,0.0,19085.0,W_GORTAHIL,True,2.1
19102-1,1911,PV,100.0,0.34,4.38,1.0,unknown,60.0,19102.0,CUILEEN_POWE,True,100.0
19201-1,1921,PV,4.95,0.0,-0.101,1.0,solar,0.0,19201.0,PV_COW CROSS,True,0.495
19371-1,1931,PV,23.75,0.0,0.0,1.0,wind,0.0,19371.0,W_KINGSMOUNT,True,2.375
19372-2,1931,PV,11.05,0.0,-3.0,1.0,wind,0.0,19372.0,W_KINGSMOUNT,True,1.105
19771-1,1971,PV,42.5,0.0,0.0,1.0,wind,0.0,19771.0,W_COOMAGEARL,True,4.25
19772-TW,1971,PV,8.5,0.0,-2.794,1.0,wind,0.0,19772.0,W_COOMAGEARL,True,0.85
19773-TW,1971,PV,30.0,0.0,-9.861,1.0,wind,0.0,19773.0,W_COOMAGE_PH,True,3.0
19971-1,1991,PV,20.0,0.0,3.71,1.0,wind,0.0,19971.0,W_CASTLEDOCK,True,2.0
19972-2,1991,PV,2.0,0.0,-0.041,1.0,wind,0.0,19972.0,W_CASTLEDOCK,True,0.2
19973-3,1991,PV,3.3,0.0,-0.067,1.0,wind,0.0,19973.0,W_CASTLEDOCK,True,0.33
19974-4,1991,PV,16.1,0.0,2.473,1.0,wind,0.0,19974.0,W_CASTLEDOCK,True,1.61
20171-1,2011,PV,85.0,0.0,5.621,1.0,unknown,60.0,20171.0,S_GARR,True,8.5
20671-1,2061,PV,55.0,0.0,-10.0,1.0,solar,0.0,20671.0,PV_CASTLETRE,True,5.5
20771-1,2072,PV,284.0,0.2112676056338028,-92.686,1.0,unknown,60.0,20771.0,KILSHANE,True,141.0
21071-2,2101,PV,0.5,0.0,-0.01,1.0,wind,0.0,21071.0,W_DUNDALK,True,0.05
21072-1,2101,PV,3.99,0.0,-0.081,1.0,solar,0.0,21072.0,PV_WILLVILLE,True,0.399
21272-1,2121,PV,4.0,0.0,-0.081,1.0,solar,0.0,21272.0,PV_FIRGROVE,True,0.4
21273-1,2121,PV,8.0,0.0,-0.162,1.0,solar,0.0,21273.0,PV_CLONLOGHA,True,0.8
21274-1,21210,PV,60.0,0.0,20.0,1.0,solar,0.0,21274.0,PV_COOLSHAMR,True,6.0
21371-TW,2131,PV,28.5,0.0,-3.82,1.0,wind,0.0,21371.0,W_DROMADA,True,2.85
21404-1,2141,PV,4.99,0.0,-0.101,1.0,unknown,60.0,21404.0,DUNGARVAN,True,0.499
21471-1,2141,PV,15.0,0.0,-0.305,1.0,solar,0.0,21471.0,PV_DRUMROE E,True,1.5
21472-1,2141,PV,19.0,0.0,-0.386,1.0,solar,0.0,21472.0,PV_POULBAUTI,True,1.9
21473-1,2141,PV,4.95,0.0,-0.101,1.0,solar,0.0,21473.0,PV_KILCANNON,True,0.495
21474-1,2141,PV,4.0,0.0,-0.081,1.0,solar,0.0,21474.0,PV_COOLTUBBR,True,0.4
21571-1,2151,PV,50.0,0.0,-17.0,1.0,solar,0.0,21571.0,PV_DROMBEG S,True,5.0
21572-1,2151,PV,25.2,0.0,-0.392,1.0,wind,0.0,21572.0,W_BALLYLONGF,True,2.52
21672-1,2161,PV,4.99,0.0,-0.101,1.0,solar,0.0,21672.0,S_CLONMELPV,True,0.499
21791-1,2171,PV,33.6,0.0,-0.98,1.0,wind,0.0,21791.0,W_KNOCKALOUG,True,3.36
21871-1,2181,PV,1.7,0.0,-0.035,1.0,wind,0.0,21871.0,W_DUNMORE,True,0.17
21872-2,2181,PV,1.8,0.0,-0.037,1.0,wind,0.0,21872.0,W_DUNMORE,True,0.18
21874-1,2181,PV,0.15,0.0,-0.003,1.0,wind,0.0,21874.0,W_BURTONSTOW,True,0.015
21875-1,2181,PV,3.99,0.0,-0.081,1.0,solar,0.0,21875.0,PV_STAMULLEN,True,0.399
21876-1,2181,PV,3.99,0.0,-0.081,1.0,solar,0.0,21876.0,PV_BEAULIEU,True,0.399
21877-1,2181,PV,4.0,0.0,-0.081,1.0,solar,0.0,21877.0,PV_GRANGEGEE,True,0.4
21878-1,2181,PV,4.0,0.0,-0.081,1.0,solar,0.0,21878.0,PV_CLUIDE PV,True,0.4
22171-1,2211,PV,101.1,0.0,-29.94,1.0,solar,0.0,22171.0,PV_DENNISTOW,True,10.11
22204-1,2221,PV,1.0,0.0,-0.02,1.0,unknown,60.0,22204.0,DUNMANWAY,True,0.1
22272-DW,2225,PV,17.0,0.0,-0.345,1.0,wind,0.0,22272.0,W_KILVEENOGE,True,1.7
22273-DW,2221,PV,4.5,0.0,-0.091,1.0,wind,0.0,22273.0,W_REENASCREE,True,0.45
22274-2,1281,PV,5.94,0.0,-0.121,1.0,wind,0.0,22274.0,W_MILANEH,True,0.594
22275-4,2221,PV,4.25,0.0,-0.086,1.0,wind,0.0,22275.0,W_LAHANAGH,True,0.425
22276-3,2225,PV,5.95,0.0,-0.121,1.0,wind,0.0,22276.0,W_COOMATAL,True,0.595
22278-1,2221,PV,4.62,0.0,-0.094,1.0,wind,0.0,22278.0,W_CURRABWEE,True,0.462
22279-1,2221,PV,13.8,0.0,-0.28,1.0,wind,0.0,22279.0,W_KNOCKEENBU,True,1.38
22371-1,2231,PV,59.5,0.0,-10.087,1.0,wind,0.0,22371.0,W_DERRYBRIEN,True,5.95
22471-1,2241,PV,2.55,0.0,-0.052,1.0,wind,0.0,22471.0,W_CARRIG,True,0.255
22472-2,2241,PV,4.25,0.0,-0.086,1.0,wind,0.0,22472.0,W_SKEHANAG,True,0.425
22473-1,2241,PV,4.25,0.0,-0.086,1.0,wind,0.0,22473.0,W_LEABEG,True,0.425
22474-1,2241,PV,9.99,0.0,-0.203,1.0,wind,0.0,22474.0,W_MEENWAUN,True,0.999
22475-1,2241,PV,4.99,0.0,-0.101,1.0,wind,0.0,22475.0,W_LEAMORCT,True,0.499
22771-1,2271,PV,65.0,0.0,-20.0,1.0,solar,0.0,22771.0,PV_DERRYLAHA,True,6.5
22871-1,22811,PV,2.55,0.0,-0.052,1.0,wind,0.0,22871.0,W_MACEUPP,True,0.255
22872-1,2281,PV,40.8,0.0,-0.828,1.0,wind,0.0,22872.0,W_MAGHERAMOR,True,4.08
22874-1,2281,PV,4.0,0.0,-0.081,1.0,solar,0.0,22874.0,PV_LISDUFF,True,0.4
23071-1,2301,PV,14.0,0.0,-0.284,1.0,solar,0.0,23071.0,PV_HORTLAND,True,1.4
23073-1,2301,PV,17.5,0.0,-0.355,1.0,solar,0.0,23073.0,PV_DYSART,True,1.75
23371-1,2331,PV,47.3,0.0,-17.0,1.0,wind,0.0,23371.0,W_FERRY VIEW,True,4.73
23471-1,2341,PV,91.2,0.0,-25.0,1.0,unknown,60.0,23471.0,CAHERHURLY,True,9.12
23571-1,2351,PV,50.0,0.0,17.0,1.0,unknown,60.0,23571.0,EFFERNOGE,True,5.0
23675-1,2361,PV,19.0,0.0,-0.386,1.0,solar,0.0,23675.0,PV_LISSANE W,True,1.9
23682-1,23610,PV,45.515,0.0,-1.328,1.0,wind,0.0,23682.0,W_BOOLONARUD,True,4.551
23692-TW,23610,PV,26.875,0.0,-8.869,1.0,wind,0.0,23692.0,W_KNOCKALASS,True,2.688
24471-1,2441,PV,54.0,0.5,25.0,1.0,unknown,60.0,24471.0,BELLEWSTOWN,True,54.0
24472-1,2441,PV,54.0,0.5,25.0,1.0,unknown,60.0,24472.0,BELLEWSTOWN,True,54.0
24473-1,2441,PV,54.0,0.5,25.0,1.0,unknown,60.0,24473.0,BELLEWSTOWN,True,54.0
25672-1,2571,PV,8.42,0.0,-0.171,1.0,solar,0.0,25672.0,PV_BULLSTOWN,True,0.842
25675-1,25610,PV,75.0,0.0,1.217,1.0,solar,0.0,25675.0,PV_FIELDSTOW,True,7.5
25675-2,25610,PV,18.27,0.0,0.297,1.0,solar,0.0,25675.0,PV_FIELDSTOW,True,1.827
26071-1,2601,PV,48.3,0.0,-17.0,1.0,wind,0.0,26071.0,W_FIRLOUGH,True,4.83
26071-2,2601,PV,27.3,0.0,-7.0,1.0,wind,0.0,26071.0,W_FIRLOUGH,True,2.73
26471-1,2641,PV,54.8,0.0,-17.0,1.0,solar,0.0,26471.0,PV_GRAHOMICK,True,5.48
26571-1,2651,PV,49.5,0.0,-16.635,1.0,wind,0.0,26571.0,W_GARRINTAGG,True,4.95
26671-1,2661,PV,40.0,0.0,-0.812,1.0,solar,0.0,26671.0,PV_GLEN SOLA,True,4.0
26732-1,2671,PV,34.0,0.0,-0.992,1.0,wind,0.0,26732.0,W_DERRYSALLA,True,3.4
