name,bus0,bus1,x,r,b,s_nom,length,carrier,sub_network,s_nom_source,psse_ckt
2091-2171-1,2091,2171,1.815,0.3267,0.000884297520661157,190.0,11.7,AC,0,RATE1,1
2091-2331-1,2091,2331,0.33880000000000005,0.048400000000000006,0.00018925619834710743,228.0,2.0,AC,0,RATE1,1
2091-4951-1,2091,4951,7.6714,2.2881099999999996,0.0006724793388429753,220.0,22.71,AC,0,RATE1,1
2091-20900-1,2091,20900,0.08470000000000001,0.024200000000000003,4.628099173553718e-05,140.0,0.5,AC,0,RATE1,1
2101-4061-1,2101,4061,3.1218,1.4157000000000002,2.066115702479339e-05,121.0,7.5,AC,0,RATE1,1
2101-35211-1,2101,35211,7.0422,3.1702000000000004,4.462809917355372e-05,121.0,16.81,AC,0,RATE1,1
2121-21210-1,2121,21210,2.541,1.1374000000000002,2.1487603305785124e-05,121.0,6.13,AC,0,RATE1,1
2121-21261-1,2121,21261,0.012100000000000001,0.0,0.0,123.0,0.0,AC,0,RATE1,1
2141-4791-1,2141,4791,6.074200000000001,1.1858000000000002,4.958677685950413e-05,210.0,15.48,AC,0,RATE1,1
2141-6931-1,2141,6931,3.4001000000000006,0.6655,2.5619834710743802e-05,210.0,8.65,AC,0,RATE1,1
2151-3461-1,2151,3461,5.4692,0.9800999999999999,8.59504132231405e-05,210.0,13.9,AC,0,RATE1,1
2151-5281-1,2151,5281,12.6687,2.4562999999999997,0.0001140495867768595,210.0,32.33,AC,0,RATE1,1
2161-21661-1,2161,21661,0.012100000000000001,0.0,0.0,123.0,0.0,AC,0,RATE1,1
2181-2841-1,2181,2841,8.070699999999999,3.5452999999999997,5.206611570247934e-05,121.0,19.39,AC,0,RATE1,1
2181-3521-1,2181,3521,12.547699999999999,2.4320999999999997,9.338842975206611e-05,121.0,31.9,AC,0,RATE1,1
2181-4691-1,2181,4691,1.0648,0.2057,3.2231404958677685e-05,210.0,2.88,AC,0,RATE1,1
2191-4691-1,2191,4691,0.8228,0.121,0.0004735537190082644,228.0,5.0,AC,0,RATE1,1
2202-3342-1,2202,3342,24.877599999999997,3.3396,0.00016033057851239668,468.0,59.3,AC,0,RATE1,1
2202-3842-1,2202,3842,12.825999999999999,1.7423999999999997,8.243801652892562e-05,513.0,30.55,AC,0,RATE1,1
2202-3852-2,2202,3852,12.825999999999999,1.7423999999999997,8.264462809917356e-05,513.0,30.55,AC,0,RATE1,2
2202-5202-1,2202,5202,10.6964,1.4520000000000002,0.00029814049586776863,351.0,26.62,AC,0,RATE1,1
2204-5464-1,2204,5464,8.5196,0.4331999999999999,0.004234072022160665,1473.0,52.85,AC,0,RATE1,1
2204-22044-1,2204,22044,-10.108,0.0,0.0,1847.0,0.0,AC,0,RATE1,1
2211-2641-1,2211,2641,1.5367000000000002,0.7381,0.0007049586776859503,140.0,8.5,AC,0,RATE1,1
2211-5501-1,2211,5501,1.7666,0.847,0.0008123966942148761,140.0,9.8,AC,0,RATE1,1
2221-2225-1,2221,2225,0.012100000000000001,0.0,0.0,999.0,0.0,AC,0,RATE1,1
2221-3881-1,2221,3881,10.904399000000002,4.760503000000001,7.198347107438018e-05,217.0,26.22,AC,0,RATE1,1
2221-3891-1,2221,3891,4.8037,1.8755000000000002,2.9752066115702478e-05,217.0,10.88,AC,0,RATE1,1
2221-22261-1,2221,22261,0.012100000000000001,0.0,0.0,123.0,0.0,AC,0,RATE1,1
2241-22419-1,2241,22419,5.082,2.299,3.305785123966942e-05,123.0,12.2,AC,0,RATE1,1
2251-2571-1,2251,2571,1.7423999999999997,0.2057,0.0009157024793388429,136.0,9.24,AC,0,RATE1,1
2251-3421-1,2251,3421,0.5807999999999999,0.2783,0.0002652892561983471,151.0,3.2,AC,0,RATE1,1
2261-3311-1,2261,3311,0.048400000000000006,0.012100000000000001,2.4793388429752065e-05,228.0,0.26,AC,0,RATE1,1
2261-3381-1,2261,3381,6.025799999999999,1.4882999999999997,4.3801652892561984e-05,159.0,15.12,AC,0,RATE1,1
2261-22612-1,2261,22612,0.012100000000000001,0.0,0.0,380.0,0.0,AC,0,RATE1,1
2271-4941-1,2271,4941,0.5203,0.10889999999999998,0.00031900826446280996,140.0,3.5,AC,0,RATE1,1
2281-22811-1,2281,22811,0.012100000000000001,0.0,0.0,999.0,0.0,AC,0,RATE1,1
2281-22861-1,2281,22861,0.012100000000000001,0.0,0.0,123.0,0.0,AC,0,RATE1,1
2301-23019-1,2301,23019,0.024200000000000003,0.012100000000000001,8.264462809917356e-07,57.0,0.06,AC,0,RATE1,1
2312-4662-1,2312,4662,2.2264,0.19360000000000002,0.0005997933884297521,794.0,9.09,AC,0,RATE1,1
2312-4662-2,2312,4662,2.2264,0.19360000000000002,0.0005997933884297521,794.0,9.05,AC,0,RATE1,2
2321-3581-1,2321,3581,3.3396,1.5125,2.1487603305785124e-05,123.0,8.35,AC,0,RATE1,1
2321-4071-1,2321,4071,2.0812,0.9438,1.322314049586777e-05,121.0,5.0,AC,0,RATE1,1
2321-28710-1,2321,28710,10.998899999999999,4.6706,0.0001256198347107438,123.0,27.0,AC,0,RATE1,1
2351-3641-1,2351,3641,1.9965000000000002,0.38720000000000004,1.652892561983471e-05,210.0,5.06,AC,0,RATE1,1
2361-21210-1,2361,21210,4.767399999999999,2.1417,3.057851239669421e-05,121.0,11.41,AC,0,RATE1,1
2361-23610-1,2361,23610,5.7475,0.390588,0.0022396694214876036,220.0,31.0,AC,0,RATE1,1
2391-5301-1,2391,5301,8.349,1.6214,6.198347107438017e-05,210.0,21.24,AC,0,RATE1,1
2401-5321-1,2401,5321,6.792214000000001,1.935516,0.00022884297520661158,159.0,18.29,AC,0,RATE1,1
2421-3471-1,2421,3471,0.10889999999999998,0.024200000000000003,6.859504132231405e-05,184.0,0.75,AC,0,RATE1,1
2421-3471-2,2421,3471,0.10889999999999998,0.024200000000000003,6.859504132231405e-05,184.0,0.75,AC,0,RATE1,2
2441-2791-1,2441,2791,10.285000000000002,1.9965000000000002,0.00012396694214876033,190.0,26.5,AC,0,RATE1,1
2441-4501-1,2441,4501,0.19360000000000002,0.03629999999999999,4.958677685950413e-05,190.0,0.8,AC,0,RATE1,1
2481-24819-1,2481,24819,2.0812,0.9438,1.322314049586777e-05,123.0,5.0,AC,0,RATE1,1
2491-17411-1,2491,17411,3.1218,1.4157000000000002,1.9834710743801653e-05,123.0,7.5,AC,0,RATE1,1
2521-2681-1,2521,2681,4.4165,1.9965000000000002,2.8099173553719007e-05,68.0,10.6,AC,0,RATE1,1
2521-4981-1,2521,4981,21.0177,9.4985,0.00013388429752066115,121.0,50.5,AC,0,RATE1,1
2521-5341-1,2521,5341,12.704999999999998,2.4562999999999997,9.421487603305787e-05,210.0,32.3,AC,0,RATE1,1
2521-66094-1,2521,66094,8.530499999999998,1.6577000000000002,6.363636363636364e-05,210.0,21.7,AC,0,RATE1,1
2522-3522-1,2522,3522,47.256308,6.264896,0.0003000206611570248,475.0,110.08,AC,0,RATE1,1
2522-5042-1,2522,5042,22.76736,3.1459999999999995,0.0001587396694214876,513.0,56.01,AC,0,RATE1,1
2541-2941-1,2541,2941,0.484,0.21779999999999997,0.00024793388429752067,114.0,2.28,AC,0,RATE1,1
2541-5231-1,2541,5231,0.5082,0.242,0.00023223140495867768,136.0,2.8,AC,0,RATE1,1
2551-2951-1,2551,2951,0.43559999999999993,0.2057,0.00019917355371900828,133.0,2.4,AC,0,RATE1,1
2551-3081-1,2551,3081,1.1858000000000002,0.5324,0.0006008264462809918,114.0,5.6,AC,0,RATE1,1
2561-3781-1,2561,3781,0.8349,0.36300000000000004,0.0011669421487603305,114.0,7.9,AC,0,RATE1,1
2561-4491-1,2561,4491,1.1979000000000002,0.3993,5.041322314049587e-05,116.0,3.52,AC,0,RATE1,1
2561-25610-1,2561,25610,1.2100000000000002,0.0,0.0,2364.0,0.0,AC,0,"station coupler, bounded by the weaker end",1
2561-25674-1,2561,25674,0.012100000000000001,0.0,0.0,2364.0,0.0,AC,0,"station coupler, bounded by the weaker end",1
2562-2563-1,2562,2563,0.048400000000000006,0.0,0.0,999.0,0.0,AC,0,RATE1,1
2562-4012-1,2562,4012,0.29039999999999994,0.048400000000000006,7.933884297520661e-05,593.0,1.4,AC,0,RATE1,1
2563-4242-1,2563,4242,0.8228,0.242,0.0008130165289256198,548.0,11.85,AC,0,RATE1,1
2571-2701-1,2571,2701,5.832199999999999,2.6378000000000004,3.8842975206611575e-05,122.0,14.02,AC,0,RATE1,1
2571-2761-1,2571,2761,1.3914999999999997,0.6050000000000001,0.0019495867768595041,125.0,13.2,AC,0,RATE1,1
2571-4401-1,2571,4401,0.5807999999999999,0.2783,0.00021652892561983472,116.0,4.3,AC,0,RATE1,1
2571-5031-1,2571,5031,12.583999999999998,4.767399999999999,0.0004661157024793388,123.0,32.22,AC,0,RATE1,1
2581-3761-1,2581,3761,3.1702000000000004,0.9800999999999999,0.00010495867768595041,121.0,8.37,AC,0,RATE1,1
2591-18010-1,2591,18010,1.2826,0.484,0.00015950413223140498,132.0,4.4,AC,0,RATE1,1
2601-4041-1,2601,4041,5.4329,1.0406,0.00039999999999999996,210.0,15.87,AC,0,RATE1,1
2601-4371-1,2601,4371,1.4399000000000002,0.2662,0.00037024793388429746,210.0,5.7,AC,0,RATE1,1
2651-3551-1,2651,3551,5.445,1.0527,4.049586776859504e-05,210.0,13.85,AC,0,RATE1,1
2661-2671-1,2661,2671,0.024200000000000003,0.012100000000000001,9.917355371900826e-06,140.0,0.1,AC,0,RATE1,1
2691-2841-1,2691,2841,5.5418,1.0769,4.628099173553718e-05,210.0,14.12,AC,0,RATE1,1
2691-4501-1,2691,4501,2.3716000000000004,0.4598,2.231404958677686e-05,210.0,6.05,AC,0,RATE1,1
2701-5031-1,2701,5031,6.6792,2.0933,0.00042727272727272726,157.0,18.0,AC,0,RATE1,1
2712-5142-1,2712,5142,1.8392,0.19360000000000002,0.0004074380165289256,794.0,6.9,AC,0,RATE1,1
2712-34620-1,2712,34620,1.1132,0.09680000000000001,0.00043429752066115703,842.0,5.4,AC,0,RATE1,1
2721-27219-1,2721,27219,0.4235,0.19360000000000002,3.3057851239669424e-06,123.0,1.0,AC,0,RATE1,1
2741-3441-1,2741,3441,10.5875,2.0570000000000004,0.00047107438016528926,210.0,29.8,AC,0,RATE1,1
2741-5441-1,2741,5441,4.6101,0.8954000000000001,3.471074380165289e-05,210.0,11.7,AC,0,RATE1,1
2741-5441-2,2741,5441,5.082,0.9922,3.801652892561983e-05,210.0,12.9,AC,0,RATE1,2
2741-5451-1,2741,5451,7.6835,1.4882999999999997,8.512396694214876e-05,210.0,19.7,AC,0,RATE1,1
2742-3342-1,2742,3342,29.572400000000002,4.549600000000001,0.00019359504132231408,794.0,70.4,AC,0,RATE1,1
2742-3642-1,2742,3642,20.1344,2.7104000000000004,0.00014557851239669421,513.0,48.08,AC,0,RATE1,1
2742-3662-1,2742,3662,0.09680000000000001,0.048400000000000006,2.2727272727272726e-05,593.0,0.4,AC,0,RATE1,1
2742-27460-1,2742,27460,6.2436,1.694,0.006173553719008264,570.0,90.0,AC,0,RATE1,1
2761-3421-1,2761,3421,0.6292,0.2662,0.0008719008264462809,119.0,0.0,AC,0,RATE1,1
2771-16110-1,2771,16110,1.026322,1.1401830000000002,0.0011322314049586777,120.0,15.17,AC,0,RATE1,1
2781-4951-1,2781,4951,0.326216,0.31121200000000004,0.0005576033057851239,106.0,6.12,AC,0,RATE1,1
2801-2871-1,2801,2871,1.6698,0.7623000000000001,1.652892561983471e-05,123.0,4.0,AC,0,RATE1,1
2821-28261-1,2821,28261,0.012100000000000001,0.0,0.0,123.0,0.0,AC,0,RATE1,1
2841-3821-1,2841,3821,10.537647999999999,3.1979089999999997,0.00010132231404958678,121.0,26.39,AC,0,RATE1,1
2841-4221-1,2841,4221,2.2626999999999997,0.9559000000000002,1.4876033057851239e-05,121.0,5.33,AC,0,RATE1,1
2841-4221-2,2841,4221,2.4804999999999997,0.484,1.9008264462809916e-05,210.0,6.3,AC,0,RATE1,2
2841-4221-3,2841,4221,2.06305,0.6534,5.7851239669421495e-05,121.0,5.48,AC,0,RATE1,3
2841-28411-1,2841,28411,0.07259999999999998,0.024200000000000003,4.628099173553718e-05,223.0,0.5,AC,0,RATE1,1
2842-3522-1,2842,3522,13.600400000000002,1.8392,8.760330578512397e-05,476.0,32.41,AC,0,RATE1,1
2842-3852-1,2842,3852,17.714399999999998,2.3716000000000004,0.0001140495867768595,436.0,42.19,AC,0,RATE1,1
2852-4722-1,2852,4722,2.3657920000000003,0.14761999999999997,0.0008550826446280992,627.0,9.5,AC,0,RATE1,1
2861-3091-1,2861,3091,2.9765999999999995,0.9559000000000002,7.520661157024793e-05,115.0,8.1,AC,0,RATE1,1
2861-3091-2,2861,3091,2.9765999999999995,0.9559000000000002,7.520661157024793e-05,115.0,8.1,AC,0,RATE1,2
2861-4281-1,2861,4281,0.2541,0.121,9.173553719008265e-05,131.0,1.82,AC,0,RATE1,1
2861-4281-2,2861,4281,0.242,0.10889999999999998,8.760330578512397e-05,131.0,1.74,AC,0,RATE1,2
2861-5331-1,2861,5331,0.6776000000000001,0.14519999999999997,0.00046280991735537196,223.0,5.09,AC,0,RATE1,1
2870-2871-1,2870,2871,0.012100000000000001,0.0,0.0,1867.0,0.0,AC,0,RATE1,1
2870-4091-1,2870,4091,1.089,0.24502499999999997,0.0007396694214876033,136.0,7.69,AC,0,RATE1,1
2870-17010-1,2870,17010,10.691076,1.9723,0.00013041322314049587,209.0,26.07,AC,0,RATE1,1
2870-28712-1,2870,28712,0.012100000000000001,0.0,0.0,999.0,0.0,AC,0,RATE1,1
2871-28019-1,2871,28019,0.09680000000000001,0.03629999999999999,5.785123966942148e-06,217.0,0.25,AC,0,RATE1,1
2892-3462-1,2892,3462,0.048400000000000006,0.048400000000000006,3.4297520661157025e-05,570.0,0.5,AC,0,RATE1,1
2921-3381-1,2921,3381,2.2748000000000004,0.44770000000000004,2.8925619834710747e-05,210.0,5.82,AC,0,RATE1,1
2921-4121-1,2921,4121,7.126900000000001,1.3794,5.289256198347108e-05,210.0,18.13,AC,0,RATE1,1
2931-4741-1,2931,4741,2.4442,0.4719,1.8181818181818182e-05,210.0,6.2,AC,0,RATE1,1
2931-23019-1,2931,23019,10.526999999999997,2.0448999999999997,7.851239669421487e-05,210.0,26.78,AC,0,RATE1,1
2941-4651-1,2941,4651,1.1858000000000002,0.5445,0.0006016528925619835,114.0,5.63,AC,0,RATE1,1
2951-3081-1,2951,3081,0.6534,0.3146,0.00029917355371900827,133.0,3.6,AC,0,RATE1,1
2962-4012-1,2962,4012,0.048400000000000006,0.048400000000000006,8.677685950413222e-06,593.0,0.15,AC,0,RATE1,1
2972-4012-1,2972,4012,0.048400000000000006,0.048400000000000006,8.677685950413222e-06,593.0,0.15,AC,0,RATE1,1
3061-3881-1,3061,3881,7.558628,3.3006379999999997,4.991735537190083e-05,217.0,18.16,AC,0,RATE1,1
3081-3871-1,3081,3871,1.1374000000000002,0.5324,0.0004223140495867769,134.0,8.4,AC,0,RATE1,1
3082-3122-1,3082,3122,2.273832,0.13648800000000003,0.0006821487603305785,634.0,12.06,AC,0,RATE1,1
3082-3472-2,3082,3472,4.840000000000001,1.7423999999999997,0.0003272727272727273,692.0,10.0,AC,0,RATE1,2
3082-30820-1,3082,30820,0.048400000000000006,0.0,0.0,802.0,0.0,AC,0,RATE1,1
3091-5331-1,3091,5331,0.4235,0.09680000000000001,0.00028925619834710745,223.0,3.18,AC,0,RATE1,1
3101-31019-1,3101,31019,0.07259999999999998,0.024200000000000003,8.264462809917356e-07,91.0,0.15,AC,0,RATE1,1
3111-3201-1,3111,3201,0.19360000000000002,0.2057,0.0002818181818181818,124.0,2.8,AC,0,RATE1,1
3122-5122-1,3122,5122,0.29039999999999994,0.048400000000000006,7.417355371900828e-05,593.0,1.31,AC,0,RATE1,1
3190-3461-1,3190,3461,6.025799999999999,1.8392,4.214876033057851e-05,159.0,14.95,AC,0,RATE1,1
3190-5261-2,3190,5261,1.613172,0.42519399999999996,2.900826446280992e-05,121.0,4.21,AC,0,RATE1,2
3191-31911-1,3191,31911,0.012100000000000001,0.0,0.0,1867.0,0.0,AC,0,RATE1,1
3191-52610-1,3191,52610,1.5851000000000002,0.320287,4.388429752066115e-05,210.0,4.3,AC,0,RATE1,1
3192-3332-1,3192,3332,15.7784,2.1871959999999997,0.00012545454545454546,792.0,37.8,AC,0,RATE1,1
3192-3462-1,3192,3462,8.5668,1.3068,0.00011157024793388431,762.0,20.76,AC,0,RATE1,1
3192-3462-2,3192,3462,3.872,0.255068,0.0018532231404958677,660.0,21.37,AC,0,RATE1,2
3192-31920-1,3192,31920,0.048400000000000006,0.048400000000000006,2.066115702479339e-07,794.0,0.0,AC,0,RATE1,1
3201-3209-1,3201,3209,0.012100000000000001,0.0,0.0,999.0,0.0,AC,0,RATE1,1
3201-3221-1,3201,3221,4.6827,0.9075,3.471074380165289e-05,210.0,11.9,AC,0,RATE1,1
3201-14619-1,3201,14619,7.635100000000001,1.4762,5.702479338842975e-05,210.0,19.4,AC,0,RATE1,1
3202-3203-1,3202,3203,0.048400000000000006,0.0,0.0,999.0,0.0,AC,0,RATE1,1
3202-3282-1,3202,3282,33.396,6.291999999999999,0.00022107438016528925,564.0,82.16,AC,0,RATE1,1
3202-32060-1,3202,32060,6.2436,1.694,0.006173553719008264,570.0,90.0,AC,0,RATE1,1
3203-4722-1,3203,4722,8.082799999999999,1.1132,5.309917355371901e-05,436.0,19.25,AC,0,RATE1,1
3209-3531-1,3209,3531,3.2307000000000006,1.4641,3.305785123966942e-05,123.0,7.83,AC,0,RATE1,1
3209-6931-1,3209,6931,16.2987,3.1581,0.00012066115702479338,210.0,41.46,AC,0,RATE1,1
3209-32210-2,3209,32210,5.1788,2.2142999999999997,3.388429752066116e-05,121.0,12.5,AC,0,RATE1,2
3221-3961-2,3221,3961,1.8634,0.56749,3.2231404958677685e-05,130.0,4.65,AC,0,RATE1,2
3231-3471-1,3231,3471,0.10889999999999998,0.024200000000000003,6.859504132231405e-05,223.0,0.75,AC,0,RATE1,1
3231-3651-1,3231,3651,0.10889999999999998,0.024200000000000003,6.859504132231405e-05,223.0,0.75,AC,0,RATE1,1
3241-3841-1,3241,3841,8.663599999999999,2.6982999999999997,6.033057851239669e-05,159.0,21.4,AC,0,RATE1,1
3241-4081-1,3241,4081,3.5937,1.1253,2.5619834710743802e-05,159.0,8.88,AC,0,RATE1,1
3241-32461-1,3241,32461,0.012100000000000001,0.0,0.0,123.0,0.0,AC,0,RATE1,1
3251-5281-1,3251,5281,0.359249,0.6422680000000001,0.0009080991735537191,141.0,11.99,AC,0,RATE1,1
3261-3341-1,3261,3341,14.277999999999999,6.461400000000001,9.09090909090909e-05,121.0,34.3,AC,0,RATE1,1
3261-3441-1,3261,3441,10.3213,2.0086,0.00047107438016528926,210.0,29.15,AC,0,RATE1,1
3261-32661-1,3261,32661,0.012100000000000001,0.0,0.0,123.0,0.0,AC,0,RATE1,1
3271-3471-1,3271,3471,0.2541,0.0605,0.00017355371900826448,223.0,1.9,AC,0,RATE1,1
3271-3681-1,3271,3681,0.2299,0.048400000000000006,0.0001553719008264463,223.0,1.7,AC,0,RATE1,1
3281-3541-1,3281,3541,3.7510000000000003,1.694,2.3966942148760328e-05,121.0,9.0,AC,0,RATE1,1
3281-3631-1,3281,3631,5.8564,1.3189000000000002,4.297520661157025e-05,159.0,14.77,AC,0,RATE1,1
3281-5091-1,3281,5091,1.5851000000000002,0.3146,2.1487603305785124e-05,210.0,4.05,AC,0,RATE1,1
3281-32810-1,3281,32810,0.012100000000000001,0.0,0.0,999.0,0.0,AC,0,RATE1,1
3282-4942-1,3282,4942,38.47800000000001,6.95024,0.0002486570247933884,354.0,89.7,AC,0,RATE1,1
3282-34620-1,3282,34620,29.475600000000004,4.114000000000001,0.00023471074380165293,513.0,70.57,AC,0,RATE1,1
3301-43619-1,3301,43619,8.8935,1.7182,6.611570247933885e-05,210.0,22.6,AC,0,RATE1,1
3321-4221-1,3321,4221,2.541,1.1495,1.652892561983471e-05,123.0,6.1,AC,0,RATE1,1
3330-3331-1,3330,3331,0.012100000000000001,0.0,0.0,210.0,0.0,AC,0,RATE1,1
3330-28810-1,3330,28810,2.662,0.6690090000000001,0.0015371900826446282,166.0,19.1,AC,0,RATE1,1
3341-33410-1,3341,33410,0.4719,0.21779999999999997,0.00021983471074380162,140.0,2.65,AC,0,RATE1,1
3352-3842-1,3352,3842,5.082,0.6500119999999999,0.00022925619834710743,820.0,13.5,AC,0,RATE1,1
3352-5462-1,3352,5462,5.1788,0.7744000000000001,0.00019421487603305787,823.0,13.5,AC,0,RATE1,1
3361-22614-1,3361,22614,0.024200000000000003,0.012100000000000001,9.090909090909091e-06,228.0,0.09,AC,0,RATE1,1
3391-28810-1,3391,28810,1.569007,0.363968,0.001023801652892562,122.0,11.31,AC,0,RATE1,1
3401-5441-1,3401,5441,0.415514,0.08845099999999999,0.0003187603305785124,121.0,3.3,AC,0,RATE1,1
3421-4401-1,3421,4401,0.8107,0.3751,0.0003016528925619835,116.0,6.0,AC,0,RATE1,1
3431-3471-1,3431,3471,0.10889999999999998,0.024200000000000003,6.859504132231405e-05,169.0,0.75,AC,0,RATE1,1
3461-3481-1,3461,3481,0.048400000000000006,0.012100000000000001,2.8099173553719007e-05,140.0,0.3,AC,0,RATE1,1
3461-4681-1,3461,4681,12.910699999999999,4.0172,0.0001512396694214876,159.0,32.42,AC,0,RATE1,1
3461-5281-1,3461,5281,16.383399999999998,7.284199999999999,0.00010495867768595041,123.0,39.37,AC,0,RATE1,1
3462-3940-1,3462,3940,0.800052,0.067276,0.00048801652892561985,660.0,5.4,AC,0,RATE1,1
3462-3942-2,3462,3942,0.800052,0.067276,0.00048801652892561985,660.0,5.4,AC,0,RATE1,2
3462-5142-2,3462,5142,1.0406,0.15715479999999998,5.309917355371901e-05,513.0,2.6,AC,0,RATE1,2
3462-34620-1,3462,34620,0.048400000000000006,0.0,0.0,999.0,0.0,AC,0,RATE1,1
3464-3934-1,3464,3934,0.33067599999999997,1.210072,0.0003801315789473684,1210.0,6.0,AC,0,RATE1,1
3471-3651-2,3471,3651,0.1331,0.03629999999999999,9.09090909090909e-05,175.0,0.6,AC,0,RATE1,2
3471-3681-1,3471,3681,0.03629999999999999,0.012100000000000001,1.8181818181818182e-05,128.0,0.2,AC,0,RATE1,1
3472-3842-1,3472,3842,4.840000000000001,1.7908000000000002,0.00034876033057851236,692.0,13.7,AC,0,RATE1,1
3472-3852-2,3472,3852,4.840000000000001,1.8876,0.00037809917355371904,693.0,13.98,AC,0,RATE1,2
3472-30820-1,3472,30820,3.388,0.484,0.00031528925619834716,548.0,10.0,AC,0,RATE1,1
3491-3561-1,3491,3561,9.280700000000001,4.1987,0.0001165289256198347,123.0,22.7,AC,0,RATE1,1
3491-4961-1,3491,4961,7.3326,3.3154000000000003,0.00010413223140495868,123.0,18.0,AC,0,RATE1,1
3501-4671-1,3501,4671,2.1658999999999997,0.4235,1.652892561983471e-05,210.0,5.5,AC,0,RATE1,1
3501-4701-1,3501,4701,6.4735000000000005,2.9282,5.6198347107438014e-05,123.0,15.76,AC,0,RATE1,1
3501-4971-1,3501,4971,16.6133,3.2185999999999995,0.0001231404958677686,210.0,42.25,AC,0,RATE1,1
3501-35011-1,3501,35011,0.012100000000000001,0.0,0.0,999.0,0.0,AC,0,RATE1,1
3511-4001-1,3511,4001,4.6827,2.2384999999999997,0.002155371900826446,124.0,26.0,AC,0,RATE1,1
3521-4061-1,3521,4061,5.4087,2.4562999999999997,3.471074380165289e-05,121.0,13.0,AC,0,RATE1,1
3521-4781-1,3521,4781,15.2097,2.9403,0.00013305785123966942,210.0,38.82,AC,0,RATE1,1
3521-35261-1,3521,35261,0.012100000000000001,0.0,0.0,123.0,0.0,AC,0,RATE1,1
3522-66121-1,3522,66121,6.0016,0.968,4.0702479338842975e-05,823.0,14.5,AC,0,RATE1,1
3531-3801-1,3531,3801,1.2826,0.5687000000000001,2.066115702479339e-05,123.0,3.13,AC,0,RATE1,1
3541-3901-1,3541,3901,2.9645000000000006,0.6413,2.231404958677686e-05,210.0,6.48,AC,0,RATE1,1
3541-4681-1,3541,4681,11.655446,5.000083,0.00010223140495867769,121.0,28.35,AC,0,RATE1,1
3541-32810-2,3541,32810,4.791600000000001,2.1658999999999997,7.355371900826446e-05,104.0,11.7,AC,0,RATE1,2
3551-4481-1,3551,4481,3.1581,0.6171000000000001,6.859504132231405e-05,210.0,8.36,AC,0,RATE1,1
3554-22044-1,3554,22044,14.44,1.2995999999999999,0.00015650969529085873,1944.0,45.0,AC,0,RATE1,1
3554-39444-1,3554,39444,52.994800000000005,4.7652,0.0005941828254847645,1944.0,164.8,AC,0,RATE1,1
3561-35211-1,3561,35211,16.8069,7.5988,0.00010743801652892562,121.0,40.4,AC,0,RATE1,1
3561-35611-1,3561,35611,0.024200000000000003,0.012100000000000001,1.1570247933884296e-05,223.0,0.12,AC,0,RATE1,1
3561-35661-1,3561,35661,0.012100000000000001,0.0,0.0,123.0,0.0,AC,0,RATE1,1
3571-4481-1,3571,4481,19.0454,3.6905,0.00014132231404958678,210.0,48.45,AC,0,RATE1,1
3571-5081-1,3571,5081,1.5488000000000002,0.30250000000000005,1.1570247933884296e-05,210.0,3.94,AC,0,RATE1,1
3581-3591-1,3581,3591,4.936800000000001,1.5488000000000002,3.471074380165289e-05,159.0,12.23,AC,0,RATE1,1
3581-5361-1,3581,5361,14.152764999999999,6.173541,9.809917355371901e-05,123.0,34.05,AC,0,RATE1,1
3581-28019-1,3581,28019,15.923599999999999,6.981700000000001,0.00011231404958677686,121.0,38.4,AC,0,RATE1,1
3581-35861-1,3581,35861,0.012100000000000001,0.0,0.0,123.0,0.0,AC,0,RATE1,1
3581-35862-1,3581,35862,1.2100000000000002,0.0,0.0,123.0,0.0,AC,0,RATE1,1
3581-89516-1,3581,89516,9.256499999999999,4.1866,5.9504132231404955e-05,123.0,22.25,AC,0,RATE1,1
3591-5191-1,3591,5191,13.3826,4.1745,9.338842975206611e-05,159.0,33.13,AC,0,RATE1,1
3601-39610-1,3601,39610,0.3751,0.16940000000000002,0.00013636363636363637,68.0,2.7,AC,0,RATE1,1
3611-39610-2,3611,39610,0.3751,0.18150000000000002,0.00013801652892561983,119.0,2.74,AC,0,RATE1,2
3621-5301-1,3621,5301,4.331799999999999,1.9601999999999997,2.8099173553719007e-05,122.0,10.4,AC,0,RATE1,1
3621-36210-1,3621,36210,0.012100000000000001,0.0,0.0,999.0,0.0,AC,0,RATE1,1
3631-4261-1,3631,4261,7.840799999999999,3.5452999999999997,5.041322314049587e-05,123.0,18.83,AC,0,RATE1,1
3631-66096-1,3631,66096,2.2869,0.4719,0.001587603305785124,190.0,17.3,AC,0,RATE1,1
3641-36411-1,3641,36411,0.012100000000000001,0.0,0.0,152.0,0.1,AC,0,RATE1,1
3691-4041-1,3691,4041,10.9021,2.1175,0.00027272727272727274,192.0,29.13,AC,0,RATE1,1
3751-4651-1,3751,4651,0.5445,0.2662,0.00024876033057851237,138.0,3.0,AC,0,RATE1,1
3751-5231-1,3751,5231,0.2541,0.121,0.0001165289256198347,136.0,1.4,AC,0,RATE1,1
3761-20411-1,3761,20411,1.1979000000000002,0.3267,0.00013471074380165288,121.0,4.13,AC,0,RATE1,1
3781-5521-1,3781,5521,0.19360000000000002,0.09680000000000001,7.107438016528925e-05,115.0,1.4,AC,0,RATE1,1
3821-35211-1,3821,35211,6.291999999999999,2.8435,4.049586776859504e-05,121.0,15.1,AC,0,RATE1,1
3841-5211-1,3841,5211,7.272099999999999,1.4157000000000002,5.4545454545454546e-05,210.0,18.5,AC,0,RATE1,1
