name,bus,carrier,p_set,q_set,psse_bus,psse_bus_name,aggregated
38601-LD,3861,AC,9.33,-0.23,38601,MILLTOWN,True
38701-LD,3871,AC,13.95,-0.33,38701,MILLTOWN,True
38804-LD,3881,AC,20.64,11.83,38804,MACROOM,True
39104-I,3911,AC,23.75,7.81,39104,METRO AIRPOR,True
39204-I,3921,AC,29.45,9.68,39204,METRO NORTH,True
39601-LD,3961,AC,21.73,0.9,39601,MARINA,True
39801-I,3981,AC,21.5,12.1,39801,MUNGRET,True
40001-LD,4001,AC,16.96,0.59,40001,MULLINGAR,True
40004-LD,4001,AC,38.44,4.33,40004,MULLINGAR,True
40102-I,4012,AC,58.41,8.32,40102,MOORETOWN,True
40204-LD,4021,AC,26.35,3.16,40204,MALLOW,True
40404-LD,4041,AC,30.2,1.54,40404,MOY,True
40602-I,4061,AC,4.46,1.33,40602,MULLAGHARLIN,True
40602-LD,4061,AC,3.75,-0.43,40602,MULLAGHARLIN,True
40801-LD,4081,AC,21.49,2.88,40801,MONREAD,True
41002-I,4101,AC,32.0,6.21,41002,NEWBURY,True
41102-I,4111,AC,43.0,7.17,41102,BANCROFT,True
42004-LD,4201,AC,52.19,5.57,42004,BIO_NEWBRIDG,True
42101-LD,4211,AC,24.5,-0.54,42101,NORTH QUAYS,True
42204-LD,4221,AC,75.29,9.33,42204,HY_NAVAN,True
42604-LD,4261,AC,27.95,5.36,42604,NENAGH,True
42802-I,4281,AC,11.11,2.63,42802,NANGOR,True
43604-LD,4361,AC,29.21,0.58,43604,HY_OUGHTRAGH,True
44001-LD,4401,AC,31.85,0.99,44001,POPPINTREE,True
44804-LD,4481,AC,49.26,2.99,44804,PORTLAOISE,True
44901-LD,4491,AC,15.93,-0.54,44901,PELLETSTOWN,True
45001-I,4501,AC,18.0,5.9,45001,PLATIN,True
45101-LD,4511,AC,17.9,0.77,45101,POTTERY ROAD,True
46210-I,4621,AC,34.84,14.0,46210,RYEBROOK,True
46214-I,4621,AC,34.84,14.0,46214,RYEBROOK,True
46224-I,4621,AC,34.84,14.0,46224,RYEBROOK,True
46501-LD,4651,AC,12.82,3.55,46501,RINGSEND,True
46804-LD,4681,AC,47.04,1.31,46804,RATHKEALE,True
46902-I,4691,AC,47.28,8.28,46902,OLDBRIDGE,True
47004-LD,4701,AC,44.39,7.34,47004,RICHMOND,True
47402-I,4741,AC,9.13,1.43,47402,RINAWADE,True
49001-I,4901,AC,2.29,0.7,49001,SHELTON ABBE,True
49504-LD,4951,AC,51.5,-1.86,49504,SALTHILL,True
49604-LD,4961,AC,61.24,11.6,49604,SHANKILL,True
49804-LD,4981,AC,60.88,3.32,49804,HY_SLIGO,True
50004-LD,5001,AC,27.4,3.77,50004,SOMERSET,True
50301-LD,5031,AC,11.97,-0.07,50301,STEPHENSTOWN,True
50604-LD,5061,AC,25.48,2.78,50604,STRATFORD,True
50901-LD,5091,AC,17.25,1.12,50901,SINGLAND,True
51101-I,5111,AC,18.96,1.2,51101,SNUGBOROUGH,True
51103-I,5111,AC,33.93,2.15,51103,SNUGBOROUGH,True
51301-LD,5131,AC,8.45,0.3,51301,TANEY,True
51801-LD,5181,AC,22.15,0.79,51801,TRABEG,True
51804-I,5181,AC,5.58,1.8,51804,TRABEG,True
51804-LD,5181,AC,57.32,1.76,51804,TRABEG,True
52204-LD,5221,AC,13.04,2.74,52204,TULABRACK,True
52301-LD,5231,AC,12.42,-0.54,52301,TRINITY,True
52604-LD,5261,AC,25.25,1.68,52604,TRIEN,True
52804-LD,5281,AC,57.56,3.39,52804,TRALEE,True
53004-LD,5301,AC,30.05,2.81,53004,THURLES,True
53204-LD,5321,AC,38.21,5.41,53204,THORNSBERRY,True
53302-I,5331,AC,27.72,3.95,53302,YELLOWMEADOW,True
53404-LD,5341,AC,18.48,3.05,53404,TONROE,True
53604-LD,5361,AC,22.55,2.29,53604,TRILLICK,True
53804-LD,5381,AC,23.73,3.29,53804,TIPPERARY,True
54404-LD,5441,AC,65.18,8.48,54404,HY_WATERFORD,True
54801-I,5481,AC,9.0,5.1,54801,WHITEGATE,True
55002-LD,5501,AC,10.07,-0.36,55002,WEXFORD,True
55004-LD,5501,AC,53.78,4.63,55004,PV_WEXFORD,True
55201-LD,5521,AC,30.49,8.89,55201,WOLFE TONE,True
70030-NI,70010,AC,22.0,3.13,70030,AGHY3-,True
70130-NI,70111,AC,30.77,4.39,70130,AIRP,True
70330-NI,70311,AC,51.45,10.45,70330,ANTR3-,True
70513-HL,70520,AC,3.21,1.05,70513,BAFD_GA,True
70514-HL,70520,AC,3.21,1.05,70514,BAFD_GB,True
70515-HL,70520,AC,3.21,1.05,70515,BAFD_GC,True
70516-HL,70510,AC,3.21,1.05,70516,BAFD_GD,True
71031-NI,71011,AC,32.68,4.66,71031,BAME3T,True
71032-NI,71012,AC,32.37,4.61,71032,BAME3R,True
71530-NI,71511,AC,47.08,6.71,71530,BANB3-,True
72530-NI,72512,AC,67.81,9.67,72530,BNCH3-,True
74030-NI,74011,AC,42.32,6.03,74030,CARN3-,True
74730-NI,74712,AC,50.17,7.15,74730,CENT3-,True
75030-NI,75010,AC,45.86,6.53,75030,COLE3-,True
75515-HL,75510,AC,5.36,1.76,75515,GEN_COOL,True
75516-HL,75520,AC,3.21,1.05,75516,GEN_COOL,True
75530-I,75510,AC,19.95,6.5,75530,COOL3,True
75530-NI,75510,AC,38.08,5.43,75530,COOL3,True
75830-NI,75810,AC,71.59,10.2,75830,CREA3,True
76031-NI,76011,AC,72.46,10.32,76031,CREG3A,True
76531-NI,76513,AC,51.37,7.32,76531,DONE3AS,True
76532-NI,76511,AC,43.69,6.22,76532,DONE3N,True
77030-NI,77010,AC,94.62,13.49,77030,DRUM3-,True
77530-NI,77511,AC,105.92,15.1,77530,DUNG3-,True
78030-NI,73012,AC,52.75,7.52,78030,DUNM3-,True
78530-NI,78511,AC,40.61,5.79,78530,EDEN3-,True
79030-NI,79010,AC,64.41,9.18,79030,ENNK3-,True
80030-NI,80011,AC,34.17,4.87,80030,FINY3-,True
80531-NI,80511,AC,20.92,2.98,80531,GLEN3-,True
82001-HL,82020,AC,12.85,4.23,82001,KILRG1-,True
82002-HL,82020,AC,12.85,4.23,82002,KILRG2-,True
82530-NI,82511,AC,47.8,6.81,82530,KNCK3A,True
83030-NI,83011,AC,52.12,7.43,83030,LARN3-,True
83530-NI,83510,AC,25.5,3.63,83530,LIMA3-,True
84030-NI,84011,AC,76.66,10.93,84030,LISB3-,True
84430-NI,84412,AC,41.64,8.46,84430,LSMR3-,True
84530-NI,84511,AC,44.62,9.06,84530,LOGE3-,True
86330-NI,86312,AC,47.71,6.79,86330,NARD3-,True
86530-NI,86512,AC,83.17,11.85,86530,NEWY3-,True
87530-NI,87510,AC,65.86,9.38,87530,OMAH3-,True
88030-NI,88012,AC,61.34,8.74,88030,RATH3-,True
88530-NI,88512,AC,40.94,5.83,88530,ROSE3-,True
89330-NI,89311,AC,36.9,5.26,89330,SPRN3-,True
89530-NI,89510,AC,46.78,6.66,89530,STRA3-,True
90530-NI,90511,AC,73.75,10.51,90530,WARN3-,True
