name,bus,control,p_nom,p_min_pu,p_set,q_set,sign,carrier,marginal_cost,psse_bus,psse_bus_name,aggregated
11424-1,1141,PV,4.0,0.0,0.4,-0.081,1.0,solar,0.0,11424.0,PV_ROOAUN,True
11471-1,1141,PV,0.9,0.0,0.09,-0.018,1.0,wind,0.0,11471.0,W_CLOONCON E,True
11474-1,1141,PV,5.0,0.0,0.5,-0.102,1.0,unknown,60.0,11474.0,DERRYMANY,True
11571-1,1151,PV,50.0,0.0,5.0,0.0,1.0,solar,0.0,11571.0,PV_BALLINKNO,True
12271-1,1221,PV,4.99,0.0,0.499,-0.101,1.0,solar,0.0,12271.0,PV_WOODSTOCK,True
12371-1,1231,PV,31.5,0.0,3.15,7.0,1.0,wind,0.0,12371.0,W_BALLYWATER,True
12372-2,1231,PV,10.5,0.0,1.05,3.0,1.0,wind,0.0,12372.0,W_BALLYWATER,True
12571-1,1251,PV,19.45,0.0,1.945,0.0,1.0,wind,0.0,12571.0,W_BOOLTIAGH,True
12572-1,1251,PV,12.0,0.0,1.2,-0.244,1.0,wind,0.0,12572.0,W_BOOLTIAGH_,True
12574-1,1251,PV,13.399,0.0,1.34,-0.272,1.0,wind,0.0,12574.0,W_LISSYCASEY,True
12575-1,1251,PV,15.0,0.0,1.5,-0.305,1.0,wind,0.0,12575.0,W_CROSSMORE,True
12576-1,1251,PV,10.2,0.0,1.02,-0.207,1.0,wind,0.0,12576.0,W_CROSSMORE,True
12577-1,1251,PV,4.2,0.0,0.42,-0.085,1.0,wind,0.0,12577.0,W_GORTAHEERA,True
12771-1,1271,PV,10.0,0.0,1.0,-0.203,1.0,solar,0.0,12771.0,PV_BALTRASNA,True
12772-1,1271,PV,7.14,0.0,0.714,-0.145,1.0,solar,0.0,12772.0,PV_PAINESTOW,True
12872-DW,1281,PV,8.4,0.0,0.84,-0.171,1.0,wind,0.0,12872.0,W_BALLYBANE,True
12873-1,1281,PV,19.55,0.0,1.955,-0.397,1.0,wind,0.0,12873.0,W_BALLYBANE,True
12874-1,1281,PV,8.5,0.0,0.85,-0.173,1.0,wind,0.0,12874.0,W_KEALKIL,True
13011-1,1301,PV,8.0,0.0,0.8,-0.162,1.0,solar,0.0,13011.0,PV_BALLYNAGR,True
13072-1,1301,PV,9.9,0.0,0.99,-0.201,1.0,solar,0.0,13072.0,PV_BALLINACL,True
13170-1,1311,PV,35.45,0.0,3.545,-1.034,1.0,wind,0.0,13170.0,W_SCARTAGLEN,True
13171-1,1311,PV,18.5,0.0,1.85,-0.376,1.0,wind,0.0,13171.0,W_COOLEGREAN,True
13172-1,1311,PV,3.8,0.0,0.38,-0.077,1.0,wind,0.0,13172.0,W_SCARTAGLEN,True
13371-1,1331,PV,60.0,0.0,6.0,20.0,1.0,solar,0.0,13371.0,PV_BLUNDELST,True
13471-1,1341,PV,0.66,0.0,0.066,-0.013,1.0,wind,0.0,13471.0,W_BURTONPORT,True
13472-DW,1341,PV,2.55,0.0,0.255,-0.052,1.0,wind,0.0,13472.0,W_SHANAGH_KI,True
13473-4,1341,PV,9.99,0.0,1.0,-0.203,1.0,wind,0.0,13473.0,W_CORKERMO,True
13474-1,1341,PV,6.0,0.0,0.6,-0.122,1.0,wind,0.0,13474.0,W_KILLIN_HIL,True
13475-6,1341,PV,7.65,0.0,0.765,-0.155,1.0,wind,0.0,13475.0,W_LOUGHDER,True
13476-3,1341,PV,11.9,0.0,1.19,-0.242,1.0,wind,0.0,13476.0,W_MEENACHU,True
13477-2,1341,PV,2.55,0.0,0.255,-0.052,1.0,wind,0.0,13477.0,W_KILLYBEG,True
13478-1,1341,PV,3.0,0.0,0.3,-0.061,1.0,wind,0.0,13478.0,W_KILCAR,True
13479-9,1341,PV,3.4,0.0,0.34,-0.069,1.0,wind,0.0,13479.0,W_MEENADREEN,True
13671-1,1361,PV,5.8,0.0,0.58,-0.118,1.0,solar,0.0,13671.0,PV_CARRICK,True
13871-1,1381,PV,4.95,0.0,0.495,-0.101,1.0,solar,0.0,13871.0,PV_LEACHT CR,True
13872-1,1381,PV,2.0,0.0,0.2,-0.041,1.0,wind,0.0,13872.0,W_BARNAHELY,True
13873-1,1381,PV,2.5,0.0,0.25,-0.051,1.0,solar,0.0,13873.0,PV_LEACHT CR,True
13904-1,1392,PV,55.0,0.0,55.0,-10.0,1.0,unknown,60.0,13904.0,CASTLELOST,True
13904-2,1392,PV,55.0,0.0,55.0,-10.0,1.0,unknown,60.0,13904.0,CASTLELOST,True
13914-1,1392,PV,55.0,0.0,55.0,-10.0,1.0,unknown,60.0,13914.0,CASTLELOST,True
13914-2,1392,PV,55.0,0.0,55.0,-10.0,1.0,unknown,60.0,13914.0,CASTLELOST,True
13914-3,1392,PV,55.0,0.0,55.0,-10.0,1.0,unknown,60.0,13914.0,CASTLELOST,True
14073-3,1401,PV,6.45,0.0,0.645,-0.131,1.0,wind,0.0,14073.0,W_BELLACORIC,True
14078-1,1401,PV,2.5,0.0,0.25,-0.051,1.0,wind,0.0,14078.0,W_DOOLEEG MO,True
14078-2,1401,PV,1.3,0.0,0.13,-0.026,1.0,wind,0.0,14078.0,W_DOOLEEG MO,True
14078-3,1401,PV,1.19,0.0,0.119,-0.024,1.0,wind,0.0,14078.0,W_DOOLEEG MO,True
14371-1,1431,PV,4.99,0.0,0.499,0.0,1.0,solar,0.0,14371.0,PV_LOAN PV,True
14372-1,1431,PV,35.0,0.0,3.5,-0.711,1.0,solar,0.0,14372.0,PV_PARKGROVE,True
14373-1,1431,PV,45.0,0.0,4.5,-0.914,1.0,wind,0.0,14373.0,W_FARRANORY,True
14424-1,1441,PV,4.95,0.0,0.495,-0.101,1.0,solar,0.0,14424.0,PV_KNOCKBROG,True
14424-2,1441,PV,4.95,0.0,0.495,-0.101,1.0,solar,0.0,14424.0,PV_KNOCKBROG,True
14471-1,1441,PV,4.0,0.0,0.4,-0.081,1.0,wind,0.0,14471.0,W_KILVINAN,True
14472-1,1441,PV,0.85,0.0,0.05,-0.01,1.0,wind,0.0,14472.0,W_KILVINAN_G,True
14473-1,1441,PV,5.95,0.0,0.595,-0.121,1.0,solar,0.0,14473.0,PV_CALLATRIM,True
14474-1,1441,PV,8.75,0.0,0.875,-0.178,1.0,wind,0.0,14474.0,W_GARRANEREA,True
14475-1,1441,PV,4.95,0.0,0.495,-0.101,1.0,solar,0.0,14475.0,PV_FARRANGAL,True
14476-1,1441,PV,12.0,0.0,1.2,-0.244,1.0,solar,0.0,14476.0,PV_FINNIS,True
14606-1,1461,PV,15.0,0.0,1.5,-0.305,1.0,solar,0.0,14606.0,PV_FARRAN SO,True
14771-1,14720,PV,500.0,0.0,50.0,-10.867,1.0,wind,0.0,14771.0,W_NISA BELCA,True
14871-1,1481,PV,1.7,0.0,0.17,-0.035,1.0,wind,0.0,14871.0,W_BEALLOUG,True
14872-1,1481,PV,3.95,0.0,0.395,-0.08,1.0,solar,0.0,14872.0,PV_KEILOGE S,True
14873-1,1481,PV,32.7,0.0,3.27,-0.664,1.0,solar,0.0,14873.0,PV_CARRIGLON,True
14971-1,1491,PV,85.0,0.0,8.5,-18.204,1.0,solar,0.0,14971.0,PV_DEENES,True
15112-1,1511,PV,12.0,0.0,1.2,-0.244,1.0,wind,0.0,15112.0,W_GLANRUDDER,True
15171-TW,1511,PV,46.0,0.0,4.6,-15.119,1.0,wind,0.0,15171.0,W_CLOGHBOOLA,True
15172-DW,1511,PV,12.55,0.0,1.255,-0.255,1.0,wind,0.0,15172.0,W_CLOGHANALE,True
15174-DW,1511,PV,20.0,0.0,2.0,-0.406,1.0,wind,0.0,15174.0,W_GLANRUDDER,True
15175-1,1511,PV,9.999,0.0,1.0,0.0,1.0,wind,0.0,15175.0,W_GLANTAUNYA,True
15271-1,1521,PV,56.4,0.0,5.64,2.374,1.0,wind,0.0,15271.0,W_MOANVANE,True
15471-1,1541,PV,4.0,0.0,0.4,-0.081,1.0,solar,0.0,15471.0,PV_COURTOWN,True
15473-1,1541,PV,4.0,0.0,0.4,-0.081,1.0,solar,0.0,15473.0,PV_GOREY PV,True
15571-1,1551,PV,5.4,0.0,0.54,-0.11,1.0,wind,0.0,15571.0,W_ESK,True
15571-2,1551,PV,12.0,0.0,1.2,-0.244,1.0,wind,0.0,15571.0,W_ESK,True
15571-DW,1551,PV,5.95,0.0,0.595,-0.121,1.0,wind,0.0,15571.0,W_ESK,True
15572-1,1551,PV,65.7,0.0,6.57,-3.248,1.0,wind,0.0,15572.0,W_BOGGERAGH_,True
15573-1,1551,PV,20.0,0.0,2.0,-2.02,1.0,wind,0.0,15573.0,W_CARRIGCA,True
15573-2,1551,PV,3.0,0.0,0.3,-0.061,1.0,wind,0.0,15573.0,W_CARRIGCA,True
15574-1,1551,PV,57.0,0.0,5.7,-3.897,1.0,wind,0.0,15574.0,W_BOGGERAG,True
15771-1,1571,PV,1.98,0.0,0.198,-0.04,1.0,wind,0.0,15771.0,W_CRONALAGHT,True
15772-1,1571,PV,3.0,0.0,0.3,-0.061,1.0,wind,0.0,15772.0,W_CRONALAGHT,True
15971-1,1591,PV,100.0,0.0,10.0,-20.689,1.0,solar,0.0,15971.0,PV_CLONFAD,True
16271-1,1621,PV,10.0,0.0,1.0,-0.203,1.0,solar,0.0,16271.0,PV_GARRAVAGH,True
16371-1,1631,PV,3.4,0.0,0.34,-0.069,1.0,wind,0.0,16371.0,W_CARANNE_HI,True
16372-2,1631,PV,3.4,0.0,0.34,-0.069,1.0,wind,0.0,16372.0,W_BLACK_BANK,True
16373-3,1631,PV,6.8,0.0,0.68,-0.138,1.0,wind,0.0,16373.0,W_BLACK_BANK,True
16374-4,1631,PV,7.65,0.0,0.765,0.0,1.0,wind,0.0,16374.0,W_ALTAGOWLAN,True
16375-1,1631,PV,3.96,0.0,0.396,-0.08,1.0,wind,0.0,16375.0,W_MONEENATIE,True
16376-6,1631,PV,4.95,0.0,0.495,-0.101,1.0,wind,0.0,16376.0,W_GEEVAGH,True
16377-1,1631,PV,9.0,0.0,0.9,-0.183,1.0,wind,0.0,16377.0,W_TULLYNAMOY,True
16378-1,1631,PV,1.598,0.0,0.16,-0.032,1.0,wind,0.0,16378.0,W_CARANNE_HI,True
16379-2,1631,PV,0.29,0.0,0.029,-0.006,1.0,wind,0.0,16379.0,W_MONEENATIE,True
16382-1,1631,PV,10.225,0.0,1.023,-0.208,1.0,wind,0.0,16382.0,W_TULLYNAMOY,True
16385-1,1631,PV,16.35,0.0,1.635,-0.332,1.0,wind,0.0,16385.0,W_TULLYNAMOY,True
16392-1,1631,PV,11.98,0.0,1.198,-0.243,1.0,wind,0.0,16392.0,W_TULLYNAMOY,True
16471-1,16410,PV,100.0,0.0,10.0,-33.0,1.0,solar,0.0,16471.0,PV_BALLYMONE,True
16571-1,1651,PV,37.8,0.0,3.78,-13.0,1.0,wind,0.0,16571.0,W_CLAHANE,True
16572-1,1651,PV,34.0,0.0,3.4,-0.992,1.0,solar,0.0,16572.0,PV_BANEMORE,True
16670-1,1661,PV,4.65,0.0,0.465,-0.094,1.0,wind,0.0,16670.0,W_LENENEVEA_,True
16671-1,1661,PV,3.4,0.0,0.34,-0.069,1.0,wind,0.0,16671.0,W_CUILLALEA1,True
16672-2,1661,PV,1.59,0.0,0.159,-0.032,1.0,wind,0.0,16672.0,W_CUILLALEA2,True
16674-1,1661,PV,18.7,0.0,1.87,-0.38,1.0,wind,0.0,16674.0,W_RAHEEN_BAR,True
16675-2,1661,PV,8.5,0.0,0.85,-0.173,1.0,wind,0.0,16675.0,W_RAHEEN_BAR,True
16676-1,1661,PV,6.8,0.0,0.68,-0.138,1.0,wind,0.0,16676.0,W_LENANAVEA_,True
16679-3,1661,PV,6.8,0.0,0.68,-0.138,1.0,wind,0.0,16679.0,W_LENENEVA_3,True
16771-1,1671,PV,75.0,0.0,7.5,-17.099,1.0,wind,0.0,16771.0,W_BS_CLONCRE,True
17073-3,1701,PV,22.5,0.2222222222222222,22.0,-0.616,1.0,hydro,1.0,17073.0,HY_CATHG3,True
17074-4,17010,PV,23.0,0.21739130434782608,23.0,-0.616,1.0,hydro,1.0,17074.0,HY_CATHG4,True
17075-7,1341,PV,1.98,0.0,0.198,-0.04,1.0,wind,0.0,17075.0,W_ANARGET,True
17077-8,1341,PV,0.02,0.0,0.002,-0.0,1.0,wind,0.0,17077.0,W_ANARGET,True
17078-1,17010,PV,37.5,0.0,3.75,-13.0,1.0,wind,0.0,17078.0,W_DERRYKILLE,True
17205-1,1721,PV,8.0,0.0,0.8,-0.162,1.0,solar,0.0,17205.0,PV_MONROE EA,True
17272-1,1721,PV,4.0,0.0,0.4,-0.081,1.0,solar,0.0,17272.0,PV_FARRANLAH,True
17273-1,1721,PV,19.0,0.0,1.9,-0.386,1.0,solar,0.0,17273.0,PV_BALLYMACA,True
17274-1,1721,PV,3.3,0.0,0.33,-0.067,1.0,solar,0.0,17274.0,PV_MAGHERARE,True
17471-1,17420,PV,824.0,0.0,82.4,-100.0,1.0,wind,0.0,17471.0,W_DUBLIN ARR,True
17571-1,1751,PV,42.0,0.0,4.2,-11.0,1.0,wind,0.0,17571.0,W_PV_KNOCKNA,True
17571-2,1751,PV,12.0,0.0,1.2,-4.0,1.0,wind,0.0,17571.0,W_PV_KNOCKNA,True
17671-1,1761,PV,10.0,0.3,10.0,-0.187,1.0,hydro,1.0,17671.0,HY_CLIFG1,True
17672-2,1761,PV,10.0,0.3,10.0,-0.187,1.0,hydro,1.0,17672.0,HY_CLIFG2,True
18212-1,1821,PV,20.0,0.0,2.0,-0.406,1.0,solar,0.0,18212.0,PV_CLOONASCR,True
18271-DW,1821,PV,4.25,0.0,0.425,-0.086,1.0,wind,0.0,18271.0,W_CLOONLUSK,True
18272-1,1821,PV,4.0,0.0,0.4,-0.081,1.0,solar,0.0,18272.0,PV_BARNDERG,True
18274-1,1821,PV,50.0,0.0,5.0,-17.0,1.0,solar,0.0,18274.0,PV_BARNACURR,True
18275-1,1821,PV,4.99,0.0,0.499,-0.101,1.0,solar,0.0,18275.0,PV_MILLTOWN,True
18276-1,1821,PV,4.99,0.0,0.499,-0.101,1.0,wind,0.0,18276.0,W_BALLYNAKIL,True
18277-1,1821,PV,4.99,0.0,0.499,-0.101,1.0,unknown,60.0,18277.0,CLOONBAR,True
18372-1,1831,PV,3.0,0.0,0.3,-0.061,1.0,wind,0.0,18372.0,W_ROSSAVEEL,True
18373-1,1831,PV,4.99,0.0,0.499,-0.101,1.0,wind,0.0,18373.0,W_INVERINCT,True
18471-1,1841,PV,4.99,0.0,0.499,-0.101,1.0,wind,0.0,18471.0,W_GREENOGE,True
18472-DW,1841,PV,2.5,0.0,0.25,-0.051,1.0,wind,0.0,18472.0,W_KILBRANISH,True
18476-1,1841,PV,5.0,0.0,0.5,-0.102,1.0,solar,0.0,18476.0,PV_MACALLIAN,True
18611-1,1861,PV,1.6,0.0,0.16,-0.032,1.0,unknown,60.0,18611.0,CASTLEREA,True
18611-2,1861,PV,5.0,0.0,0.5,-0.102,1.0,unknown,60.0,18611.0,CASTLEREA,True
18672-1,1861,PV,4.0,0.0,0.4,-0.081,1.0,solar,0.0,18672.0,PV_RATHLEG,True
18871-1,18810,PV,120.0,0.0,12.0,17.539,1.0,solar,0.0,18871.0,PV_BALLYROE,True
19074-1,1901,PV,4.0,0.0,0.4,-0.081,1.0,solar,0.0,19074.0,PV_KILCARRIG,True
19076-1,1901,PV,15.0,0.0,1.5,-0.305,1.0,wind,0.0,19076.0,W_BILBAO,True
19076-2,1901,PV,6.0,0.0,0.6,-0.122,1.0,wind,0.0,19076.0,W_BILBAO,True
19077-1,1901,PV,4.6,0.0,0.46,-0.093,1.0,solar,0.0,19077.0,PV_COPPENAGH,True
19077-2,1901,PV,4.7,0.0,0.47,-0.095,1.0,solar,0.0,19077.0,PV_COPPENAGH,True
19081-1,1901,PV,2.55,0.0,0.255,-0.052,1.0,wind,0.0,19081.0,W_CRONELEA,True
19082-2,1901,PV,1.7,0.0,0.17,-0.035,1.0,wind,0.0,19082.0,W_CRONELEA,True
19083-1,1901,PV,4.99,0.0,0.499,-0.101,1.0,wind,0.0,19083.0,W_CRONELEA,True
19084-2,1901,PV,4.5,0.0,0.45,-0.091,1.0,wind,0.0,19084.0,W_CRONELEA,True
19085-1,1901,PV,21.0,0.0,2.1,-0.426,1.0,wind,0.0,19085.0,W_GORTAHIL,True
19102-1,1911,PV,100.0,0.34,100.0,4.38,1.0,unknown,60.0,19102.0,CUILEEN_POWE,True
19201-1,1921,PV,4.95,0.0,0.495,-0.101,1.0,solar,0.0,19201.0,PV_COW CROSS,True
19371-1,1931,PV,23.75,0.0,2.375,0.0,1.0,wind,0.0,19371.0,W_KINGSMOUNT,True
19372-2,1931,PV,11.05,0.0,1.105,-3.0,1.0,wind,0.0,19372.0,W_KINGSMOUNT,True
19771-1,1971,PV,42.5,0.0,4.25,0.0,1.0,wind,0.0,19771.0,W_COOMAGEARL,True
19772-TW,1971,PV,8.5,0.0,0.85,-2.794,1.0,wind,0.0,19772.0,W_COOMAGEARL,True
19773-TW,1971,PV,30.0,0.0,3.0,-9.861,1.0,wind,0.0,19773.0,W_COOMAGE_PH,True
19971-1,1991,PV,20.0,0.0,2.0,3.71,1.0,wind,0.0,19971.0,W_CASTLEDOCK,True
19972-2,1991,PV,2.0,0.0,0.2,-0.041,1.0,wind,0.0,19972.0,W_CASTLEDOCK,True
19973-3,1991,PV,3.3,0.0,0.33,-0.067,1.0,wind,0.0,19973.0,W_CASTLEDOCK,True
19974-4,1991,PV,16.1,0.0,1.61,2.473,1.0,wind,0.0,19974.0,W_CASTLEDOCK,True
20171-1,2011,PV,85.0,0.0,8.5,5.621,1.0,unknown,60.0,20171.0,S_GARR,True
20671-1,2061,PV,55.0,0.0,5.5,-10.0,1.0,solar,0.0,20671.0,PV_CASTLETRE,True
20771-1,2072,PV,284.0,0.2112676056338028,141.0,-92.686,1.0,unknown,60.0,20771.0,KILSHANE,True
21071-2,2101,PV,0.5,0.0,0.05,-0.01,1.0,wind,0.0,21071.0,W_DUNDALK,True
21072-1,2101,PV,3.99,0.0,0.399,-0.081,1.0,solar,0.0,21072.0,PV_WILLVILLE,True
21272-1,2121,PV,4.0,0.0,0.4,-0.081,1.0,solar,0.0,21272.0,PV_FIRGROVE,True
21273-1,2121,PV,8.0,0.0,0.8,-0.162,1.0,solar,0.0,21273.0,PV_CLONLOGHA,True
21274-1,21210,PV,60.0,0.0,6.0,20.0,1.0,solar,0.0,21274.0,PV_COOLSHAMR,True
21371-TW,2131,PV,28.5,0.0,2.85,-3.82,1.0,wind,0.0,21371.0,W_DROMADA,True
21404-1,2141,PV,4.99,0.0,0.499,-0.101,1.0,unknown,60.0,21404.0,DUNGARVAN,True
21471-1,2141,PV,15.0,0.0,1.5,-0.305,1.0,solar,0.0,21471.0,PV_DRUMROE E,True
21472-1,2141,PV,19.0,0.0,1.9,-0.386,1.0,solar,0.0,21472.0,PV_POULBAUTI,True
21473-1,2141,PV,4.95,0.0,0.495,-0.101,1.0,solar,0.0,21473.0,PV_KILCANNON,True
21474-1,2141,PV,4.0,0.0,0.4,-0.081,1.0,solar,0.0,21474.0,PV_COOLTUBBR,True
21571-1,2151,PV,50.0,0.0,5.0,-17.0,1.0,solar,0.0,21571.0,PV_DROMBEG S,True
21572-1,2151,PV,25.2,0.0,2.52,-0.392,1.0,wind,0.0,21572.0,W_BALLYLONGF,True
21672-1,2161,PV,4.99,0.0,0.499,-0.101,1.0,solar,0.0,21672.0,S_CLONMELPV,True
21791-1,2171,PV,33.6,0.0,3.36,-0.98,1.0,wind,0.0,21791.0,W_KNOCKALOUG,True
21871-1,2181,PV,1.7,0.0,0.17,-0.035,1.0,wind,0.0,21871.0,W_DUNMORE,True
21872-2,2181,PV,1.8,0.0,0.18,-0.037,1.0,wind,0.0,21872.0,W_DUNMORE,True
21874-1,2181,PV,0.15,0.0,0.015,-0.003,1.0,wind,0.0,21874.0,W_BURTONSTOW,True
21875-1,2181,PV,3.99,0.0,0.399,-0.081,1.0,solar,0.0,21875.0,PV_STAMULLEN,True
21876-1,2181,PV,3.99,0.0,0.399,-0.081,1.0,solar,0.0,21876.0,PV_BEAULIEU,True
21877-1,2181,PV,4.0,0.0,0.4,-0.081,1.0,solar,0.0,21877.0,PV_GRANGEGEE,True
21878-1,2181,PV,4.0,0.0,0.4,-0.081,1.0,solar,0.0,21878.0,PV_CLUIDE PV,True
22171-1,2211,PV,101.1,0.0,10.11,-29.94,1.0,solar,0.0,22171.0,PV_DENNISTOW,True
22204-1,2221,PV,1.0,0.0,0.1,-0.02,1.0,unknown,60.0,22204.0,DUNMANWAY,True
22272-DW,2225,PV,17.0,0.0,1.7,-0.345,1.0,wind,0.0,22272.0,W_KILVEENOGE,True
22273-DW,2221,PV,4.5,0.0,0.45,-0.091,1.0,wind,0.0,22273.0,W_REENASCREE,True
22274-2,1281,PV,5.94,0.0,0.594,-0.121,1.0,wind,0.0,22274.0,W_MILANEH,True
22275-4,2221,PV,4.25,0.0,0.425,-0.086,1.0,wind,0.0,22275.0,W_LAHANAGH,True
22276-3,2225,PV,5.95,0.0,0.595,-0.121,1.0,wind,0.0,22276.0,W_COOMATAL,True
22278-1,2221,PV,4.62,0.0,0.462,-0.094,1.0,wind,0.0,22278.0,W_CURRABWEE,True
22279-1,2221,PV,13.8,0.0,1.38,-0.28,1.0,wind,0.0,22279.0,W_KNOCKEENBU,True
22371-1,2231,PV,59.5,0.0,5.95,-10.087,1.0,wind,0.0,22371.0,W_DERRYBRIEN,True
22471-1,2241,PV,2.55,0.0,0.255,-0.052,1.0,wind,0.0,22471.0,W_CARRIG,True
22472-2,2241,PV,4.25,0.0,0.425,-0.086,1.0,wind,0.0,22472.0,W_SKEHANAG,True
22473-1,2241,PV,4.25,0.0,0.425,-0.086,1.0,wind,0.0,22473.0,W_LEABEG,True
22474-1,2241,PV,9.99,0.0,0.999,-0.203,1.0,wind,0.0,22474.0,W_MEENWAUN,True
22475-1,2241,PV,4.99,0.0,0.499,-0.101,1.0,wind,0.0,22475.0,W_LEAMORCT,True
22771-1,2271,PV,65.0,0.0,6.5,-20.0,1.0,solar,0.0,22771.0,PV_DERRYLAHA,True
22871-1,22811,PV,2.55,0.0,0.255,-0.052,1.0,wind,0.0,22871.0,W_MACEUPP,True
22872-1,2281,PV,40.8,0.0,4.08,-0.828,1.0,wind,0.0,22872.0,W_MAGHERAMOR,True
22874-1,2281,PV,4.0,0.0,0.4,-0.081,1.0,solar,0.0,22874.0,PV_LISDUFF,True
23071-1,2301,PV,14.0,0.0,1.4,-0.284,1.0,solar,0.0,23071.0,PV_HORTLAND,True
23073-1,2301,PV,17.5,0.0,1.75,-0.355,1.0,solar,0.0,23073.0,PV_DYSART,True
23371-1,2331,PV,47.3,0.0,4.73,-17.0,1.0,wind,0.0,23371.0,W_FERRY VIEW,True
23471-1,2341,PV,91.2,0.0,9.12,-25.0,1.0,unknown,60.0,23471.0,CAHERHURLY,True
23571-1,2351,PV,50.0,0.0,5.0,17.0,1.0,unknown,60.0,23571.0,EFFERNOGE,True
23675-1,2361,PV,19.0,0.0,1.9,-0.386,1.0,solar,0.0,23675.0,PV_LISSANE W,True
23682-1,23610,PV,45.515,0.0,4.551,-1.328,1.0,wind,0.0,23682.0,W_BOOLONARUD,True
23692-TW,23610,PV,26.875,0.0,2.688,-8.869,1.0,wind,0.0,23692.0,W_KNOCKALASS,True
24471-1,2441,PV,54.0,0.5,54.0,25.0,1.0,unknown,60.0,24471.0,BELLEWSTOWN,True
24472-1,2441,PV,54.0,0.5,54.0,25.0,1.0,unknown,60.0,24472.0,BELLEWSTOWN,True
24473-1,2441,PV,54.0,0.5,54.0,25.0,1.0,unknown,60.0,24473.0,BELLEWSTOWN,True
25672-1,2571,PV,8.42,0.0,0.842,-0.171,1.0,solar,0.0,25672.0,PV_BULLSTOWN,True
25675-1,25610,PV,75.0,0.0,7.5,1.217,1.0,solar,0.0,25675.0,PV_FIELDSTOW,True
25675-2,25610,PV,18.27,0.0,1.827,0.297,1.0,solar,0.0,25675.0,PV_FIELDSTOW,True
26071-1,2601,PV,48.3,0.0,4.83,-17.0,1.0,wind,0.0,26071.0,W_FIRLOUGH,True
26071-2,2601,PV,27.3,0.0,2.73,-7.0,1.0,wind,0.0,26071.0,W_FIRLOUGH,True
26471-1,2641,PV,54.8,0.0,5.48,-17.0,1.0,solar,0.0,26471.0,PV_GRAHOMICK,True
26571-1,2651,PV,49.5,0.0,4.95,-16.635,1.0,wind,0.0,26571.0,W_GARRINTAGG,True
26671-1,2661,PV,40.0,0.0,4.0,-0.812,1.0,solar,0.0,26671.0,PV_GLEN SOLA,True
26732-1,2671,PV,34.0,0.0,3.4,-0.992,1.0,wind,0.0,26732.0,W_DERRYSALLA,True
26771-1,2671,PV,26.0,0.0,2.6,-10.0,1.0,wind,0.0,26771.0,W_GAR_GLEBE_,True
