osm,name,names,keys,power,operator,voltage_kv,max_kv,lat,lon
way/1304154160,024001,024001,024001,substation,ESB Networks,10;0.4;0.23,10.0,52.2296767,-8.6700724
way/1197528275,025752Y,025752Y,025752Y,substation,ESB Networks,10,10.0,52.3536022,-8.6789625
way/1029072347,068010,068010,068010,substation,ESB Networks,10,10.0,53.3473683,-6.2321237
way/31330615,110kV Kilbarry Electrical Substation,110kV Kilbarry Electrical Substation,KILBARRY,substation,EirGrid,110;38;10,110.0,51.9224604,-8.4769397
way/477221992,33kV Substation,33kV Substation,,substation,NIE Networks,33,33.0,54.6115949,-5.8843964
way/697853336,33kV Substation,33kV Substation,,substation,NIE Networks,33,33.0,55.0697482,-6.9421869
way/697859652,33kV Substation,33kV Substation,,substation,NIE Networks,33,33.0,55.0742605,-6.9438471
way/706481334,33kV Substation,33kV Substation,,substation,NIE Networks,33,33.0,54.6813104,-6.2444993
way/745500456,33kV Substation,33kV Substation,,substation,NIE Networks,33,33.0,55.0044286,-6.4444647
way/1001929567,33kV Substation,33kV Substation,,substation,NIE Networks,33,33.0,54.9826464,-6.4279392
way/605964396,38kV Substation,38kV Substation,,substation,ESB Networks,38;10,38.0,53.3135605,-6.4496452
way/1235964257,AEROBORD FCTY 10 KVSUB,AEROBORD FCTY 10 KVSUB,AEROBORD FCTY 10 KVSUB,substation,ESB Networks,10;0.4;0.23,10.0,52.5954601,-8.9773649
way/210976327,Abbeyfeale 38 kV Substation,Abbeyfeale 38 kV Substation,ABBEYFEALE,substation,ESB Networks,38;20;10,38.0,52.3927326,-9.302756
way/386840644,Abbeylands 38kV Substation,Abbeylands 38kV Substation,ABBEYLANDS,substation,ESB Networks,38,38.0,53.6632835,-6.6949236
way/161176632,Academy Street 38kV Substation,Academy Street 38kV Substation,ACADEMY STREET,substation,ESB Networks,38,38.0,53.6470577,-6.677739
way/624965794,Achill 38 kV Substation,Achill 38 kV Substation,ACHILL,substation,ESB Networks,38,38.0,53.9410582,-9.8934229
relation/9607854,Acres Wind Farm,Acres Wind Farm,ACRES WIND FARM,plant,Element Power,,,54.5294229,-8.1869468
way/438027242,Adamstown 110kV Substation,Adamstown 110kV Substation,ADAMSTOWN,substation,EirGrid,110;20,110.0,53.3403233,-6.4790891
way/1041523185,Adria 33 kV Substation,Adria 33 kV Substation,ADRIA,substation,NIE Networks,33,33.0,54.8173279,-7.4669838
way/200362903,Agannygal 110kV Substation,Agannygal 110kV Substation,AGANNYGAL,substation,EirGrid,110,110.0,53.0367354,-8.5499195
way/437322322,Aghada 110kV Substation,Aghada 110kV Substation,AGHADA,substation,EirGrid,110;20;6.6,110.0,51.8342452,-8.2297389
way/104388599,Aghada 220kV Substation,Aghada 220kV Substation,AGHADA,substation,EirGrid,220,220.0,51.8356384,-8.227215
way/1413017181,Aghada BESS 2,Aghada BESS 2,AGHADA BESS 2,plant,ESB Generation and Wholesale Markets,,,51.8324792,-8.2298695
way/1131251772,Aghada Battery Plant,Aghada Battery Plant | Aghada BESS,AGHADA BATTERY | AGHADA BESS,plant,ESB Generation and Wholesale Markets,,,51.8367829,-8.2290066
way/71762783,Aghada Power Station,Aghada Power Station | Long Point,AGHADA | LONG POINT,plant,ESB Generation and Wholesale Markets,,,51.8338841,-8.2332664
way/177569090,Aghagad 38 kV Substation,Aghagad 38 kV Substation,AGHAGAD,substation,ESB Networks,38,38.0,54.3657688,-8.5142209
way/1030577324,Aghagallon 33 kV Substation,Aghagallon 33 kV Substation,AGHAGALLON,substation,NIE Networks,33,33.0,54.5025474,-6.341028
way/519099966,Aghamore 38kV Substation,Aghamore 38kV Substation,AGHAMORE,substation,ESB Networks,38,38.0,53.6736567,-7.975825
way/494785976,Aghyoule 110kV Substation,Aghyoule 110kV Substation,AGHYOULE,substation,NIE Networks,110,110.0,54.1627134,-7.5851248
way/208150180,Ahane 110kV Substation,Ahane 110kV Substation,AHANE,substation,EirGrid,110;20;10,110.0,52.6617276,-8.5076209
way/1040550164,Ahoghill Central 33kV Substation,Ahoghill Central 33kV Substation,AHOGHILL CENTRAL,substation,NIE Networks,33,33.0,54.8496455,-6.3458438
relation/15313054,Airoshin Wind Farm,Airoshin Wind Farm,AIROSHIN WIND FARM,plant,Energia,,,54.6928318,-8.4863531
way/477221983,Airport Road 33 kV Substation,Airport Road 33 kV Substation,AIRPORT ROAD,substation,NIE Networks,33,33.0,54.6038767,-5.8984552
way/697470447,Airton 110kV Substation,Airton 110kV Substation,AIRTON,substation,EirGrid,110;20,110.0,53.2968693,-6.3674201
relation/15019326,Altagowlan Wind Farm,Altagowlan Wind Farm,ALTAGOWLAN WIND FARM,plant,,,,54.1212843,-8.1455753
relation/9299070,Altahullion Phase II,Altahullion Phase II,ALTAHULLION PHASE II,plant,,,,54.9597694,-7.0250663
relation/9298972,Altahullion Wind Farm,Altahullion Wind Farm,ALTAHULLION WIND FARM,plant,,,,54.9650875,-7.033143
relation/14374258,Altamuskin Wind Farm,Altamuskin Wind Farm,ALTAMUSKIN WIND FARM,plant,Energia,,,54.5180618,-7.1137531
way/1276579594,Altaveedan Wind Farm,Altaveedan Wind Farm,ALTAVEEDAN WIND FARM,plant,,,,55.0777342,-6.2619067
relation/12864419,Altaveedan Wind Farm,Altaveedan Wind Farm,ALTAVEEDAN WIND FARM,plant,NTR PLC,,,55.0776738,-6.2619868
relation/14350634,An Cnoc Wind Farm,An Cnoc Wind Farm,AN CNOC WIND FARM,plant,Greencoat Renewables,,,52.6468428,-7.5291364
way/203486264,An Spidéal 38kV Substation,An Spidéal 38kV Substation,AN SPID AL,substation,ESB Networks,38;10,38.0,53.2496753,-9.3033716
way/209837326,Analog 38-kV substation,Analog 38-kV substation,ANALOG 38 KV,substation,ESB Networks,38;10,38.0,52.6258827,-8.6577504
node/13451579296,Anderson & McAuley BT1 Substation,Anderson & McAuley BT1 Substation,ANDERSON AND MCAULEY BT1,substation,,11,11.0,54.5988206,-5.9314916
way/462226928,Annabella 38kV Substation,Annabella 38kV Substation,ANNABELLA,substation,ESB Networks,38,38.0,52.1408766,-8.6532621
way/235794888,Anner 110kV Substation,Anner 110kV Substation,ANNER,substation,EirGrid,110,110.0,52.3719788,-7.6492028
way/807628908,Annsborough Central 33kV Substation,Annsborough Central 33kV Substation | 10000605,ANNSBOROUGH CENTRAL | 10000605,substation,NIE Networks,33,33.0,54.2669972,-5.9262744
way/246804766,Antrim 110kV Substation,Antrim 110kV Substation,ANTRIM,substation,NIE Networks,110,110.0,54.7277414,-6.2208116
way/399033367,Antrim 33kV Substation,Antrim 33kV Substation,ANTRIM,substation,NIE Networks,33,33.0,54.7156266,-6.208857
way/1040565206,Ardboe Central,Ardboe Central,ARDBOE CENTRAL,substation,NIE Networks,33,33.0,54.6147922,-6.5385422
way/449637186,Ardfinnan 38 kV Substation,Ardfinnan 38 kV Substation,ARDFINNAN,substation,ESB Networks,38;20;10,38.0,52.3088817,-7.8919522
way/1449554711,Ardgeeha 38 kV Substation,Ardgeeha 38 kV Substation,ARDGEEHA,substation,ESB Networks,38,38.0,52.3724066,-7.7002689
way/200626863,Ardnacrusha 110kV Substation,Ardnacrusha 110kV Substation,ARDNACRUSHA,substation,EirGrid,110,110.0,52.7049873,-8.6163685
way/43139383,Ardnacrusha Hydroelectric Power Station,Ardnacrusha Hydroelectric Power Station,ARDNACRUSHA,plant,ESB Generation and Wholesale Markets,,,52.7054463,-8.612731
way/705295479,Ardnagappary 110kV Substation,Ardnagappary 110kV Substation,ARDNAGAPPARY,substation,EirGrid,110;38,110.0,55.0566404,-8.2688178
way/243037261,Ardnaree 38kV Substation,Ardnaree 38kV Substation,ARDNAREE,substation,ESB Networks,38,38.0,54.1118966,-9.1354885
way/363621019,Ardstraw 33kV Substation,Ardstraw 33kV Substation,ARDSTRAW,substation,NIE Networks,33,33.0,54.7300606,-7.4522405
way/374819486,Arigna 110kV Substation,Arigna 110kV Substation,ARIGNA,substation,EirGrid,110;20,110.0,54.0945702,-8.0755119
way/147525695,Arklow 220kV Substation,Arklow 220kV Substation,ARKLOW,substation,EirGrid,220;110;38;10,220.0,52.8151839,-6.147732
way/910514081,Arklow Bank Wind Park,Arklow Bank Wind Park,ARKLOW BANK WIND PARK,plant,SSE Renewables,,,52.7906644,-5.9477235
way/27720335,Armagh 33 kV Substation,Armagh 33 kV Substation,ARMAGH,substation,NIE Networks,33;11,33.0,54.3298042,-6.6534026
way/744795499,Armagh North 33kV Substation,Armagh North 33kV Substation,ARMAGH NORTH,substation,NIE Networks,33,33.0,54.3601221,-6.6527532
way/1496213354,Arrabawn Co-Op Solar Farm,Arrabawn Co-Op Solar Farm,ARRABAWN CO OP SOLAR FARM,plant,Arrabawn Co-Operative Society Limited,,,52.8554491,-8.1979261
way/445314428,Artane 110kV Substation,Artane 110kV Substation,ARTANE,substation,EirGrid,110;10,110.0,53.382358,-6.2094672
way/508643903,Arthurstown Landfill,Arthurstown Landfill,ARTHURSTOWN LANDFILL,plant,,,,53.2285727,-6.5717298
way/152415113,Arva 220kV Substation,Arva 220kV Substation | Arvagh 220kV Substation,ARVA | ARVAGH,substation,EirGrid,220;110;20,220.0,53.9086252,-7.4943716
way/446016521,Ashbourne 38 kV Substation,Ashbourne 38 kV Substation,ASHBOURNE,substation,ESB Networks,38,38.0,53.4906644,-6.3702283
way/303644799,Ashe Road 38kV Substation,Ashe Road 38kV Substation,ASHE ROAD,substation,ESB Networks,38,38.0,53.528936,-7.3585728
relation/16911692,Askeaton 38kV Substation,Askeaton 38kV Substation,ASKEATON,substation,ESB Networks,38,38.0,52.6092693,-8.983732
way/1492076354,Assured Energy,Assured Energy,ASSURED ENERGY,plant,Assured Energy LLP,,,54.450534,-6.4045795
way/504850124,Athboy 38kV Substation,Athboy 38kV Substation,ATHBOY,substation,ESB Networks,38,38.0,53.6373859,-6.9388867
way/439831815,Athea Substation,Athea Substation,ATHEA,substation,EirGrid,110,110.0,52.43755,-9.3004089
relation/15459696,Athea Wind Farm,Athea Wind Farm,ATHEA WIND FARM,plant,SSE Renewables,,,52.4379579,-9.2844065
way/194226138,Athenry 38 kV Substation,Athenry 38 kV Substation,ATHENRY,substation,ESB Networks,38;20;10,38.0,53.2863287,-8.7356375
way/438079883,Athgarvan 38kV Substation,Athgarvan 38kV Substation,ATHGARVAN,substation,ESB Networks,38,38.0,53.1620523,-6.7955561
way/1131166134,Athlone 110 kV Substation,Athlone 110 kV Substation,ATHLONE,substation,EirGrid,110;38;10,110.0,53.4230436,-7.9745082
way/143927977,Athy 110kV Substation,Athy 110kV Substation,ATHY,substation,EirGrid,110;20;10,110.0,52.9934345,-6.9993402
way/211196263,Aughinish 110kV Substation,Aughinish 110kV Substation,AUGHINISH,substation,EirGrid,110,110.0,52.6252455,-9.0514195
way/935127343,Aungierstown 110 kV Substation,Aungierstown 110 kV Substation,AUNGIERSTOWN,substation,EirGrid,110,110.0,53.316073,-6.4523208
way/524342957,Avoca 38kV Substation,Avoca 38kV Substation,AVOCA,substation,ESB Networks,38;10,38.0,52.8508035,-6.2036176
way/1332848482,Avonbeg Battery Storage,Avonbeg Battery Storage,AVONBEG BATTERY STORAGE,plant,NTR,,,52.5378398,-6.5181777
way/463029781,Bagenalstown 38kV Substation,Bagenalstown 38kV Substation,BAGENALSTOWN,substation,ESB Networks,38,38.0,52.6987522,-6.9343026
way/524335416,Bailieborough 38kV Substation,Bailieborough 38kV Substation,BAILIEBOROUGH,substation,ESB Networks,38,38.0,53.8957978,-6.9679341
node/4266429049,Balally Luas Substation,Balally Luas Substation,BALALLY LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.2865693,-6.2371376
way/445995641,Balbriggan 38 kV Substation,Balbriggan 38 kV Substation,BALBRIGGAN,substation,ESB Networks,38;20;10,38.0,53.6096788,-6.189984
way/51203143,Balgaddy 38kV Substation,Balgaddy 38kV Substation,BALGADDY,substation,ESB Networks,38,38.0,53.3361635,-6.4344469
way/1132948428,Ballagh 20kV Substation,Ballagh 20kV Substation,BALLAGH,substation,ESB Networks,20,20.0,52.3687905,-9.0846629
relation/15328650,Ballagh Wind Farm,Ballagh Wind Farm | Shanahan's Wind Farm Ballagh Mountain,BALLAGH WIND FARM | SHANAHAN S WIND FARM BALLAGH MOUNTAIN,plant,Gaelectric,,,52.3677174,-9.0819982
way/219010655,Ballaghadereen 38 kV Substation,Ballaghadereen 38 kV Substation,BALLAGHADEREEN,substation,ESB Networks,38,38.0,53.9084727,-8.5731719
relation/14382843,Ballaman Wind Farm,Ballaman Wind Farm,BALLAMAN WIND FARM,plant,Highfield Renewable Energy,,,52.6231019,-6.5430745
way/429440292,Ballinacurra 38 kV Substation,Ballinacurra 38 kV Substation,BALLINACURRA,substation,ESB Networks,38,38.0,52.6492816,-8.6366225
way/1041521267,Ballinamallard West 33 kV Substation,Ballinamallard West 33 kV Substation,BALLINAMALLARD WEST,substation,NIE Networks,33,33.0,54.4314107,-7.6270713
way/480699371,Ballinasloe 38 kV Substation,Ballinasloe 38 kV Substation,BALLINASLOE,substation,ESB Networks,38;10,38.0,53.3214208,-8.1874797
way/1454863639,Ballinclea 38 kV Substation,Ballinclea 38 kV Substation,BALLINCLEA,substation,ESB Networks,38;10,38.0,53.2708556,-6.1221232
way/517518812,Ballincollig 38 kV Substation,Ballincollig 38 kV Substation,BALLINCOLLIG,substation,ESB Networks,38;20;10,38.0,51.8768324,-8.6175382
way/437215819,Ballincollig Hill 38kV Substation,Ballincollig Hill 38kV Substation,BALLINCOLLIG HILL,substation,ESB Networks,38,38.0,52.3078494,-9.6030239
relation/16874661,Ballincollig Hill Wind Farm,Ballincollig Hill Wind Farm,BALLINCOLLIG HILL WIND FARM,plant,,,,52.308485,-9.5914081
way/304837287,Ballinderry 38kV Substation,Ballinderry 38kV Substation,BALLINDERRY,substation,ESB Networks,38,38.0,53.5181055,-7.3243857
way/529791425,Ballinderry Solar Farm,Ballinderry Solar Farm,BALLINDERRY SOLAR FARM,plant,Lightsource BP,,,54.5181839,-6.1036186
way/440124587,Ballineen 38 kV Substation,Ballineen 38 kV Substation,BALLINEEN,substation,ESB Networks,38,38.0,51.7326243,-8.9819178
relation/14175147,Ballinlough Wind Farm,Ballinlough Wind Farm,BALLINLOUGH WIND FARM,plant,Highfield Renewable Energy,,,52.830342,-8.0119011
way/622146538,Ballinrobe 38kV Substation,Ballinrobe 38kV Substation,BALLINROBE,substation,ESB Networks,38;20,38.0,53.6274736,-9.2084262
way/547565445,Ballinvally 38kV Substation,Ballinvally 38kV Substation,BALLINVALLY,substation,ESB Networks,38,38.0,52.7929879,-6.2955451
relation/14166957,Ballinveny Wind Farm,Ballinveny Wind Farm,BALLINVENY WIND FARM,plant,Highfield Renewable Energy,,,52.8196685,-7.9512004
way/209985873,Ballyard 38 kV Substation,Ballyard 38 kV Substation,BALLYARD,substation,ESB Networks,38,38.0,52.2565709,-9.7037918
way/511529889,Ballybailie 38 kV Substation,Ballybailie 38 kV Substation,BALLYBAILIE,substation,ESB Networks,38;10,38.0,53.8717195,-6.5339575
relation/9196204,Ballybane Wind Farm,Ballybane Wind Farm | Glanta Commons Wind Farm,BALLYBANE WIND FARM | GLANTA COMMONS WIND FARM,plant,Greencoat Renewables,,,51.6294228,-9.3813217
way/506190829,Ballybay 38 kV Substation,Ballybay 38 kV Substation,BALLYBAY,substation,ESB Networks,38,38.0,54.1207449,-6.9073475
way/1204031006,Ballybay 38 kV Substation,Ballybay 38 kV Substation,BALLYBAY,substation,ESB Networks,38,38.0,54.121223,-6.9078722
relation/15269794,Ballybay Wind Farm,Ballybay Wind Farm,BALLYBAY WIND FARM,plant,Ballybay Wind Farm Limited,,,52.6574001,-7.5069185
way/144584625,Ballybeg 110kV Substation,Ballybeg 110kV Substation,BALLYBEG,substation,EirGrid,110;10,110.0,52.9909581,-6.0958665
way/403518070,Ballybeggan 38 kV Substation,Ballybeggan 38 kV Substation,BALLYBEGGAN,substation,ESB Networks,38,38.0,52.2708467,-9.6795166
way/62228191,Ballyboden 38kV Substation,Ballyboden 38kV Substation,BALLYBODEN,substation,ESB Networks,38,38.0,53.2797919,-6.2881213
way/621575697,Ballyboley Solar (Carrowdore),Ballyboley Solar (Carrowdore),BALLYBOLEY SOLAR CARROWDORE,plant,Island Green Power,,,54.5718968,-5.5703098
way/515108340,Ballybunion 38kV Substation,Ballybunion 38kV Substation,BALLYBUNION,substation,ESB Networks,38;20,38.0,52.5035348,-9.656035
way/798510028,Ballycadden 20kV Substation,Ballycadden 20kV Substation,BALLYCADDEN,substation,ESB Networks,20,20.0,52.6435181,-6.5240436
way/439828402,Ballycadden Wind Farm,Ballycadden Wind Farm,BALLYCADDEN WIND FARM,plant,Ballycadden Wind Farm Ltd,,,52.6529101,-6.5221214
way/1013911768,Ballycastle Central 33 kV Substation,Ballycastle Central 33 kV Substation,BALLYCASTLE CENTRAL,substation,NIE Networks,33,33.0,55.1971109,-6.2789472
way/444668570,Ballyclare 33kV Substation,Ballyclare 33kV Substation,BALLYCLARE,substation,NIE Networks,33,33.0,54.7616542,-6.0103775
way/489568107,Ballyconnell 38 kV Substation,Ballyconnell 38 kV Substation,BALLYCONNELL,substation,ESB Networks,38,38.0,54.1125574,-7.5896266
way/440153446,Ballyconra 38kV Substation,Ballyconra 38kV Substation,BALLYCONRA,substation,ESB Networks,38;20,38.0,52.8009996,-7.3537107
way/374936231,Ballycoolen 38kV Substation,Ballycoolen 38kV Substation,BALLYCOOLEN,substation,ESB Networks,38;10,38.0,53.404316,-6.3562461
way/137050527,Ballycronan More HVDC Static Inverter Plant,Ballycronan More HVDC Static Inverter Plant,BALLYCRONAN MORE,substation,Mutual Energy,275;250,275.0,54.8432016,-5.7704674
way/451275920,Ballycrossaun 38kV Substation,Ballycrossaun 38kV Substation,BALLYCROSSAUN,substation,ESB Networks,38,38.0,53.1507515,-8.1907555
way/793330528,Ballycumber 38kV Substation,Ballycumber 38kV Substation,BALLYCUMBER,substation,ESB Networks,38;20,38.0,52.8336171,-6.4671671
relation/15261282,Ballycumber Wind Farm,Ballycumber Wind Farm,BALLYCUMBER WIND FARM,plant,NTR,,,52.8366176,-6.4676945
relation/16089382,Ballycurreen Wind Farm,Ballycurreen Wind Farm,BALLYCURREEN WIND FARM,plant,,,,52.0312934,-7.5950926
way/315443158,Ballydehob 38 kV Substation,Ballydehob 38 kV Substation,BALLYDEHOB,substation,ESB Networks,38;20,38.0,51.5668353,-9.4727224
way/172572963,Ballydine 110kV Substation,Ballydine 110kV Substation,BALLYDINE,substation,EirGrid,110;38;10,110.0,52.361399,-7.5207213
way/519141654,Ballydoorlis 38kV Substation,Ballydoorlis 38kV Substation,BALLYDOORLIS,substation,ESB Networks,38,38.0,52.5270753,-9.0986395
way/819991160,Ballyduff 20 kV Substation,Ballyduff 20 kV Substation,BALLYDUFF,substation,ESB Networks,20,20.0,52.6456304,-6.4802248
way/819991159,Ballyduff Wind Farm,Ballyduff Wind Farm,BALLYDUFF WIND FARM,plant,Ballyduff Wind Farm Ltd,,,52.6448489,-6.4823747
way/1041521503,Ballyfodrin Central 33 kV Substation,Ballyfodrin Central 33 kV Substation,BALLYFODRIN CENTRAL,substation,NIE Networks,33,33.0,54.4382172,-6.4948591
way/227400178,Ballygar 38 kV Substation,Ballygar 38 kV Substation,BALLYGAR,substation,ESB Networks,38,38.0,53.5199374,-8.3221645
way/718916340,Ballygarvey Road,Ballygarvey Road,BALLYGARVEY ROAD,plant,Elgin Energy EsCo,,,54.8821316,-6.2528202
way/1037302118,Ballygarvey Road 33 kV Substation,Ballygarvey Road 33 kV Substation,BALLYGARVEY ROAD,substation,NIE Networks,33,33.0,54.8805326,-6.2532562
way/484481827,Ballygawley South 33 kV Substation,Ballygawley South 33 kV Substation,BALLYGAWLEY SOUTH,substation,NIE Networks,33,33.0,54.4595985,-7.040549
way/1040604535,Ballygowan Central 33 kV Substation,Ballygowan Central 33 kV Substation,BALLYGOWAN CENTRAL,substation,NIE Networks,33,33.0,54.5052354,-5.7827645
way/463032486,Ballyhale 38 kV Substation,Ballyhale 38 kV Substation,BALLYHALE,substation,ESB Networks,38;20;10,38.0,52.4702124,-7.1950817
way/254329639,Ballyhaunis 38kV Substation,Ballyhaunis 38kV Substation,BALLYHAUNIS,substation,ESB Networks,38,38.0,53.7587503,-8.7525082
way/1040626524,Ballyhenry 33 kV Substation,Ballyhenry 33 kV Substation,BALLYHENRY,substation,NIE Networks,33,33.0,54.6934523,-5.9638349
way/1036766900,Ballyhoura Wind Farm,Ballyhoura Wind Farm | Knocknatallig Wind Farm,BALLYHOURA WIND FARM | KNOCKNATALLIG WIND FARM,plant,,,,52.2929449,-8.5892
way/440691942,Ballyjamesduff 38kV Substation,Ballyjamesduff 38kV Substation,BALLYJAMESDUFF,substation,ESB Networks,38,38.0,53.8500471,-7.1955364
way/616340215,Ballykeel Wind Farm,Ballykeel Wind Farm,BALLYKEEL WIND FARM,plant,,,,54.8555792,-5.9064114
way/484966917,Ballykeeran 38 kV Substation,Ballykeeran 38 kV Substation,BALLYKEERAN,substation,ESB Networks,38,38.0,55.0171338,-7.7389041
way/328043635,Ballykelly 33kV Substation,Ballykelly 33kV Substation,BALLYKELLY,substation,NIE Networks,33,33.0,55.0413973,-7.0219073
way/691303007,Ballykett 38 kV Substation,Ballykett 38 kV Substation,BALLYKETT,substation,ESB Networks,38,38.0,52.6789543,-9.4789474
relation/15016231,Ballykinava Wind Farm,Ballykinava Wind Farm | MCB Wind Farm,BALLYKINAVA WIND FARM | MCB WIND FARM,plant,Invis Energy,,,53.7075263,-8.9254273
way/804388712,Ballykinler Central 33 kV Substation,Ballykinler Central 33 kV Substation,BALLYKINLER CENTRAL,substation,NIE Networks,33,33.0,54.2511912,-5.7984225
way/237476488,Ballylickey 110kV Substation,Ballylickey 110kV Substation,BALLYLICKEY,substation,EirGrid,110;38,110.0,51.7239932,-9.4296621
way/375457082,Ballylumford 110kV Substation,Ballylumford 110kV Substation,BALLYLUMFORD,substation,NIE Networks,110,110.0,54.8423899,-5.7822124
way/137050528,Ballylumford 275kV Substation,Ballylumford 275kV Substation,BALLYLUMFORD,substation,NIE Networks,275,275.0,54.8451971,-5.7840555
way/39681973,Ballylumford Power Station,Ballylumford Power Station,BALLYLUMFORD,plant,EP UK Investments,,,54.8452254,-5.7829458
way/1125985366,Ballymacarney 110 kV Substation,Ballymacarney 110 kV Substation,BALLYMACARNEY,substation,EirGrid,110,110.0,53.4504068,-6.3671067
relation/18566637,Ballymacarney Solar Farm,Ballymacarney Solar Farm | Gallanstown Solar Farm,BALLYMACARNEY SOLAR FARM | GALLANSTOWN SOLAR FARM,plant,Statkraft,,,53.450696,-6.3653809
way/1041842898,Ballymacarrett 33kV Substation,Ballymacarrett 33kV Substation,BALLYMACARRETT,substation,NIE Networks,33;6.6,33.0,54.5965509,-5.8870499
way/441139067,Ballymacarry 38 kV Substation,Ballymacarry 38 kV Substation,BALLYMACARRY,substation,ESB Networks,38,38.0,55.1237389,-7.450839
way/601723395,Ballymacash 33 kV Substation,Ballymacash 33 kV Substation,BALLYMACASH,substation,NIE Networks,33,33.0,54.5242367,-6.0724871
way/517800902,Ballymahon 38kV Substation,Ballymahon 38kV Substation,BALLYMAHON,substation,ESB Networks,38,38.0,53.5894285,-7.8213622
node/11073984704,Ballymaquirke Kiosk,Ballymaquirke Kiosk | 1194281,BALLYMAQUIRKE KIOSK | 1194281,substation,ESB Networks,20,20.0,52.1384181,-8.902978
relation/14290978,Ballymartin Wind Farm,Ballymartin Wind Farm,BALLYMARTIN WIND FARM,plant,Bord Gáis Energy,,,52.390334,-7.1070953
way/366946550,Ballymena 110 kV Substation,Ballymena 110 kV Substation,BALLYMENA,substation,NIE Networks,110,110.0,54.8512107,-6.2853537
way/1035765759,Ballymena East 33 kV Substation,Ballymena East 33 kV Substation,BALLYMENA EAST,substation,NIE Networks,33,33.0,54.8734556,-6.2349214
way/1035765761,Ballymena North 33 kV Substation,Ballymena North 33 kV Substation,BALLYMENA NORTH,substation,NIE Networks,33,33.0,54.8812983,-6.232468
way/459918730,Ballymoney West 33 kV Substation,Ballymoney West 33 kV Substation,BALLYMONEY WEST,substation,NIE Networks,33,33.0,55.0636406,-6.5388083
way/177277100,Ballymote 38 kV Substation,Ballymote 38 kV Substation,BALLYMOTE,substation,ESB Networks,38,38.0,54.0881307,-8.5339836
way/449129513,Ballymount 38kV Substation,Ballymount 38kV Substation,BALLYMOUNT,substation,ESB Networks,38,38.0,53.3147087,-6.3452458
way/295248450,Ballymun 38kV Substation,Ballymun 38kV Substation,BALLYMUN,substation,ESB Networks,38,38.0,53.389364,-6.2640126
way/166809466,Ballynahinch Main 110 kV Substation,Ballynahinch Main 110 kV Substation | 10000864,BALLYNAHINCH MAIN | 10000864,substation,NIE Networks,110,110.0,54.3907852,-5.8782828
way/1040663430,Ballynahinch North 33 kV Substation,Ballynahinch North 33 kV Substation | 10000624,BALLYNAHINCH NORTH | 10000624,substation,NIE Networks,33,33.0,54.4058388,-5.9012116
way/819997192,Ballynahulla 220kV Substation,Ballynahulla 220kV Substation,BALLYNAHULLA,substation,EirGrid,220;110,220.0,52.1738656,-9.2611456
way/453430619,Ballynamony 33kV Substation,Ballynamony 33kV Substation,BALLYNAMONY,substation,NIE Networks,33,33.0,54.4638025,-6.3596122
way/690082329,Ballynancoran Wind Farm,Ballynancoran Wind Farm,BALLYNANCORAN WIND FARM,plant,Ballynancoran Wind Farm Ltd (Energia),,,52.6752489,-6.5227166
way/549104352,Ballyogan Luas Substation,Ballyogan Luas Substation,BALLYOGAN LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.2572974,-6.1940457
way/1009395517,Ballyragget 110 kV Substation,Ballyragget 110 kV Substation,BALLYRAGGET,substation,EirGrid,110;38;20,110.0,52.7988347,-7.342814
way/519085250,Ballyraine 38 kV Substation,Ballyraine 38 kV Substation,BALLYRAINE,substation,ESB Networks,38,38.0,54.9566382,-7.7143531
way/443628721,Ballyrenan 33kV Substation,Ballyrenan 33kV Substation,BALLYRENAN,substation,NIE Networks,33,33.0,54.6828982,-7.4028967
way/689420130,Ballyrickard 38kV Substation,Ballyrickard 38kV Substation | Tralee West 38kV Substation,BALLYRICKARD | TRALEE WEST,substation,ESB Networks,38,38.0,52.2702213,-9.7232793
way/627778553,Ballyshannon 38 kV Substation,Ballyshannon 38 kV Substation,BALLYSHANNON,substation,ESB Networks,38;10,38.0,54.496435,-8.1934718
way/1040668029,Ballysillan 33kV Substation,Ballysillan 33kV Substation,BALLYSILLAN,substation,NIE Networks,33,33.0,54.6202039,-5.9633654
way/150411793,Ballytivnan 38 kV Substation,Ballytivnan 38 kV Substation,BALLYTIVNAN,substation,ESB Networks,38,38.0,54.2845591,-8.4637939
way/375066696,Ballyvallagh 110 kV Substation,Ballyvallagh 110 kV Substation,BALLYVALLAGH,substation,NIE Networks,110,110.0,54.7841741,-5.8612268
way/547590959,Ballyvouskill 220kV Substation,Ballyvouskill 220kV Substation | Fostáisiún 220kV Bhaile Uascail,BALLYVOUSKILL | FOST ISI N BHAILE UASCAIL,substation,EirGrid,220;110,220.0,52.0059847,-9.0797175
way/143423158,Ballywater 110kV Substation,Ballywater 110kV Substation,BALLYWATER,substation,EirGrid,110,110.0,52.5378526,-6.2495207
relation/9379207,Ballywater Wind Farm,Ballywater Wind Farm,BALLYWATER WIND FARM,plant,,,,52.5405716,-6.2332212
way/1041844974,Balmoral 33 kV Substation,Balmoral 33 kV Substation,BALMORAL,substation,NIE Networks,33,33.0,54.5653322,-5.9786626
way/453846556,Baltinglass 38kV Substation,Baltinglass 38kV Substation,BALTINGLASS,substation,ESB Networks,38,38.0,52.9368289,-6.6927438
