osm,name,names,keys,power,operator,voltage_kv,max_kv,lat,lon
relation/15312997,Carrickeeny Wind Farm,Carrickeeny Wind Farm,CARRICKEENY WIND FARM,plant,IKEA,,,54.3358271,-8.278725
way/1041524650,Carrickfergus North 33kV Substation,Carrickfergus North 33kV Substation,CARRICKFERGUS NORTH,substation,NIE Networks,33,33.0,54.7363342,-5.8078661
way/395553863,Carrickfergus West 33 kV Substation,Carrickfergus West 33 kV Substation,CARRICKFERGUS WEST,substation,NIE Networks,33,33.0,54.7128063,-5.8453947
way/519018520,Carricklawn 38kV Substation,Carricklawn 38kV Substation,CARRICKLAWN,substation,ESB Networks,38;10,38.0,52.3425945,-6.4853943
way/505951507,Carrickmacross 38 kV Substation,Carrickmacross 38 kV Substation,CARRICKMACROSS,substation,ESB Networks,38,38.0,53.9804544,-6.7351775
way/35150701,Carrickmines 220 kV Substation,Carrickmines 220 kV Substation,CARRICKMINES,substation,EirGrid,220;110;38;10,220.0,53.2562454,-6.1967385
way/444834661,Carrickmines Luas Substation,Carrickmines Luas Substation,CARRICKMINES LUAS,substation,Luas - Transdev Dublin Light Rail Limited,10,10.0,53.2529438,-6.1641892
way/1041810450,Carrickmore North 33 kV Substation,Carrickmore North 33 kV Substation,CARRICKMORE NORTH,substation,NIE Networks,33,33.0,54.6116409,-7.0509293
relation/13069311,Carrig Wind Farm,Carrig Wind Farm,CARRIG WIND FARM,plant,,,,53.0317876,-7.9776289
way/179838650,Carrigadrohid 110kV Substation,Carrigadrohid 110kV Substation,CARRIGADROHID,substation,EirGrid,110,110.0,51.8978487,-8.8633008
way/421639262,Carrigadrohid Power Station,Carrigadrohid Power Station,CARRIGADROHID,plant,ESB Generation and Wholesale Markets,,,51.8970585,-8.8637819
way/339519136,Carrigaline 38kV Substation,Carrigaline 38kV Substation,CARRIGALINE,substation,ESB Networks,38;10,38.0,51.8275848,-8.3821205
way/1012215760,Carrigallen 38 kV Substation,Carrigallen 38 kV Substation,CARRIGALLEN,substation,ESB Networks,38,38.0,53.9668478,-7.6796358
relation/15003805,Carriganima Wind Farm (Bawnmore 2),Carriganima Wind Farm (Bawnmore 2) | Carraignimma Wind Farm,CARRIGANIMA WIND FARM BAWNMORE 2 | CARRAIGNIMMA WIND FARM,plant,,,,51.9738768,-8.9702508
way/1079167845,Carrigarierk 33 kV Substation,Carrigarierk 33 kV Substation,CARRIGARIERK,substation,Keel Energy Ltd. (Enerco Energy Ltd.),33,33.0,51.8034512,-9.1301368
way/437774292,Carrigcannon 38 kV Substation,Carrigcannon 38 kV Substation,CARRIGCANNON,substation,ESB Networks,38,38.0,52.0639851,-8.8980746
relation/14170215,Carrigcannon Wind Farm,Carrigcannon Wind Farm,CARRIGCANNON WIND FARM,plant,Energia,,,52.070057,-8.89956
way/1078394624,Carrigdangan 110 kV Substation,Carrigdangan 110 kV Substation,CARRIGDANGAN,substation,EirGrid,110;33,110.0,51.8043751,-9.1207652
relation/18642253,Carrigdangan Wind Farm,Carrigdangan Wind Farm | Shehymore Wind Farm,CARRIGDANGAN WIND FARM | SHEHYMORE WIND FARM,plant,Enerco Energy,,,51.8025119,-9.1826666
way/403686832,Carrigshane 38 kV Substation,Carrigshane 38 kV Substation,CARRIGSHANE,substation,ESB Networks,38;20;10,38.0,51.9092793,-8.1432482
way/443485748,Carrigthomas 38kV Substation,Carrigthomas 38kV Substation,CARRIGTHOMAS,substation,ESB Networks,38,38.0,51.9544752,-8.9125565
way/374595920,Carrigtwohill 38 kV Substation,Carrigtwohill 38 kV Substation,CARRIGTWOHILL,substation,ESB Networks,38,38.0,51.897043,-8.2479761
relation/15506980,Carrons Wind Farm,Carrons Wind Farm,CARRONS WIND FARM,plant,Windsource,,,52.5407569,-9.0695793
way/179305213,Carrowbeg 110 kV Substation,Carrowbeg 110 kV Substation,CARROWBEG,substation,EirGrid,110;38;20;10,110.0,53.8093444,-9.5059925
way/708802583,Carrowdore Central 33 kV Substation,Carrowdore Central 33 kV Substation,CARROWDORE CENTRAL,substation,NIE Networks,33;11,33.0,54.5711832,-5.5622856
way/374795352,Carrowleagh 38 kV Substation,Carrowleagh 38 kV Substation,CARROWLEAGH,substation,ESB Networks,38,38.0,54.1331379,-8.9531491
relation/14382925,Carrowleagh Wind Farm,Carrowleagh Wind Farm,CARROWLEAGH WIND FARM,plant,,,,54.1412284,-8.9511637
relation/16176521,Carrownaweelaun Wind Farm,Carrownaweelaun Wind Farm,CARROWNAWEELAUN WIND FARM,plant,,,,52.6338451,-9.7236631
way/477228662,Carrs Glen 33kV Substation,Carrs Glen 33kV Substation,CARRS GLEN,substation,NIE Networks,33,33.0,54.62853,-5.9686994
way/564070508,Carryduff 33kV Substation,Carryduff 33kV Substation,CARRYDUFF,substation,NIE Networks,33,33.0,54.5146606,-5.8832342
relation/16108850,Cartrontroy 38kV Substation,Cartrontroy 38kV Substation,CARTRONTROY,substation,ESB Networks,38,38.0,53.4223351,-7.9052998
way/374757721,Cashel 38 kV Substation,Cashel 38 kV Substation,CASHEL,substation,ESB Networks,38;20;10,38.0,52.5099755,-7.8728013
way/42998577,Cashla 220 kV Substation,Cashla 220 kV Substation,CASHLA,substation,EirGrid,220;110,220.0,53.3081124,-8.8534296
way/710981639,Castlebaggot 220kV Substation,Castlebaggot 220kV Substation | West Dublin 220kV Substation,CASTLEBAGGOT | WEST DUBLIN,substation,EirGrid,220;110,220.0,53.3166943,-6.4497194
way/200167853,Castlebar 110 kV Substation,Castlebar 110 kV Substation | Aghalusky Substation,CASTLEBAR | AGHALUSKY,substation,EirGrid,110;38,110.0,53.8665266,-9.2692746
way/505982390,Castleblayney 38 kV Substation,Castleblayney 38 kV Substation,CASTLEBLAYNEY,substation,ESB Networks,38,38.0,54.1201116,-6.7559718
way/463024136,Castlecomer 38kV Substation,Castlecomer 38kV Substation,CASTLECOMER,substation,ESB Networks,38;10,38.0,52.8380978,-7.1921155
relation/15018428,Castlecraig Wind Farm,Castlecraig Wind Farm,CASTLECRAIG WIND FARM,plant,Renewable Energy Systems (RES),,,54.621079,-7.5911897
way/1041812008,Castlederg South 33 kV Substation,Castlederg South 33 kV Substation,CASTLEDERG SOUTH,substation,NIE Networks,33,33.0,54.7050966,-7.5913107
way/460310631,Castledockrell 110kV Substation,Castledockrell 110kV Substation,CASTLEDOCKRELL,substation,EirGrid,110;20,110.0,52.5904745,-6.6343018
relation/15269842,Castledockrell Wind Farm,Castledockrell Wind Farm,CASTLEDOCKRELL WIND FARM,plant,Castledockrell Wind Group Ltd,,,52.5833618,-6.6652506
way/975408238,Castlefarm 110kV Substation,Castlefarm 110kV Substation,CASTLEFARM,substation,EirGrid,110;22,110.0,52.6298482,-9.0544843
way/316453972,Castlefarm 38 kV Substation,Castlefarm 38 kV Substation,CASTLEFARM,substation,ESB Networks,38,38.0,52.267963,-8.2811972
way/444438528,Castleisland 38 kV Substation,Castleisland 38 kV Substation,CASTLEISLAND,substation,ESB Networks,38,38.0,52.2317368,-9.4700748
way/615561528,Castleknock 38kV Substation,Castleknock 38kV Substation,CASTLEKNOCK,substation,ESB Networks,38,38.0,53.3713136,-6.3773558
way/1042961412,Castlelost 220 kV Substation,Castlelost 220 kV Substation | LEL Flexgen Substation,CASTLELOST | LEL FLEXGEN,substation,EirGrid,220,220.0,53.3981429,-7.3211845
way/1042961411,Castlelost FlexGen,Castlelost FlexGen | Proposed Lumcloon Energy Ltd Flexgen,CASTLELOST FLEXGEN | PROPOSED LUMCLOON ENERGY LTD FLEXGEN,plant,Lumcloon Energy Limited,,,53.3977557,-7.3240628
way/525069254,Castlelyons 38 kV Substation,Castlelyons 38 kV Substation,CASTLELYONS,substation,ESB Networks,38,38.0,52.0839146,-8.2230285
relation/16023975,Castlepook Wind Farm,Castlepook Wind Farm,CASTLEPOOK WIND FARM,plant,ESB Generation and Wholesale Markets,,,52.2945167,-8.5600869
way/223301305,Castlerea 38 kV Substation,Castlerea 38 kV Substation,CASTLEREA,substation,ESB Networks,38,38.0,53.7575799,-8.4533352
way/148266260,Castlereagh 275kV Substation,Castlereagh 275kV Substation,CASTLEREAGH,substation,NIE Networks,275,275.0,54.5629404,-5.8784287
way/1132369947,Castlereagh Battery Storage,Castlereagh Battery Storage | Lisnabreeny Battery Storage,CASTLEREAGH BATTERY STORAGE | LISNABREENY BATTERY STORAGE,plant,Energia,,,54.5613676,-5.8680672
way/355529295,Castletownbere 38 kV Substation,Castletownbere 38 kV Substation,CASTLETOWNBERE,substation,ESB Networks,38,38.0,51.6570588,-9.8954981
way/519455346,Castletownroche 38 kV Substation,Castletownroche 38 kV Substation,CASTLETOWNROCHE,substation,ESB Networks,38,38.0,52.161905,-8.450641
way/260160152,Castletroy 38kV Substation,Castletroy 38kV Substation,CASTLETROY,substation,ESB Networks,38,38.0,52.6764798,-8.5563319
way/154686756,Castleview 110kV Substation,Castleview 110kV Substation,CASTLEVIEW,substation,EirGrid,110;10,110.0,51.9009511,-8.3704585
way/183986064,Cathleen's Fall 110kV Substation,Cathleen's Fall 110kV Substation | Cathaleen's Fall 110kV Substation,CATHLEEN S FALL | CATHALEEN S FALL,substation,EirGrid,110;38;10.5,110.0,54.4987533,-8.1769822
relation/3156078,Cathleen's Fall Hydroelectric Power Station,Cathleen's Fall Hydroelectric Power Station | Cathaleen's Fall Hydroelectric Power Station,CATHLEEN S FALL | CATHALEEN S FALL,plant,ESB Generation and Wholesale Markets,,,54.4994155,-8.1746994
way/515296654,Causeway 38kV Substation,Causeway 38kV Substation,CAUSEWAY,substation,ESB Networks,38,38.0,52.4084823,-9.7356063
way/236522320,Cauteen 110 kV Substation,Cauteen 110 kV Substation,CAUTEEN,substation,EirGrid,110;38,110.0,52.5375573,-8.1938573
way/326986563,Cavan 38 kV Substation,Cavan 38 kV Substation,CAVAN,substation,ESB Networks,38,38.0,54.0013433,-7.3527991
way/1041814263,Caw 33 kV Substation,Caw 33 kV Substation,CAW,substation,NIE Networks,33,33.0,55.0047165,-7.2718402
way/183001344,Celbridge 38kV Substation,Celbridge 38kV Substation,CELBRIDGE,substation,ESB Networks,38,38.0,53.3360677,-6.5352883
way/152419246,Celbridge Substation,Celbridge Substation,CELBRIDGE,substation,ESB Networks,,,53.3334679,-6.5459406
way/1037941300,Central 110kV Substation,Central 110kV Substation,CENTRAL,substation,NIE Networks,110,110.0,54.6048411,-5.9247406
way/470024318,Central Park 110kV Substation,Central Park 110kV Substation,CENTRAL PARK,substation,EirGrid,110,110.0,53.2702392,-6.2060635
way/878442796,Chapel Hill Substation,Chapel Hill Substation,CHAPEL HILL,substation,NIE Networks,11,11.0,54.1631927,-6.3277877
node/3810570500,Charlemont Luas Substation,Charlemont Luas Substation,CHARLEMONT LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.3305828,-6.2586283
way/224639884,Charlestown 38 kV Substation,Charlestown 38 kV Substation,CHARLESTOWN,substation,ESB Networks,38,38.0,53.9462314,-8.7812173
way/237476600,Charleville 110kV Substation,Charleville 110kV Substation,CHARLEVILLE,substation,EirGrid,110;38;20;10,110.0,52.3301844,-8.6941349
way/448741500,Cheeverstown 38kV Substation,Cheeverstown 38kV Substation,CHEEVERSTOWN,substation,ESB Networks,38;10,38.0,53.2993075,-6.4037225
way/320252025,Cheeverstown Luas Substation,Cheeverstown Luas Substation,CHEEVERSTOWN LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.291099,-6.4090467
way/355532596,Cherrywood 110kV Substation,Cherrywood 110kV Substation,CHERRYWOOD,substation,EirGrid,110;38;10,110.0,53.2433051,-6.1567888
way/444836313,Cherrywood Luas Substation,Cherrywood Luas Substation,CHERRYWOOD LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.2462532,-6.147749
way/706307585,Church Hill 33kV Substation,Church Hill 33kV Substation,CHURCH HILL,substation,NIE Networks,33,33.0,54.6506136,-7.7112069
relation/9316025,Church Hill Windfarm,Church Hill Windfarm | Craighshane Windfarm,CHURCH HILL WINDFARM | CRAIGHSHANE WINDFARM,plant,Energia,,,54.654029,-7.71799
way/1017032760,Churchtown 38 kV Substation,Churchtown 38 kV Substation,CHURCHTOWN,substation,ESB Networks,38;20;10,38.0,52.4604148,-9.0581626
way/1041824957,City Hospital 33 kV Substation,City Hospital 33 kV Substation,CITY HOSPITAL,substation,NIE Networks,33;11,33.0,54.5873883,-5.9386631
way/98203610,Citywest 110kV Substation,Citywest 110kV Substation,CITYWEST,substation,EirGrid,110;10,110.0,53.2892499,-6.4163263
way/421624847,Clady 38kV Substation,Clady 38kV Substation,CLADY,substation,ESB Networks,38,38.0,55.0381005,-8.2716929
way/177481632,Clady Hydroelectric Station,Clady Hydroelectric Station,CLADY,plant,ESB Generation and Wholesale Markets,,,55.0382208,-8.2720255
way/210599157,Clahane 110kV Substation,Clahane 110kV Substation,CLAHANE,substation,EirGrid,110,110.0,52.3787738,-9.548026
way/454705937,Clara 38 kV Substation,Clara 38 kV Substation,CLARA,substation,ESB Networks,38;20;10,38.0,53.344384,-7.5821938
way/212510140,Clarecastle 38 kV Substation,Clarecastle 38 kV Substation,CLARECASTLE,substation,ESB Networks,38,38.0,52.8115811,-8.964157
way/194188764,Claregalway 38 kV Substation,Claregalway 38 kV Substation,CLAREGALWAY,substation,ESB Networks,38;20;10,38.0,53.3613071,-8.9240752
way/798186536,Clarkstown 38kV Substation,Clarkstown 38kV Substation,CLARKSTOWN,substation,ESB Networks,38,38.0,53.4624257,-6.6822183
way/186889669,Clashavoon 220 kV Substation,Clashavoon 220 kV Substation,CLASHAVOON,substation,EirGrid,220;110,220.0,51.938191,-8.9141082
way/692592353,Claudy Central 33kV Substation,Claudy Central 33kV Substation,CLAUDY CENTRAL,substation,NIE Networks,33,33.0,54.9169848,-7.1846087
relation/18635216,Cleanrath Wind Farm,Cleanrath Wind Farm,CLEANRATH WIND FARM,plant,Enerco Energy,,,51.8741601,-9.1812267
way/194524423,Clifden 38 kV Substation,Clifden 38 kV Substation,CLIFDEN,substation,ESB Networks,38,38.0,53.4884909,-9.9981167
way/183986059,Cliff 110kV Substation,Cliff 110kV Substation,CLIFF,substation,EirGrid,110;10.5,110.0,54.4875201,-8.1042024
way/421640632,Cliff Hydroelectric Power Station,Cliff Hydroelectric Power Station,CLIFF,plant,ESB Generation and Wholesale Markets,,,54.4874728,-8.1023303
way/1110074753,Cloghan 110kV Substation,Cloghan 110kV Substation,CLOGHAN,substation,EirGrid,110,110.0,53.2036203,-7.8727231
relation/15261958,Cloghan Wind Farm,Cloghan Wind Farm,CLOGHAN WIND FARM,plant,Statkraft,,,53.1974249,-7.8706436
way/927180472,Cloghaneleskirt 20 KV Substation,Cloghaneleskirt 20 KV Substation,CLOGHANELESKIRT,substation,ESB Networks,20,20.0,52.3432121,-9.5332645
relation/14352616,Cloghaneleskirt Wind Farm,Cloghaneleskirt Wind Farm,CLOGHANELESKIRT WIND FARM,plant,Cloghaneleskirt Wind Farm Ltd,,,52.3418501,-9.5398735
way/494790508,Cloghboola 110kV Substation,Cloghboola 110kV Substation,CLOGHBOOLA,substation,EirGrid,110;20,110.0,52.3305984,-9.4380864
relation/14170575,Cloghboola Wind Farm,Cloghboola Wind Farm,CLOGHBOOLA WIND FARM,plant,CGN Europe Energy Ireland Limited,,,52.3348702,-9.4422936
way/705880940,Clogher 110kV Substation,Clogher 110kV Substation,CLOGHER,substation,EirGrid,110,110.0,54.6870462,-7.9951038
relation/14383053,Clogheravaddy Wind Farm,Clogheravaddy Wind Farm,CLOGHERAVADDY WIND FARM,plant,ABO Wind,,,54.7072342,-8.2732041
way/1041827699,Cloghmills Central 33 kV Substation,Cloghmills Central 33 kV Substation,CLOGHMILLS CENTRAL,substation,NIE Networks,33,33.0,55.0026786,-6.3394971
way/684177183,Cloghran 110kV Substation,Cloghran 110kV Substation,CLOGHRAN,substation,EirGrid,110;20,110.0,53.4034934,-6.3610231
way/708802578,Cloghy Central 33 kV Substation,Cloghy Central 33 kV Substation,CLOGHY CENTRAL,substation,NIE Networks,33,33.0,54.4251515,-5.5067116
way/514667250,Clonakilty 38 kV Substation,Clonakilty 38 kV Substation,CLONAKILTY,substation,ESB Networks,38,38.0,51.6379719,-8.8947411
way/1010962610,Clonard 38 kV Substation,Clonard 38 kV Substation,CLONARD,substation,ESB Networks,38,38.0,52.3300895,-6.4869904
relation/14473018,Cloncreen Wind Farm,Cloncreen Wind Farm,CLONCREEN WIND FARM,plant,Bord na Móna,,,53.2865043,-7.1206518
way/448730842,Clondalkin 38kV Substation,Clondalkin 38kV Substation,CLONDALKIN,substation,ESB Networks,38,38.0,53.324863,-6.3948151
relation/19826072,Clondermot Wind Farm,Clondermot Wind Farm,CLONDERMOT WIND FARM,plant,Energia,,,54.9679851,-7.3137568
way/516752881,Clonee 220kV Substation,Clonee 220kV Substation,CLONEE,substation,EirGrid,220;20,220.0,53.4167869,-6.426741
way/445416004,Clones 38 kV Substation,Clones 38 kV Substation,CLONES,substation,ESB Networks,38,38.0,54.1787207,-7.2222418
way/1299958642,Clonfad 110 kV Substation,Clonfad 110 kV Substation,CLONFAD,substation,EirGrid,110,110.0,53.4604224,-7.2119609
relation/17981568,Clonfad Solar Farm,Clonfad Solar Farm,CLONFAD SOLAR FARM,plant,Statkraft,,,53.456283,-7.2023884
way/179214131,Clonkeen 110kV Substation,Clonkeen 110kV Substation,CLONKEEN,substation,EirGrid,110,110.0,51.9841297,-9.2997624
way/375232307,Clonminch 38kV Substation,Clonminch 38kV Substation,CLONMINCH,substation,ESB Networks,38;20;10,38.0,53.2556278,-7.4861759
way/202355132,Clonroche 38 kV Substation,Clonroche 38 kV Substation,CLONROCHE,substation,ESB Networks,38,38.0,52.4533188,-6.708089
way/47924359,Clonshaugh 38kV Substation,Clonshaugh 38kV Substation,CLONSHAUGH,substation,ESB Networks,38,38.0,53.4030048,-6.2216286
way/445348380,Clontarf 38kV Substation,Clontarf 38kV Substation,CLONTARF,substation,ESB Networks,38,38.0,53.3692837,-6.1937121
way/198780339,Cloon 110 kV Substation,Cloon 110 kV Substation,CLOON,substation,EirGrid,110;38;20;10,110.0,53.4834794,-8.8482757
way/1191936743,Cloonbannin 38 kV Substation,Cloonbannin 38 kV Substation,CLOONBANNIN,substation,ESB Networks,38,38.0,52.1291111,-9.040773
way/449822495,Cloondara 38 kV Substation,Cloondara 38 kV Substation,CLOONDARA,substation,ESB Networks,38,38.0,53.7493411,-7.9062034
way/1052183157,Cloonkeelaun 38 kV Substation,Cloonkeelaun 38 kV Substation,CLOONKEELAUN,substation,ESB Networks,38,38.0,54.1588878,-8.955498
way/316178204,Cloonlough 38 kV Substation,Cloonlough 38 kV Substation,CLOONLOUGH,substation,ESB Networks,38,38.0,52.2576737,-8.2774214
relation/15016232,Cloontooa Wind Farm,Cloontooa Wind Farm | MCB Wind Farm,CLOONTOOA WIND FARM | MCB WIND FARM,plant,Invis Energy,,,53.7384229,-8.9141459
way/699317400,Cloughkeating 38kV Substation,Cloughkeating 38kV Substation,CLOUGHKEATING,substation,ESB Networks,38,38.0,52.6202185,-8.6585579
way/524533169,Cloyne 38 kV Substation,Cloyne 38 kV Substation,CLOYNE,substation,ESB Networks,38;20;10,38.0,51.8638889,-8.1062515
way/1107158570,Clutterland 110 kV Substation,Clutterland 110 kV Substation,CLUTTERLAND,substation,EirGrid,110,110.0,53.3179126,-6.4497145
way/438945354,Clydaghroe Substation,Clydaghroe Substation,CLYDAGHROE,substation,ESB Networks,20,20.0,51.9903917,-9.1611571
relation/15003841,Clydaghroe Wind Farm,Clydaghroe Wind Farm,CLYDAGHROE WIND FARM,plant,Energia,,,51.9896238,-9.1584101
way/1041828742,Coagh West 33 kV Substation,Coagh West 33 kV Substation,COAGH WEST,substation,NIE Networks,33,33.0,54.6614223,-6.6869306
way/437158925,Coes Road 38kV Substation,Coes Road 38kV Substation,COES ROAD,substation,ESB Networks,38,38.0,53.9996034,-6.3819876
way/374863965,Coleraine 110kV Substation,Coleraine 110kV Substation,COLERAINE,substation,NIE Networks,110;33;11,110.0,55.1094142,-6.6873926
way/446020910,College Park 110kV Substation,College Park 110kV Substation,COLLEGE PARK,substation,EirGrid,110;10,110.0,53.4105364,-6.3761003
way/615873176,Colligan 38kV Substation,Colligan 38kV Substation,COLLIGAN,substation,ESB Networks,38;10,38.0,52.0932655,-7.6251641
way/438120312,Collinstown 38kV Substation,Collinstown 38kV Substation,COLLINSTOWN,substation,ESB Networks,38,38.0,53.4274022,-6.2280793
way/186761446,Collooney 38kV Substation,Collooney 38kV Substation,COLLOONEY,substation,ESB Networks,38,38.0,54.1824148,-8.4838463
way/1049439003,Comber Central 33 kV Substation,Comber Central 33 kV Substation,COMBER CENTRAL,substation,NIE Networks,33,33.0,54.5481593,-5.7500821
way/278018421,Cong 38 kV Substation,Cong 38 kV Substation,CONG,substation,ESB Networks,38,38.0,53.5545007,-9.2671575
node/3394424074,Connolly Luas Substation,Connolly Luas Substation,CONNOLLY LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.3510944,-6.2499717
way/154938114,Connor 33kV Substation,Connor 33kV Substation,CONNOR,substation,NIE Networks,33,33.0,54.8113903,-6.2146794
way/519088558,Convoy 38 kV Substation,Convoy 38 kV Substation,CONVOY,substation,ESB Networks,38,38.0,54.8645525,-7.6665511
way/98142043,Cookstown 110kV Substation,Cookstown 110kV Substation,COOKSTOWN,substation,EirGrid,110;38;10,110.0,53.2931796,-6.3781277
way/449450735,Cookstown Luas Substation,Cookstown Luas Substation,COOKSTOWN LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.294415,-6.3848917
way/1040021072,Cookstown South 33 kV Substation,Cookstown South 33 kV Substation,COOKSTOWN SOUTH,substation,NIE Networks,33,33.0,54.6249167,-6.7542746
way/519323114,Coolcarron 38 kV Substation,Coolcarron 38 kV Substation,COOLCARRON,substation,ESB Networks,38,38.0,52.1289855,-8.2775402
way/441856535,Coolcorcoran 38kV Substation,Coolcorcoran 38kV Substation,COOLCORCORAN,substation,ESB Networks,38,38.0,52.0807384,-9.5074102
way/1456366384,Coolderrig 110 kV Substation,Coolderrig 110 kV Substation,COOLDERRIG,substation,EirGrid,110;20,110.0,53.32992,-6.4525519
way/524345377,Coolgreaney Road 38 kV Substation,Coolgreaney Road 38 kV Substation,COOLGREANEY ROAD,substation,ESB Networks,38;10,38.0,52.7980474,-6.1665504
way/402783212,Coolkeeragh 275 kV Substation,Coolkeeragh 275 kV Substation,COOLKEERAGH,substation,NIE Networks,275,275.0,55.0424072,-7.2472407
way/819556311,Coollegrean 38 kV Substation,Coollegrean 38 kV Substation,COOLLEGREAN,substation,ESB Networks,38,38.0,52.2641519,-9.2689315
relation/14166538,Coollegrean Wind Farm,Coollegrean Wind Farm,COOLLEGREAN WIND FARM,plant,Element Power,,,52.2616931,-9.271235
way/534306885,Coolmine 38kV Substation,Coolmine 38kV Substation,COOLMINE,substation,ESB Networks,38,38.0,53.3826009,-6.4003647
way/744115145,Coolnanoonagh Substation,Coolnanoonagh Substation,COOLNANOONAGH,substation,Statkraft,33,33.0,52.5814565,-9.3951009
way/478916752,Coolock 38 kV Substation,Coolock 38 kV Substation,COOLOCK,substation,ESB Networks,38,38.0,53.3930756,-6.1960132
way/373209904,Coolroe 110kV Substation,Coolroe 110kV Substation,COOLROE,substation,EirGrid,110;20,110.0,51.8859966,-8.6360252
way/938619838,Coolroe Solar Farm,Coolroe Solar Farm,COOLROE SOLAR FARM,plant,EDF Renewables,,,52.2683901,-6.845573
relation/14170276,Coomacheo Wind Farm,Coomacheo Wind Farm,COOMACHEO WIND FARM,plant,SSE Renewables,,,52.0132132,-9.1428767
relation/15459640,Coomagearlaghy I Wind Farm,Coomagearlaghy I Wind Farm | Inchincoosh Wind Farm,COOMAGEARLAGHY I WIND FARM | INCHINCOOSH WIND FARM,plant,,,,51.933325,-9.3224457
relation/15459641,Coomagearlaghy III Wind Farm,Coomagearlaghy III Wind Farm | Lettercannon Wind Farm,COOMAGEARLAGHY III WIND FARM | LETTERCANNON WIND FARM,plant,,,,51.934807,-9.3341254
relation/8555637,Coomagearlahy II Wind Farm,Coomagearlahy II Wind Farm | Sillahertane Wind Farm,COOMAGEARLAHY II WIND FARM | SILLAHERTANE WIND FARM,plant,,,,51.9111985,-9.3071679
way/179214119,Coomagearlahy Substation,Coomagearlahy Substation,COOMAGEARLAHY,substation,EirGrid,110,110.0,51.9385387,-9.311485
way/690725011,Coomataggart 110 kV Substation,Coomataggart 110 kV Substation | Fostáisiún 110 kV Chúm an tSagairt,COOMATAGGART | FOST ISI N CH M AN TSAGAIRT,substation,EirGrid,110;20,110.0,51.8735614,-9.3145611
way/1202038919,Coomatallin Substation,Coomatallin Substation,COOMATALLIN,substation,ESB Networks,20,20.0,51.6562854,-9.0918924
relation/14168884,Coomatallin Wind Farm,Coomatallin Wind Farm,COOMATALLIN WIND FARM,plant,SSE Renewables,,,51.6523014,-9.0939885
way/454659297,Cootehill 38kV Substation,Cootehill 38kV Substation,COOTEHILL,substation,ESB Networks,38,38.0,54.069291,-7.0790826
way/266106617,Corbally 38 kV Substation,Corbally 38 kV Substation,CORBALLY,substation,ESB Networks,38,38.0,52.670159,-8.6159756
way/793070073,Corby Knowe 33kV Substation,Corby Knowe 33kV Substation,CORBY KNOWE,substation,NIE Networks,33,33.0,54.7788222,-6.1765459
relation/9303746,Corby Knowe Wind Farm,Corby Knowe Wind Farm,CORBY KNOWE WIND FARM,plant,,,,54.7768386,-6.1804929
way/819550308,Cordal 110kV Substation,Cordal 110kV Substation,CORDAL,substation,EirGrid,110;33,110.0,52.2145657,-9.2855811
relation/14166539,Cordal Wind Farm,Cordal Wind Farm,CORDAL WIND FARM,plant,Statkraft,,,52.2312554,-9.28506
way/189376942,Corderry 110kV Substation,Corderry 110kV Substation,CORDERRY,substation,EirGrid,110,110.0,54.1988681,-8.197639
way/183749097,Corduff 220kV Substation,Corduff 220kV Substation,CORDUFF,substation,EirGrid,220;110,220.0,53.4193712,-6.3649353
way/1298899439,Corduff Flexgen,Corduff Flexgen | Corduff Flexible Generation Facility,CORDUFF FLEXGEN | CORDUFF FLEXIBLE GENERATION FACILITY,plant,ESB Generation and Wholesale Markets,,,53.4173083,-6.3655644
way/513703422,Corkagh 110kV Substation,Corkagh 110kV Substation,CORKAGH,substation,EirGrid,110,110.0,53.3238429,-6.4476689
way/185101766,Corkermore 38 kV Substation,Corkermore 38 kV Substation,CORKERMORE,substation,ESB Networks,38,38.0,54.7166761,-8.3537805
relation/15313026,Corkermore Wind Farm,Corkermore Wind Farm,CORKERMORE WIND FARM,plant,Energia,,,54.7140299,-8.3563187
relation/12864417,Corkey Wind Farm,Corkey Wind Farm,CORKEY WIND FARM,plant,B9 Energy Services Ltd/ ScottishPower Renewables,,,55.0329215,-6.2616476
way/1414702183,Corlacky Hill Wind Farm,Corlacky Hill Wind Farm,CORLACKY HILL WIND FARM,plant,Renewable Energy Systems,,,54.911856,-6.7330932
relation/15313056,Cornacahan Hill Wind Farm,Cornacahan Hill Wind Farm,CORNACAHAN HILL WIND FARM,plant,,,,54.6596766,-8.4573804
way/1001921832,Cornavarrow 33kV Substation,Cornavarrow 33kV Substation,CORNAVARROW,substation,NIE Networks,33,33.0,54.5852113,-7.4663499
way/1001921827,Cornavarrow Wind Farm,Cornavarrow Wind Farm,CORNAVARROW WIND FARM,plant,Energia,,,54.582119,-7.4386509
relation/14995524,Corneen Wind Farm,Corneen Wind Farm,CORNEEN WIND FARM,plant,SSE Renewables,,,54.1422451,-7.6443622
way/198834347,Corraclassy 110kV Substation,Corraclassy 110kV Substation,CORRACLASSY,substation,EirGrid,110,110.0,54.1527414,-7.7446161
