circuit,extract_mw,full_mw,difference_mw
1701-5041-1,-16.10875933622628,-41.61762419894465,25.508864862718365
5041-17010-2,72.0108891403036,46.50202427761394,25.508864862689663
1341-5191-1,32.93872528283178,30.216792577283265,2.721932705548518
3591-5191-1,-27.36272528283176,-24.640792577283264,-2.7219327055484968
1341-1701-1,-45.02772528283174,-42.305792577283285,-2.721932705548454
2321-3581-1,65.71260898733817,67.31913186291578,-1.6065228755776104
2321-28710-1,-57.21660898733829,-58.8231318629158,1.606522875577511
2870-17010-1,-40.53723977102324,-41.904400668208936,1.3671608971856983
1701-28712-2,40.53723977102324,41.892011579379826,-1.3547718083565883
3581-28019-1,-53.30287055470809,-54.41828038468051,1.115409829972414
4981-5041-1,11.06982063971628,11.069820639710372,5.908162847845233e-12
4981-5041-2,10.751056171033353,10.751056171027642,5.710987238671805e-12
1931-4371-1,-67.22511936374667,-67.22511936374636,-3.126388037344441e-13
1631-5041-1,23.04227775719994,23.04227775719977,1.7053025658242404e-13
28710-51911-1,-13.920000000000073,-13.919999999999959,-1.1368683772161603e-13
3581-5361-1,11.756000000000071,11.756000000000025,4.618527782440651e-14
4991-5361-1,6.3250000000000455,6.325000000000017,2.842170943040401e-14
1571-5191-1,-8.565999999999988,-8.565999999999999,1.0658141036401503e-14
