bus,station,bus_count,psse_names,kv,jurisdiction,osm,osm_name,osm_voltage_kv,operator,lat,lon,method,score,runner_up,runner_up_score,voltage_check,note
5031,STEPHENSTOWN,1,STEPHENSTOWN,110,IE,way/442121651,Stephenstown 110kV Substation,110;38;10,EirGrid,53.6013247,-6.1895932,exact,100.0,,,agrees,
5041,SRANANAGH,2,SRANANAGH,220;110,IE,way/185902319,Srananagh 220kV Substation,220;110,EirGrid,54.1777596,-8.383984,exact,100.0,,,agrees,
5042,SRANANAGH,2,SRANANAGH,220;110,IE,way/185902319,Srananagh 220kV Substation,220;110,EirGrid,54.1777596,-8.383984,exact,100.0,,,agrees,
5051,SEAL ROCK,2,SEAL ROCK,110,IE,,,,,,,weak,62.5,SPA ROAD,58.82352941176471,,"best candidate 'ROSCREA' (way/509453016) scored 62, below 92"
5061,STRATFORD,1,STRATFORD,110,IE,way/170760036,Stratford 110kV Substation,110;38,EirGrid,52.9940643,-6.6498218,exact,100.0,,,agrees,
5071,SEAL ROCK,2,SEAL ROCK,110,IE,,,,,,,weak,62.5,SPA ROAD,58.82352941176471,,"best candidate 'ROSCREA' (way/509453016) scored 62, below 92"
5091,SINGLAND,1,SINGLAND,110,IE,way/220264906,Singland 110kV Substation,110;20;10,EirGrid,52.6634944,-8.5873819,exact,100.0,,,agrees,
5111,SNUGBOROUGH,1,SNUGBOROUGH,110,IE,way/684124854,Snugborough 110kV Substation,110;20,EirGrid,53.4066092,-6.356603,exact,100.0,,,agrees,
5122,SHELLYBANKS,2,SHELLYBANKS,220,IE,way/23582216,Poolbeg Power Station,,ESB Generation and Wholesale Markets,53.3393833,-6.1864314,exact-name,100.0,,,silent,
5131,TANEY,1,TANEY,110,IE,way/1264633852,Taney 110 kV Substation,110,EirGrid,53.2885883,-6.245051,exact,100.0,,,agrees,
5141,TARBERT,3,TARBERT,220;110,IE,way/208124159,Tarbert 220kV Substation,220,EirGrid,52.5885022,-9.3662608,exact,100.0,,,agrees,2 objects share this name and lie within 0.2 km of each other - one site mapped more than once; the highest-voltage of them is taken
5142,TARBERT,3,TARBERT,220;110,IE,way/208124159,Tarbert 220kV Substation,220,EirGrid,52.5885022,-9.3662608,exact,100.0,,,agrees,2 objects share this name and lie within 0.2 km of each other - one site mapped more than once; the highest-voltage of them is taken
5172,TYNAGH,1,TYNAGH,220,IE,way/194614470,Tynagh 220kV Substation,220,EirGrid,53.1671713,-8.3827087,exact,100.0,,,agrees,
5181,TRABEG,1,TRABEG,110,IE,way/437325462,Trabeg 110kV Substation,110;38;10,EirGrid,51.8827117,-8.4596882,exact,100.0,,,agrees,
5191,TIEVEBRACK,1,TIEVEBRACK,110,IE,way/705034071,Tievebrack 110kV Substation,110;38,EirGrid,54.8102758,-8.2356174,exact,100.0,,,agrees,
5202,TURLOUGH HIL,1,TURLOUGH HIL,220,IE,way/266025855,Turlough Hill,220,EirGrid,53.0439505,-6.4061441,truncated,99.0,,,agrees,"PSS/E fills all twelve characters with 'TURLOUGH HIL', a prefix of exactly one OSM name. 2 objects share this name and lie within 1.4 km of each other - one site mapped more than once; the highest-voltage of them is taken"
5221,TULLABRACK,1,TULLABRACK,110,IE,way/218901878,Tullabrack 110kV Substation,110;38,EirGrid,52.6730693,-9.4791123,exact,100.0,,,agrees,
5222,SHELLYBANKSB,1,SHELLYBANKSB,220,IE,way/23582216,Poolbeg Power Station,,ESB Generation and Wholesale Markets,53.3393833,-6.1864314,fuzzy,95.65217391304348,SHELLYBANKS GIS,81.4814814814815,silent,token-sort score 96 against 'SHELLYBANKS'.
5231,TRINITY,1,TRINITY,110,IE,way/245044213,Trinity 110kV Substation,110;38,EirGrid,53.3425325,-6.2491939,exact,100.0,,,agrees,
5241,TAWNAGHMORE,1,TAWNAGHMORE,110,IE,way/616335906,Tawnaghmore 110kV Substation,110;38,EirGrid,54.1918026,-9.2178772,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
5251,TAWN_B,1,TAWN_B,110,IE,,,,,,,weak,57.14285714285714,BARNTOWN,57.14285714285714,,"best candidate 'OLD BAWN' (way/84590865) scored 57, below 92"
5261,TRIEN,2,TRIEN,110,IE,way/235924790,Trien 110kV Substation,110;38,EirGrid,52.4245772,-9.426115,exact,100.0,,,agrees,
5271,CAUTEEN,2,CAUTEEN,110,IE,way/236522320,Cauteen 110 kV Substation,110;38,EirGrid,52.5375573,-8.1938573,exact,100.0,,,agrees,
5274,CAUTEEN,2,CAUTEEN,110,IE,way/236522320,Cauteen 110 kV Substation,110;38,EirGrid,52.5375573,-8.1938573,exact,100.0,,,agrees,
5281,TRALEE,1,TRALEE,110,IE,way/91799111,Tralee 110kV Substation,110;38,EirGrid,52.2890467,-9.6740021,exact,100.0,,,agrees,
5291,TULLABEG,1,TULLABEG,110,IE,way/1259120849,Tullabeg Solar Farm 110kV Substation,110,EirGrid,52.6126135,-6.3827622,prefix,98.0,,,agrees,'TULLABEG' is a prefix of exactly one OSM name and the voltage agrees. 2 objects share this name; only one is tagged at this station's voltage
5301,THURLES,1,THURLES,110,IE,way/150770869,Thurles 110kV Substation,110,EirGrid,52.6919962,-7.7642805,exact,100.0,,,agrees,
5321,THORNSBERRY,1,THORNSBERRY,110,IE,way/172726462,Thornsberry 110kV Substation,110;38,EirGrid,53.2949583,-7.4696537,exact,100.0,,,agrees,
5331,YELLOWMEADOW,1,YELLOWMEADOW,110,IE,,,,,,,weak,60.86956521739131,MAYDOWN,52.63157894736843,,"best candidate 'BOG MEADOWS' (way/477255058) scored 61, below 92"
5341,TONROE,1,TONROE,110,IE,way/219010656,Tonroe 110kV Substation,110;38,EirGrid,53.9098451,-8.5725217,exact,100.0,,,agrees,
5361,TRILLICK,1,TRILLICK,110,IE,way/201298435,Trillick 110kV Substation,110;38,EirGrid,55.1127756,-7.4186417,exact,100.0,,,agrees,
5381,TIPPERARY,1,TIPPERARY,110,IE,way/202739744,Tipperary 110kV Substation,110;38,EirGrid,52.4722096,-8.0672001,exact,100.0,,,agrees,
5441,WATERFORD,1,WATERFORD,110,IE,way/42737549,Waterford 110kV Substation,110;38;10,EirGrid,52.2633036,-7.1249367,exact,100.0,,,agrees,
5451,ROSSPILE,1,ROSSPILE,110,IE,way/1125145155,Rosspile 110 kV Substation,110,EirGrid,52.3018955,-6.7423279,exact,100.0,,,agrees,
5462,WOODLAND,3,WOODLAND,380;220,IE,way/254158424,Woodland 400kV Transmission Substation,400;220,EirGrid,53.4746308,-6.5697981,exact,100.0,,,agrees,
5464,WOODLAND,3,WOODLAND,380;220,IE,way/254158424,Woodland 400kV Transmission Substation,400;220,EirGrid,53.4746308,-6.5697981,exact,100.0,,,agrees,
5481,WHITEGATE,1,WHITEGATE,110,IE,way/374906132,Whitegate 110kV Substation,110,EirGrid,51.8186651,-8.2389996,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
5501,WEXFORD,1,WEXFORD,110,IE,way/232344721,Wexford 110kV Substation,110;38;20;10,EirGrid,52.3403641,-6.5394499,exact,100.0,,,agrees,
5521,WOLFE TONE,1,WOLFE TONE,110,IE,way/489671620,Wolfe Tone 110kV Substation,110;38,EirGrid,53.349714,-6.2679779,exact,100.0,,,agrees,
6201,COOMATAGGART,1,COOMATAGGART,110,IE,way/690725011,Coomataggart 110 kV Substation,110;20,EirGrid,51.8735614,-9.3145611,exact,100.0,,,agrees,
6371,WHITEBANK,1,WHITEBANK,110,IE,way/1346514561,Whitebank 110 kV substation,110,EirGrid,53.3398123,-6.1996317,exact,100.0,,,agrees,
6931,WOODHOUSE,1,WOODHOUSE,110,IE,way/508026914,Woodhouse 110kV Substation,110;20,EirGrid,52.0822332,-7.7706666,exact,100.0,,,agrees,2 objects share this name; only one is in IE
10210,ARDNACRUSHA,2,ARDNACRUSHA,110,IE,way/200626863,Ardnacrusha 110kV Substation,110,EirGrid,52.7049873,-8.6163685,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
10261,ARDNA,1,ARDNA_CAP,110,IE,way/200626863,Ardnacrusha 110kV Substation,,,52.7049873,-8.6163685,coupled,95.0,MARINA,72.72727272727273,not applied: placed from a neighbour,"bus 10261 is joined to bus 1021 (ARDNACRUSHA) by a zero-impedance branch, so it is inside the same station"
10422,LONGPOINT,1,LONGPOINT,220,IE,way/71762783,Aghada Power Station,,ESB Generation and Wholesale Markets,51.8338841,-8.2332664,fuzzy,94.73684210526316,MONEYPOINT,73.6842105263158,silent,token-sort score 95 against 'LONG POINT'. 2 objects share this name; only one is in IE
10619,ARIGNA_T,1,ARIGNA_T,110,IE,,,,,,,weak,85.71428571428572,MARINA,71.42857142857143,,"best candidate 'ARIGNA' (way/374819486) scored 86, below 92"
11310,TOBERTOREEN,1,TOBERTOREEN,110,IE,way/439831815,Athea Substation,,,52.43755,-9.3004089,coupled,95.0,MONETEEN,63.1578947368421,not applied: placed from a neighbour,"bus 11310 is joined to bus 1131 (ATHEA) by a zero-impedance branch, so it is inside the same station"
11461,ATH,1,ATH_CAP,110,IE,way/1131166134,Athlone 110 kV Substation,,,53.4230436,-7.9745082,coupled,95.0,ATHEA,75.0,not applied: placed from a neighbour,"bus 11461 is joined to bus 1141 (ATHLONE) by a zero-impedance branch, so it is inside the same station"
12111,BALLYVOUSKIL,3,BALLYVOUSKIL,220;110,IE,way/547590959,Ballyvouskill 220kV Substation,220;110,EirGrid,52.0059847,-9.0797175,truncated,99.0,,,agrees,"PSS/E fills all twelve characters with 'BALLYVOUSKIL', a prefix of exactly one OSM name."
13219,BLAKE,2,BLAKE|BLAKE T,110,IE,way/265386067,Blake 110 kV Substation,110;38;10,EirGrid,53.2886399,-6.8812414,exact,100.0,,,agrees,
13810,BARNAHELYB,1,BARNAHELYB,110,IE,way/79803764,Barnahely 110 kV Substation,110;38;20,EirGrid,51.8284805,-8.3442652,fuzzy,94.73684210526316,BANAGHER,66.66666666666667,agrees,token-sort score 95 against 'BARNAHELY'.
14010,BELLACORICK,2,BELLACORICK,110,IE,way/205659794,Bellacorick 110 kV Substation,110;38;20,EirGrid,54.1205007,-9.5787377,exact,100.0,,,agrees,
14013,SRAHNAKILLY,1,SRAHNAKILLY,110,IE,,,,,,,weak,81.81818181818181,SHANKILL,73.6842105263158,,"best candidate 'SHRANAKILLA' (way/790605296) scored 82, below 92"
14461,BAN,1,BAN_CAP,110,IE,way/186166560,Bandon 110kV Substation,,,51.7739278,-8.733195,coupled,95.0,BANOGE,66.66666666666667,not applied: placed from a neighbour,"bus 14461 is joined to bus 1441 (BANDON) by a zero-impedance branch, so it is inside the same station"
14619,BARRYM,1,BARRYM T,110,IE,,,,,,,weak,80.0,KILBARRY,71.42857142857143,,"best candidate 'BARRYMORE' (way/236651495) scored 80, below 92"
15010,BRINNY,2,BRINNY,110,IE,way/235933652,Brinny 110kV Substation,110,EirGrid,51.7851436,-8.7045456,exact,100.0,,,agrees,
15220,BRACETOWN,1,BRACETOWN,220,IE,way/819286958,Bracetown 220kV Substation,220;20,EirGrid,53.4222695,-6.4457133,exact,100.0,,,agrees,
16011,CLASHAVOON,3,CLASHAVOON,220;110,IE,way/186889669,Clashavoon 220 kV Substation,220;110,EirGrid,51.938191,-8.9141082,exact,100.0,,,agrees,
16110,CLONKEEN,2,CLONKEEN,110,IE,way/179214131,Clonkeen 110kV Substation,110,EirGrid,51.9841297,-9.2997624,exact,100.0,,,agrees,
16411,CASHLA,3,CASHLA,220;110,IE,way/42998577,Cashla 220 kV Substation,220;110,EirGrid,53.3081124,-8.8534296,exact,100.0,,,agrees,
16461,CASH,1,CASH_CAP,110,IE,way/42998577,Cashla 220 kV Substation,,,53.3081124,-8.8534296,coupled,95.0,CASHEL,80.0,not applied: placed from a neighbour,"bus 16461 is joined to bus 1641 (CASHLA) by a zero-impedance branch, so it is inside the same station"
16661,CBAR,2,CBAR_CAP|CBAR_SVC,110,IE,way/200167853,Castlebar 110 kV Substation,,,53.8665266,-9.2692746,coupled,95.0,CLARA,66.66666666666667,not applied: placed from a neighbour,"bus 16661 is joined to bus 1661 (CASTLEBAR) by a zero-impedance branch, so it is inside the same station"
16662,CBAR,2,CBAR_CAP|CBAR_SVC,110,IE,way/200167853,Castlebar 110 kV Substation,,,53.8665266,-9.2692746,coupled,95.0,CLARA,66.66666666666667,not applied: placed from a neighbour,"bus 16661 is joined to bus 1661 (CASTLEBAR) by a zero-impedance branch, so it is inside the same station"
17010,CATH FALL,1,CATH FALL,110,IE,way/183986064,Cathleen's Fall 110kV Substation,110;38;10.5,EirGrid,54.4987533,-8.1769822,alias,100.0,,,agrees (not applied: alias),"TYTFS truncates Cathaleen's Fall to fit twelve characters; OSM spells it Cathleen's Fall, without the second 'a'. Neither reaches the other by truncation or by fuzzy match"
17061,CATH,1,CATH_CAP,110,IE,way/183986064,Cathleen's Fall 110kV Substation,,,54.4987533,-8.1769822,coupled,95.0,CAHIR,66.66666666666667,not applied: placed from a neighbour,"bus 17061 is joined to bus 1701 (CATH_FALL) by a zero-impedance branch, so it is inside the same station"
17261,CAHR,1,CAHR_CAP,110,IE,way/374590823,Cahir 110kV Substation,,,52.3769959,-7.8984212,coupled,95.0,CARK,75.0,not applied: placed from a neighbour,"bus 17261 is joined to bus 1721 (CAHIR) by a zero-impedance branch, so it is inside the same station"
17411,CKM_COUNTRY,1,CKM_COUNTRY,110,IE,way/35150701,Carrickmines 220 kV Substation,,,53.2562454,-6.1967385,coupled,95.0,MOUNTRATH,60.0,not applied: placed from a neighbour,"bus 17411 is joined to bus 1742 (CARRICKMINES) by the station's own transformer, so it is inside the same station"
17431,CKMN,1,CKMN_PST,220,IE,way/35150701,Carrickmines 220 kV Substation,,,53.2562454,-6.1967385,coupled,95.0,KNOCKMULLEN,53.333333333333336,not applied: placed from a neighbour,"bus 17431 is joined to bus 1742 (CARRICKMINES) by the station's own transformer, so it is inside the same station"
17462,CKM_SR,1,CKM_SR,220,IE,way/35150701,Carrickmines 220 kV Substation,,,53.2562454,-6.1967385,coupled,95.0,SOLAR FARM,50.0,not applied: placed from a neighbour,"bus 17462 is joined to bus 1742 (CARRICKMINES) by a zero-impedance branch, so it is inside the same station"
17810,CASTLEFARM,2,CASTLEFARM,110,IE,way/975408238,Castlefarm 110kV Substation,110;22,EirGrid,52.6298482,-9.0544843,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
18010,COOKSTOWN A,1,COOKSTOWN A,110,IE,,,,,,,weak,90.0,COOKSTOWN LUAS,72.0,,"best candidate 'COOKSTOWN' (way/98142043) scored 90, below 92"
20411,CORDUFF,3,CORDUFF,220;110,IE,way/183749097,Corduff 220kV Substation,220;110,EirGrid,53.4193712,-6.3649353,exact,100.0,,,agrees,
20416,CORDUFF HOT,1,CORDUFF HOT,110,IE,way/183749097,Corduff 220kV Substation,,,53.4193712,-6.3649353,coupled,95.0,CORDUFF FLEXGEN,61.53846153846154,not applied: placed from a neighbour,"bus 20416 is joined to bus 2042 (CORDUFF) by the station's own transformer, so it is inside the same station"
20900,BUFFY,1,BUFFY,110,IE,way/1046795490,Buffy 110kV Substation,110,EirGrid,53.3580797,-9.2937884,exact,100.0,,,agrees,
21261,DRU,1,DRU_CAP,110,IE,way/207628559,Drumline 110kV Substation,,,52.7239924,-8.8613742,coupled,95.0,DUNDRUM,60.0,not applied: placed from a neighbour,"bus 21261 is joined to bus 2121 (DRUMLINE) by a zero-impedance branch, so it is inside the same station"
21661,DOON,2,DOON|DOON_CAP,110,IE,way/374590824,Doon 110kV Substation,110;38;20;10,EirGrid,52.3836007,-7.6676498,exact,100.0,,,agrees,
22261,DUNM,1,DUNM_CAP,110,IE,way/235929741,Dunmanway 110kV Station,,,51.7232312,-9.0897487,coupled,95.0,DUNDRUM,72.72727272727273,not applied: placed from a neighbour,"bus 22261 is joined to bus 2221 (DUNMANWAY) by a zero-impedance branch, so it is inside the same station"
22419,DALLOW,2,DALLOW|DALLOW T,110,IE,way/513993739,Dallow 110kV Substation,110;38,EirGrid,53.1259869,-7.928076,exact,100.0,,,agrees,
22610,DERRYIRON,5,DERRYIRON,110,IE,way/219769028,Derryiron 110 kV Substation,110,EirGrid,53.3581344,-7.2138473,exact,100.0,,,agrees,
22612,DERRYIRON,5,DERRYIRON,110,IE,way/219769028,Derryiron 110 kV Substation,110,EirGrid,53.3581344,-7.2138473,exact,100.0,,,agrees,
22613,DERRYIRON,5,DERRYIRON,110,IE,way/219769028,Derryiron 110 kV Substation,110,EirGrid,53.3581344,-7.2138473,exact,100.0,,,agrees,
22614,DERRYIRON,5,DERRYIRON,110,IE,way/219769028,Derryiron 110 kV Substation,110,EirGrid,53.3581344,-7.2138473,exact,100.0,,,agrees,
22811,DALTON_A2,1,DALTON_A2,110,IE,,,,,,,weak,80.0,RANDALSTOWN,70.0,,"best candidate 'DALTON' (way/201208741) scored 80, below 92"
22861,DALT,1,DALT_CAP,110,IE,,,,,,,weak,80.0,DALLOW,60.0,,"best candidate 'DALTON' (way/201208741) scored 80, below 92"
23019,DUNFIR_T,1,DUNFIR_T,110,IE,,,,,,,weak,82.35294117647058,DUNMURRY WEST,57.14285714285714,,"best candidate 'DUNFIERTH' (way/266499715) scored 82, below 92"
23610,SLIEVECALLAN,1,SLIEVECALLAN,110,IE,way/821276203,Slievecallan 110 kV Substation,110;33,EirGrid,52.8288117,-9.2836999,exact,100.0,,,agrees,
24819,FASSAROE_T,1,FASSAROE_T,110,IE,,,,,,,weak,88.88888888888889,THE SQUARE,60.0,,"best candidate 'FASSAROE' (way/48915255) scored 89, below 92"
25674,HUNTSTOW,1,TEG HUNTSTOW,110,IE,way/404371901,Huntstown Power Station,,Energia,53.4124627,-6.3257744,fuzzy,94.11764705882352,HUNTSTOWN TEG,76.19047619047619,silent,token-sort score 94 against 'HUNTSTOWN'. 2 objects share this name; the others are already matched to a station of their own
27219,GRFRAT,1,GRFRAT T,110,IE,,,,,,,weak,70.58823529411764,GORT,60.0,,"best candidate 'GRIFFINRATH' (way/257886373) scored 71, below 92"
27281,GRIFFINRATH,2,GRIFFINRATH,110,IE,way/257886373,Griffinrath 110kV Substation,110;38,EirGrid,53.3435573,-6.5644585,exact,100.0,,,agrees,
28019,GOLAGH,2,GOLAGH|GOLAGH T,110,IE,way/183084855,Golagh 110kV Substation,110;38,EirGrid,54.6871253,-7.9351078,exact,100.0,,,agrees,
28261,GWE,1,GWE_CAP,110,IE,way/199125367,Gortawee 110kV Station,,,54.1291946,-7.5811846,coupled,95.0,GORTAWEE,54.54545454545454,not applied: placed from a neighbour,"bus 28261 is joined to bus 2821 (GORTAWEE) by a zero-impedance branch, so it is inside the same station"
28411,GORMAN,3,GORMAN|GORMAN ESS,220;110,IE,way/264852019,Gorman 220kV Substation,220;110,EirGrid,53.7009328,-6.6442071,exact,100.0,,,agrees,
28710,CLOGHER,4,CLOGHER,110,IE,way/705880940,Clogher 110kV Substation,110,EirGrid,54.6870462,-7.9951038,exact,100.0,,,agrees,
28712,CLOGHER,4,CLOGHER,110,IE,way/705880940,Clogher 110kV Substation,110,EirGrid,54.6870462,-7.9951038,exact,100.0,,,agrees,
28810,GLENLARA,2,GLENLARA,110,IE,way/374587161,Glenlara 110kV Substation,110;38,EirGrid,52.2053487,-9.023808,exact,100.0,,,agrees,
30820,INCHICORE,2,INCHICORE,220,IE,way/456199341,Inchicore 220kV Substation,220;110;38,EirGrid,53.3337774,-6.3391212,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
31019,IKERIN,1,IKERIN T,110,IE,way/158575778,Ikerrin 110kV Substation,110;38,EirGrid,52.91857,-7.7713595,fuzzy,92.3076923076923,VIRGINIA,57.14285714285714,agrees,token-sort score 92 against 'IKERRIN'.
31911,KNOCKANURE B,1,KNOCKANURE B,110,IE,way/1003262502,Knockanure 220kV Substation,,,52.4345623,-9.3733302,coupled,95.0,KNOCKUMBER 1,66.66666666666667,not applied: placed from a neighbour,"bus 31911 is joined to bus 3191 (KNOCKANURE) by a zero-impedance branch, so it is inside the same station"
31920,KNOCKANURE,4,KNOCKANURE,220;110,IE,way/1003262502,Knockanure 220kV Substation,220;110,EirGrid,52.4345623,-9.3733302,exact,100.0,,,agrees,
32461,KILTEEL,2,KILTEEL|KILTEEL_CAP,110,IE,way/257893804,Kilteel 110kV Substation,110;38,EirGrid,53.2465815,-6.5400403,exact,100.0,,,agrees,
32661,KKY,1,KKY_CAP,110,IE,way/150242815,Kilkenny 110kV Substation,,,52.6405514,-7.1718695,coupled,95.0,KNOCK,50.0,not applied: placed from a neighbour,"bus 32661 is joined to bus 3261 (KILKENNY) by a zero-impedance branch, so it is inside the same station"
32810,KILLONAN2,1,KILLONAN2,110,IE,way/180637986,Killonan 220kV Substation,220;110,EirGrid,52.6401871,-8.5454912,fuzzy,94.11764705882352,KILDONAN,82.35294117647058,agrees,token-sort score 94 against 'KILLONAN'.
34620,KILPADDOGE,3,KILPADDOGE,220;110,IE,way/516651650,Kilpaddoge 220kV Substation,220;110;20,EirGrid,52.5801792,-9.3963977,exact,100.0,,,agrees,
35011,LANESBORO_A2,1,LANESBORO_A2,110,IE,,,,,,,weak,75.0,BAILIEBOROUGH,56.00000000000001,,"best candidate 'LANESBOROUGH' (way/342820729) scored 75, below 92"
35211,LOUTHB,1,LOUTHB,110,IE,way/264275258,Louth 275 kV Substation,,,53.9674714,-6.5657571,coupled,95.0,LOUGHREA,57.14285714285714,not applied: placed from a neighbour,"bus 35211 is joined to bus 3522 (LOUTH) by the station's own transformer, so it is inside the same station"
35231,LOUTH,3,LOUTH,275;220,IE,way/264275258,Louth 275 kV Substation,275;220;110,EirGrid,53.9674714,-6.5657571,exact,100.0,,,agrees,
35232,LOUTH,3,LOUTH,275;220,IE,way/264275258,Louth 275 kV Substation,275;220;110,EirGrid,53.9674714,-6.5657571,exact,100.0,,,agrees,
35261,LOU,1,LOU_CAP,110,IE,way/264275258,Louth 275 kV Substation,,,53.9674714,-6.5657571,coupled,95.0,LOUGHREA,54.54545454545454,not applied: placed from a neighbour,"bus 35261 is joined to bus 3521 (LOUTHA) by a zero-impedance branch, so it is inside the same station"
35611,LISDRUMDOAGH,1,LISDRUMDOAGH,110,IE,way/1067393040,Lisdrumdoagh Energy Storage Facility,,Highfield Storage Ltd,54.2443142,-6.9122464,truncated,99.0,,,silent,"PSS/E fills all twelve characters with 'LISDRUMDOAGH', a prefix of exactly one OSM name."
35661,LISD,1,LISD_CAP,110,IE,way/267172950,Lisdrum 110 kV Substation,,,54.2447228,-6.9102424,coupled,95.0,KELLIS,60.0,not applied: placed from a neighbour,"bus 35661 is joined to bus 3561 (LISDRUM) by a zero-impedance branch, so it is inside the same station"
35861,LKY,2,LKY_CAP|LKY_SVC,110,IE,way/66493784,Letterkenny 110kV Station,,,54.9241287,-7.6977545,coupled,95.0,LLOYD,50.0,not applied: placed from a neighbour,"bus 35861 is joined to bus 3581 (LETTERKENNY) by a zero-impedance branch, so it is inside the same station"
35862,LKY,2,LKY_CAP|LKY_SVC,110,IE,way/66493784,Letterkenny 110kV Station,,,54.9241287,-7.6977545,coupled,95.0,LLOYD,50.0,not applied: placed from a neighbour,"bus 35861 is joined to bus 3581 (LETTERKENNY) by a zero-impedance branch, so it is inside the same station"
36210,LISHEEN,2,LISHEEN,110,IE,way/374709194,Lisheen 110kV Substation,110,EirGrid,52.7513555,-7.6819128,exact,100.0,,,agrees,
36411,CRORY,1,CRORY,110,IE,way/540091715,Crory 110kV Substation,110;38,EirGrid,52.579165,-6.5358105,exact,100.0,,,agrees,
36671,GREENLINK,1,GREENLINK,150,IE,way/1154822210,Campile Converter Station,320;220,EirGrid,52.2816555,-6.9856001,alias,100.0,,,contradicts (not applied: alias),"Greenlink's Irish converter station at Great Island, tagged in OSM as Campile after the townland; the adjacent 'Greenlink Interconnector Substation' way carries no voltage tag"
39610,MARINA,2,MARINA,110,IE,way/773119702,Marina 110kV Substation,110;10,EirGrid,51.8991554,-8.4461681,exact,100.0,,,agrees,
40061,MUL,1,MUL_CAP,110,IE,way/266999191,Mullingar 110kV Substation,,,53.5383686,-7.3716668,coupled,95.0,MULLAGH,60.0,not applied: placed from a neighbour,"bus 40061 is joined to bus 4001 (MULLINGAR) by a zero-impedance branch, so it is inside the same station"
40461,MOY,2,MOY|MOY_CAP,110,IE,way/200447504,Moy 110 kV Substation,110;38,EirGrid,54.1232614,-9.1879038,exact,100.0,,,agrees,
40462,MOYCAP2,1,MOYCAP2,110,IE,way/200447504,Moy 110 kV Substation,,,54.1232614,-9.1879038,coupled,95.0,MOATE,50.0,not applied: placed from a neighbour,"bus 40462 is joined to bus 4041 (MOY) by a zero-impedance branch, so it is inside the same station"
43619,OUTAGH,1,OUTAGH T,110,IE,,,,,,,weak,80.0,OMAGH,72.72727272727273,,"best candidate 'OUGHTRAGH' (way/213508375) scored 80, below 92"
44661,PBEG REACTOR,2,PBEG REACTOR,220,IE,,,,,,,weak,57.14285714285714,BENTRA CENTRAL,53.84615384615385,,"best candidate 'BRACETOWN' (way/819286958) scored 57, below 92"
44662,PBEG REACTOR,2,PBEG REACTOR,220,IE,,,,,,,weak,57.14285714285714,BENTRA CENTRAL,53.84615384615385,,"best candidate 'BRACETOWN' (way/819286958) scored 57, below 92"
47210,RAFFEENB,1,RAFFEENB,110,IE,way/79803767,Raffeen 220 kV Substation,220;110,EirGrid,51.8268181,-8.3695668,fuzzy,93.33333333333333,TRALEE,57.14285714285714,agrees,token-sort score 93 against 'RAFFEEN'.
47261,RAFF,1,RAFF_CAP,110,IE,way/79803767,Raffeen 220 kV Substation,,,51.8268181,-8.3695668,coupled,95.0,BRUFF,66.66666666666667,not applied: placed from a neighbour,"bus 47261 is joined to bus 47210 (RAFFEENB) by a zero-impedance branch, so it is inside the same station"
49662,MOB,1,MOB_CAP,110,IE,way/152444285,Shankill 110 kV Substation,,,53.9987866,-7.2988808,coupled,95.0,TYMON,50.0,not applied: placed from a neighbour,"bus 49662 is joined to bus 4961 (SHANKILL) by a zero-impedance branch, so it is inside the same station"
49861,SLIG,1,SLIG_CAP,110,IE,way/124120112,Sligo 110kV Substation,,,54.2412252,-8.4672217,coupled,95.0,CUSHALING,61.53846153846154,not applied: placed from a neighbour,"bus 49861 is joined to bus 4981 (SLIGO) by a zero-impedance branch, so it is inside the same station"
50019,SOMRST,1,SOMRST T,110,IE,,,,,,,weak,85.71428571428572,SWORDS,66.66666666666667,,"best candidate 'SOMERSET' (way/183080497) scored 86, below 92"
50619,STRATF,1,STRATF T,110,IE,,,,,,,weak,80.0,SRAH,60.0,,"best candidate 'STRATFORD' (way/170760036) scored 80, below 92"
51319,CENTRAL PARK,2,CENTRAL PARK,110,IE,way/470024318,Central Park 110kV Substation,110,EirGrid,53.2702392,-6.2060635,exact,100.0,,,agrees,
51410,TARBERT,3,TARBERT,220;110,IE,way/208124159,Tarbert 220kV Substation,220,EirGrid,52.5885022,-9.3662608,exact,100.0,,,agrees,2 objects share this name and lie within 0.2 km of each other - one site mapped more than once; the highest-voltage of them is taken
51911,CROAGHONAGH,1,CROAGHONAGH,110,IE,,,,,,,weak,66.66666666666667,CRONALAGHT,66.66666666666667,,"best candidate 'GRANAGH' (way/374332044) scored 67, below 92"
52219,TULBRK,1,TULBRK T,110,IE,,,,,,,weak,75.0,KANTURK,61.53846153846154,,"best candidate 'TULLABRACK' (way/218901878) scored 75, below 92"
52610,TRIEN,2,TRIEN,110,IE,way/235924790,Trien 110kV Substation,110;38,EirGrid,52.4245772,-9.426115,exact,100.0,,,agrees,
52661,TRIE,1,TRIE_CAP,110,IE,way/235924790,Trien 110kV Substation,,,52.4245772,-9.426115,coupled,95.0,TRIM,75.0,not applied: placed from a neighbour,"bus 52661 is joined to bus 5261 (TRIEN) by a zero-impedance branch, so it is inside the same station"
